Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"[Clostridium] sphenoides JCM 1415 strain DSM 632 16S ribosomal RNA, partial sequence",[Clostridium] sphenoides JCM 1415,411,411,99%,1e-114,96.05,1515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119035.1?report=genbank&log$=nucltop&blast_rank=19&RID=8SD63M2W01N"",""NR_119035.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,411,411,99%,1e-114,96.03,1410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156080.1?report=genbank&log$=nucltop&blast_rank=20&RID=8SD63M2W01N"",""NR_156080.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,411,411,99%,1e-114,96.03,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156077.1?report=genbank&log$=nucltop&blast_rank=21&RID=8SD63M2W01N"",""NR_156077.1"")"
"[Clostridium] indolis strain 7 16S ribosomal RNA, partial sequence",Lacrimispora indolis,411,411,99%,1e-114,96.03,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026493.1?report=genbank&log$=nucltop&blast_rank=22&RID=8SD63M2W01N"",""NR_026493.1"")"
"[Clostridium] clostridioforme strain ATCC 25537 16S ribosomal RNA, partial sequence",Enterocloster clostridioformis,399,399,99%,3e-111,95.24,1310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118128.1?report=genbank&log$=nucltop&blast_rank=23&RID=8SD63M2W01N"",""NR_118128.1"")"
"[Clostridium] bolteae strain JCM 12243 16S ribosomal RNA, partial sequence",Enterocloster bolteae,399,399,99%,3e-111,95.24,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113410.1?report=genbank&log$=nucltop&blast_rank=24&RID=8SD63M2W01N"",""NR_113410.1"")"
"[Clostridium] aldenense strain RMA 9741 16S ribosomal RNA, partial sequence",Enterocloster aldenensis,399,399,99%,3e-111,95.24,1395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043680.1?report=genbank&log$=nucltop&blast_rank=25&RID=8SD63M2W01N"",""NR_043680.1"")"
"Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA, partial sequence",Lactonifactor longoviformis,399,399,99%,3e-111,95.24,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043551.1?report=genbank&log$=nucltop&blast_rank=26&RID=8SD63M2W01N"",""NR_043551.1"")"
"Anaerosporobacter mobilis strain IMSNU 40011 16S ribosomal RNA, partial sequence",Anaerosporobacter mobilis,399,399,99%,3e-111,95.26,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042953.1?report=genbank&log$=nucltop&blast_rank=27&RID=8SD63M2W01N"",""NR_042953.1"")"
"[Clostridium] bolteae strain 16351 16S ribosomal RNA, partial sequence",Enterocloster bolteae,399,399,99%,3e-111,95.24,1498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025567.1?report=genbank&log$=nucltop&blast_rank=28&RID=8SD63M2W01N"",""NR_025567.1"")"
"Hungatella hathewayi strain 1313 16S ribosomal RNA, partial sequence",Hungatella hathewayi,399,399,99%,3e-111,95.26,1431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036928.1?report=genbank&log$=nucltop&blast_rank=29&RID=8SD63M2W01N"",""NR_036928.1"")"
"Hungatella effluvii strain UB-B.2 16S ribosomal RNA, partial sequence",Hungatella effluvii,399,399,99%,3e-111,95.26,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133762.1?report=genbank&log$=nucltop&blast_rank=30&RID=8SD63M2W01N"",""NR_133762.1"")"
"Muricomes intestini strain 2PG-424-CC-1 16S ribosomal RNA, partial sequence",Muricomes intestini,394,394,99%,1e-109,94.84,1431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144617.1?report=genbank&log$=nucltop&blast_rank=31&RID=8SD63M2W01N"",""NR_144617.1"")"
"[Clostridium] citroniae strain RMA 16102 16S ribosomal RNA, partial sequence",Enterocloster citroniae,394,394,99%,1e-109,94.84,1420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043681.1?report=genbank&log$=nucltop&blast_rank=32&RID=8SD63M2W01N"",""NR_043681.1"")"
"Faecalimonas umbilicata strain EGH7 16S ribosomal RNA, partial sequence",Faecalimonas umbilicata,394,394,99%,1e-109,94.84,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156907.1?report=genbank&log$=nucltop&blast_rank=33&RID=8SD63M2W01N"",""NR_156907.1"")"
"[Clostridium] clostridioforme strain ATCC 25537 16S ribosomal RNA, partial sequence",Enterocloster clostridioformis,390,390,99%,2e-108,94.44,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044715.2?report=genbank&log$=nucltop&blast_rank=34&RID=8SD63M2W01N"",""NR_044715.2"")"
"Merdimonas faecis strain BR31 16S ribosomal RNA, partial sequence",Merdimonas faecis,388,388,99%,6e-108,94.44,1397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_157642.1?report=genbank&log$=nucltop&blast_rank=35&RID=8SD63M2W01N"",""NR_157642.1"")"
"Anaerocolumna xylanovorans strain HESP1 16S ribosomal RNA, partial sequence",Anaerocolumna xylanovorans,388,388,99%,6e-108,94.47,1533,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028740.1?report=genbank&log$=nucltop&blast_rank=36&RID=8SD63M2W01N"",""NR_028740.1"")"
"Dorea formicigenerans strain ATCC 27755 16S ribosomal RNA, partial sequence",Dorea formicigenerans,388,388,99%,6e-108,94.07,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044645.2?report=genbank&log$=nucltop&blast_rank=37&RID=8SD63M2W01N"",""NR_044645.2"")"
"Natranaerovirga pectinivora strain AP3 16S ribosomal RNA, partial sequence",Natranaerovirga pectinivora,388,388,99%,6e-108,94.44,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108636.1?report=genbank&log$=nucltop&blast_rank=38&RID=8SD63M2W01N"",""NR_108636.1"")"
"Faecalicatena orotica strain JCM 1429 16S ribosomal RNA, partial sequence",Faecalicatena orotica,383,383,99%,3e-106,94.09,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114392.1?report=genbank&log$=nucltop&blast_rank=39&RID=8SD63M2W01N"",""NR_114392.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,383,383,99%,3e-106,94.09,1526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117131.1?report=genbank&log$=nucltop&blast_rank=40&RID=8SD63M2W01N"",""NR_117131.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,383,383,99%,3e-106,94.09,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117128.1?report=genbank&log$=nucltop&blast_rank=41&RID=8SD63M2W01N"",""NR_117128.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,383,383,99%,3e-106,94.09,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117127.1?report=genbank&log$=nucltop&blast_rank=42&RID=8SD63M2W01N"",""NR_117127.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,383,383,99%,3e-106,94.09,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117126.1?report=genbank&log$=nucltop&blast_rank=43&RID=8SD63M2W01N"",""NR_117126.1"")"
"Mordavella massiliensis strain Marseille-P3246 16S ribosomal RNA, partial sequence",Mordavella massiliensis,383,383,99%,3e-106,94.05,1498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147406.1?report=genbank&log$=nucltop&blast_rank=44&RID=8SD63M2W01N"",""NR_147406.1"")"
"Butyrivibrio crossotus strain DSM 2876 16S ribosomal RNA, partial sequence",Butyrivibrio crossotus,383,383,99%,3e-106,94.05,1511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104735.1?report=genbank&log$=nucltop&blast_rank=45&RID=8SD63M2W01N"",""NR_104735.1"")"
"Coprococcus comes ATCC 27758 16S ribosomal RNA, partial sequence",Coprococcus comes ATCC 27758,383,383,99%,3e-106,94.05,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044048.1?report=genbank&log$=nucltop&blast_rank=46&RID=8SD63M2W01N"",""NR_044048.1"")"
"Anaerocolumna jejuensis strain HY-35-12 16S ribosomal RNA, partial sequence",Anaerocolumna jejuensis,383,383,99%,3e-106,94.07,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025796.1?report=genbank&log$=nucltop&blast_rank=47&RID=8SD63M2W01N"",""NR_025796.1"")"
"[Ruminococcus] torques strain VPI B2-51 16S ribosomal RNA, partial sequence",[Ruminococcus] torques,379,379,99%,4e-105,93.65,1418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036777.1?report=genbank&log$=nucltop&blast_rank=48&RID=8SD63M2W01N"",""NR_036777.1"")"
"Fusicatenibacter saccharivorans strain HT03-11 16S ribosomal RNA, partial sequence",Fusicatenibacter saccharivorans,377,377,99%,1e-104,93.65,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114326.1?report=genbank&log$=nucltop&blast_rank=49&RID=8SD63M2W01N"",""NR_114326.1"")"
"Cuneatibacter caecimuris strain BARN-424-CC-10 16S ribosomal RNA, partial sequence",Cuneatibacter caecimuris,377,377,99%,1e-104,93.68,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144608.1?report=genbank&log$=nucltop&blast_rank=50&RID=8SD63M2W01N"",""NR_144608.1"")"
"Sellimonas intestinalis strain BR72 16S ribosomal RNA, partial sequence",Sellimonas intestinalis,377,377,99%,1e-104,93.65,1345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148624.1?report=genbank&log$=nucltop&blast_rank=51&RID=8SD63M2W01N"",""NR_148624.1"")"
"[Clostridium] hylemonae DSM 15053 strain TN-271 16S ribosomal RNA, partial sequence",[Clostridium] hylemonae DSM 15053,377,377,99%,1e-104,93.68,1377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112089.1?report=genbank&log$=nucltop&blast_rank=52&RID=8SD63M2W01N"",""NR_112089.1"")"
"Drancourtella massiliensis strain GD1 16S ribosomal RNA, partial sequence",Drancourtella massiliensis,377,377,99%,1e-104,93.65,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144722.1?report=genbank&log$=nucltop&blast_rank=53&RID=8SD63M2W01N"",""NR_144722.1"")"
"Anaerocolumna cellulosilytica strain SN021 16S ribosomal RNA, partial sequence",Anaerocolumna cellulosilytica,377,377,99%,1e-104,93.68,1478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_151895.1?report=genbank&log$=nucltop&blast_rank=54&RID=8SD63M2W01N"",""NR_151895.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,377,377,99%,1e-104,93.68,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117130.1?report=genbank&log$=nucltop&blast_rank=55&RID=8SD63M2W01N"",""NR_117130.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,377,377,99%,1e-104,93.68,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117129.1?report=genbank&log$=nucltop&blast_rank=56&RID=8SD63M2W01N"",""NR_117129.1"")"
"Hespellia porcina strain PC80 16S ribosomal RNA, partial sequence",Hespellia porcina,377,377,99%,1e-104,93.70,1449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025206.1?report=genbank&log$=nucltop&blast_rank=57&RID=8SD63M2W01N"",""NR_025206.1"")"
"Acetivibrio ethanolgignens strain 77-6 16S ribosomal RNA, partial sequence",Acetivibrio ethanolgignens,377,377,99%,1e-104,93.68,1529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104783.1?report=genbank&log$=nucltop&blast_rank=58&RID=8SD63M2W01N"",""NR_104783.1"")"
"Ruminococcus lactaris ATCC 29176 16S ribosomal RNA, partial sequence",[Ruminococcus] lactaris ATCC 29176,377,377,99%,1e-104,93.65,1402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027579.1?report=genbank&log$=nucltop&blast_rank=59&RID=8SD63M2W01N"",""NR_027579.1"")"
"Blautia argi strain N6H1-15 16S ribosomal RNA, partial sequence",Blautia argi,377,377,99%,1e-104,93.65,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171444.1?report=genbank&log$=nucltop&blast_rank=60&RID=8SD63M2W01N"",""NR_171444.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,377,377,99%,1e-104,93.65,1528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171392.1?report=genbank&log$=nucltop&blast_rank=61&RID=8SD63M2W01N"",""NR_171392.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,377,377,99%,1e-104,93.65,1531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171390.1?report=genbank&log$=nucltop&blast_rank=62&RID=8SD63M2W01N"",""NR_171390.1"")"
"[Clostridium] hylemonae strain TN-272 16S ribosomal RNA, partial sequence",[Clostridium] hylemonae,375,375,99%,5e-104,93.68,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024719.1?report=genbank&log$=nucltop&blast_rank=63&RID=8SD63M2W01N"",""NR_024719.1"")"
"Extibacter muris strain 40cc-B-5824-ARE 16S ribosomal RNA, partial sequence",Extibacter muris,372,372,99%,6e-103,93.25,1436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144610.1?report=genbank&log$=nucltop&blast_rank=64&RID=8SD63M2W01N"",""NR_144610.1"")"
"Bariatricus massiliensis strain AT12 16S ribosomal RNA, partial sequence",Bariatricus massiliensis,372,372,99%,6e-103,93.25,1496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144735.1?report=genbank&log$=nucltop&blast_rank=65&RID=8SD63M2W01N"",""NR_144735.1"")"
"Eisenbergiella massiliensis strain AT11 16S ribosomal RNA, partial sequence",Eisenbergiella massiliensis,372,372,99%,6e-103,93.31,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144731.1?report=genbank&log$=nucltop&blast_rank=66&RID=8SD63M2W01N"",""NR_144731.1"")"
"Blautia obeum ATCC 29174 16S ribosomal RNA, partial sequence",Blautia obeum ATCC 29174,372,372,99%,6e-103,93.31,1398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118692.1?report=genbank&log$=nucltop&blast_rank=67&RID=8SD63M2W01N"",""NR_118692.1"")"
"Lachnotalea glycerini strain : DLD10 16S ribosomal RNA, partial sequence",Lachnotalea glycerini,372,372,99%,6e-103,93.28,1207,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148620.1?report=genbank&log$=nucltop&blast_rank=68&RID=8SD63M2W01N"",""NR_148620.1"")"
"Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence",Faecalicatena contorta,372,372,99%,6e-103,93.25,1524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117147.1?report=genbank&log$=nucltop&blast_rank=69&RID=8SD63M2W01N"",""NR_117147.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,372,372,99%,6e-103,93.25,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117142.1?report=genbank&log$=nucltop&blast_rank=70&RID=8SD63M2W01N"",""NR_117142.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,372,372,99%,6e-103,93.25,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117141.1?report=genbank&log$=nucltop&blast_rank=71&RID=8SD63M2W01N"",""NR_117141.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,372,372,99%,6e-103,93.25,1524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117140.1?report=genbank&log$=nucltop&blast_rank=72&RID=8SD63M2W01N"",""NR_117140.1"")"
"Faecalicatena fissicatena 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,372,372,99%,6e-103,93.25,1526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117563.1?report=genbank&log$=nucltop&blast_rank=73&RID=8SD63M2W01N"",""NR_117563.1"")"
"Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence",Faecalicatena contorta,372,372,99%,6e-103,93.25,1521,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104803.1?report=genbank&log$=nucltop&blast_rank=74&RID=8SD63M2W01N"",""NR_104803.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,372,372,99%,6e-103,93.25,1522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104800.1?report=genbank&log$=nucltop&blast_rank=75&RID=8SD63M2W01N"",""NR_104800.1"")"
"[Clostridium] fimetarium strain Z-2189 16S ribosomal RNA, partial sequence",[Clostridium] fimetarium,372,372,99%,6e-103,93.28,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024993.1?report=genbank&log$=nucltop&blast_rank=76&RID=8SD63M2W01N"",""NR_024993.1"")"
"Blautia faecicola strain KGMB01111 16S ribosomal RNA, complete sequence",Blautia faecicola,372,372,99%,6e-103,93.28,1534,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_170495.1?report=genbank&log$=nucltop&blast_rank=77&RID=8SD63M2W01N"",""NR_170495.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,370,370,99%,2e-102,93.25,1530,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171388.1?report=genbank&log$=nucltop&blast_rank=78&RID=8SD63M2W01N"",""NR_171388.1"")"
"Eisenbergiella tayi strain B086562 16S ribosomal RNA, partial sequence",Eisenbergiella tayi,366,366,99%,3e-101,92.91,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118643.1?report=genbank&log$=nucltop&blast_rank=79&RID=8SD63M2W01N"",""NR_118643.1"")"
"Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",Syntrophococcus sucromutans,366,366,99%,3e-101,92.86,1507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036869.2?report=genbank&log$=nucltop&blast_rank=80&RID=8SD63M2W01N"",""NR_036869.2"")"
"Frisingicoccus caecimuris strain PG-426-CC-1 16S ribosomal RNA, partial sequence",Frisingicoccus caecimuris,366,366,99%,3e-101,92.86,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144612.1?report=genbank&log$=nucltop&blast_rank=81&RID=8SD63M2W01N"",""NR_144612.1"")"
"Blautia producta ATCC 27340 = DSM 2950 16S ribosomal RNA, partial sequence",Blautia producta ATCC 27340 = DSM 2950,366,366,99%,3e-101,92.86,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119217.1?report=genbank&log$=nucltop&blast_rank=82&RID=8SD63M2W01N"",""NR_119217.1"")"
"Ruminococcus faecis JCM 15917 strain Eg2 16S ribosomal RNA, partial sequence",[Ruminococcus] faecis JCM 15917,366,366,99%,3e-101,92.89,1404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116747.1?report=genbank&log$=nucltop&blast_rank=83&RID=8SD63M2W01N"",""NR_116747.1"")"
"Anaerotaenia torta strain FH052 16S ribosomal RNA, partial sequence",Anaerotaenia torta,366,366,99%,3e-101,92.86,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_151894.1?report=genbank&log$=nucltop&blast_rank=84&RID=8SD63M2W01N"",""NR_151894.1"")"
"Blautia producta strain 2396 16S ribosomal RNA, partial sequence",Blautia producta,366,366,99%,3e-101,92.86,1427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036776.1?report=genbank&log$=nucltop&blast_rank=85&RID=8SD63M2W01N"",""NR_036776.1"")"
