Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Paraprevotella clara strain JCM 14859 16S ribosomal RNA, partial sequence",Paraprevotella clara,233,233,100%,3e-61,83.40,1480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113077.1?report=genbank&log$=nucltop&blast_rank=26&RID=8SC7JHW701N"",""NR_113077.1"")"
"Dysgonomonas oryzarvi strain Dy73 16S ribosomal RNA, partial sequence",Dysgonomonas oryzarvi,233,233,100%,3e-61,83.53,1429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113063.1?report=genbank&log$=nucltop&blast_rank=27&RID=8SC7JHW701N"",""NR_113063.1"")"
"Paraprevotella clara YIT 11840 16S ribosomal RNA, partial sequence",Paraprevotella clara YIT 11840,233,233,100%,3e-61,83.40,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041626.1?report=genbank&log$=nucltop&blast_rank=28&RID=8SC7JHW701N"",""NR_041626.1"")"
"Bacteroides salanitronis strain BL78 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,233,233,100%,3e-61,83.46,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041447.1?report=genbank&log$=nucltop&blast_rank=29&RID=8SC7JHW701N"",""NR_041447.1"")"
"Porphyromonas catoniae ATCC 51270 16S ribosomal RNA, partial sequence",Porphyromonas catoniae ATCC 51270,230,230,100%,4e-60,83.14,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026230.1?report=genbank&log$=nucltop&blast_rank=30&RID=8SC7JHW701N"",""NR_026230.1"")"
"Pontibacter virosus strain W14 16S ribosomal RNA, partial sequence",Pontibacter virosus,228,228,100%,1e-59,83.33,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152664.1?report=genbank&log$=nucltop&blast_rank=31&RID=8SC7JHW701N"",""NR_152664.1"")"
"Pontibacter lucknowensis strain DM9 16S ribosomal RNA, partial sequence",Pontibacter lucknowensis,228,228,100%,1e-59,83.33,1400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109478.1?report=genbank&log$=nucltop&blast_rank=32&RID=8SC7JHW701N"",""NR_109478.1"")"
"Pontibacter salisaro strain HMC5104 16S ribosomal RNA, partial sequence",Pontibacter salisaro,228,228,100%,1e-59,83.33,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116853.1?report=genbank&log$=nucltop&blast_rank=33&RID=8SC7JHW701N"",""NR_116853.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,228,228,100%,1e-59,83.14,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=34&RID=8SC7JHW701N"",""NR_113080.1"")"
"Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",Parabacteroides johnsonii,228,228,100%,1e-59,83.07,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041464.1?report=genbank&log$=nucltop&blast_rank=35&RID=8SC7JHW701N"",""NR_041464.1"")"
"Pontibacter ramchanderi strain LP43 16S ribosomal RNA, partial sequence",Pontibacter ramchanderi,228,228,100%,1e-59,83.33,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109634.1?report=genbank&log$=nucltop&blast_rank=36&RID=8SC7JHW701N"",""NR_109634.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,224,224,100%,2e-58,82.75,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=37&RID=8SC7JHW701N"",""NR_026136.1"")"
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,222,222,100%,6e-58,82.68,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=38&RID=8SC7JHW701N"",""NR_113208.1"")"
"Bacteroides caecicola strain C13EG70 16S ribosomal RNA, partial sequence",Bacteroides caecicola,222,222,100%,6e-58,82.81,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148821.1?report=genbank&log$=nucltop&blast_rank=39&RID=8SC7JHW701N"",""NR_148821.1"")"
"Pontibacter jeungdoensis strain HMD3125 16S ribosomal RNA, partial sequence",Pontibacter jeungdoensis,222,222,100%,6e-58,82.88,1399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132696.1?report=genbank&log$=nucltop&blast_rank=40&RID=8SC7JHW701N"",""NR_132696.1"")"
"Bacteroides heparinolyticus strain HEP 16S ribosomal RNA, partial sequence",Bacteroides heparinolyticus,222,222,100%,6e-58,82.81,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044633.1?report=genbank&log$=nucltop&blast_rank=41&RID=8SC7JHW701N"",""NR_044633.1"")"
"Parabacteroides faecis strain 157 16S ribosomal RNA, partial sequence",Parabacteroides faecis,217,217,100%,3e-56,82.28,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134785.1?report=genbank&log$=nucltop&blast_rank=42&RID=8SC7JHW701N"",""NR_134785.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,217,217,100%,3e-56,82.35,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=43&RID=8SC7JHW701N"",""NR_164950.1"")"
"Bacteroides zoogleoformans strain JCM 16136 16S ribosomal RNA, partial sequence",Bacteroides zoogleoformans,217,217,100%,3e-56,82.35,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113353.1?report=genbank&log$=nucltop&blast_rank=44&RID=8SC7JHW701N"",""NR_113353.1"")"
"Rufibacter glacialis strain MDT1-10-3 16S ribosomal RNA, partial sequence",Rufibacter glacialis,217,217,100%,3e-56,82.56,1460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147754.1?report=genbank&log$=nucltop&blast_rank=45&RID=8SC7JHW701N"",""NR_147754.1"")"
"Bacteroides mediterraneensis strain Marseille-P2644 16S ribosomal RNA, partial sequence",Bacteroides mediterraneensis,217,217,100%,3e-56,82.42,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144744.1?report=genbank&log$=nucltop&blast_rank=46&RID=8SC7JHW701N"",""NR_144744.1"")"
"Sphingobacterium wenxiniae strain LQY-18 16S ribosomal RNA, partial sequence",Sphingobacterium wenxiniae,217,217,100%,3e-56,82.49,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108640.1?report=genbank&log$=nucltop&blast_rank=47&RID=8SC7JHW701N"",""NR_108640.1"")"
"Proteiniphilum acetatigenes strain TB107 16S ribosomal RNA, partial sequence",Proteiniphilum acetatigenes,217,217,100%,3e-56,82.35,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043154.1?report=genbank&log$=nucltop&blast_rank=48&RID=8SC7JHW701N"",""NR_043154.1"")"
"Bacteroides eggerthii strain DSM 20697 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,217,217,100%,3e-56,82.42,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040864.1?report=genbank&log$=nucltop&blast_rank=49&RID=8SC7JHW701N"",""NR_040864.1"")"
"Pontibacter toksunensis strain ZLD-7 16S ribosomal RNA, partial sequence",Pontibacter toksunensis,217,217,100%,3e-56,82.49,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_135706.1?report=genbank&log$=nucltop&blast_rank=50&RID=8SC7JHW701N"",""NR_135706.1"")"
"Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence",Dysgonomonas macrotermitis,217,217,100%,3e-56,82.28,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134023.1?report=genbank&log$=nucltop&blast_rank=51&RID=8SC7JHW701N"",""NR_134023.1"")"
"Bacteroides cellulosilyticus DSM 14838 strain CRE21 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus DSM 14838,217,217,100%,3e-56,82.35,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042203.1?report=genbank&log$=nucltop&blast_rank=52&RID=8SC7JHW701N"",""NR_042203.1"")"
"Bacteroides pyogenes strain JCM 6294 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,217,217,100%,3e-56,82.28,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041281.1?report=genbank&log$=nucltop&blast_rank=53&RID=8SC7JHW701N"",""NR_041281.1"")"
"Parabacteroides goldsteinii strain WAL 12034 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii,217,217,100%,3e-56,82.28,1396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043317.1?report=genbank&log$=nucltop&blast_rank=54&RID=8SC7JHW701N"",""NR_043317.1"")"
"Dysgonomonas capnocytophagoides strain JCM 16697 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,217,217,100%,3e-56,82.28,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113133.1?report=genbank&log$=nucltop&blast_rank=55&RID=8SC7JHW701N"",""NR_113133.1"")"
"Parabacteroides goldsteinii DSM 19448 = WAL 12034 strain JCM 13446 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii DSM 19448 = WAL 12034,217,217,100%,3e-56,82.28,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113076.1?report=genbank&log$=nucltop&blast_rank=56&RID=8SC7JHW701N"",""NR_113076.1"")"
"Bacteroides pyogenes strain DSM 20611 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,217,217,100%,3e-56,82.28,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113048.1?report=genbank&log$=nucltop&blast_rank=57&RID=8SC7JHW701N"",""NR_113048.1"")"
"Bacteroides pyogenes strain CCUG 15419 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,217,217,100%,3e-56,82.28,1477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113047.1?report=genbank&log$=nucltop&blast_rank=58&RID=8SC7JHW701N"",""NR_113047.1"")"
"Bacteroides pyogenes strain ATCC 35418 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,217,217,100%,3e-56,82.28,1478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113046.1?report=genbank&log$=nucltop&blast_rank=59&RID=8SC7JHW701N"",""NR_113046.1"")"
"Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,217,217,100%,3e-56,82.42,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112935.1?report=genbank&log$=nucltop&blast_rank=60&RID=8SC7JHW701N"",""NR_112935.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,217,217,100%,3e-56,82.35,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=61&RID=8SC7JHW701N"",""NR_112933.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,217,217,100%,3e-56,82.35,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=62&RID=8SC7JHW701N"",""NR_144704.1"")"
"Bacteroides zoogleoformans strain ATCC 33285 16S ribosomal RNA, partial sequence",Bacteroides zoogleoformans,217,217,100%,3e-56,82.35,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044634.1?report=genbank&log$=nucltop&blast_rank=63&RID=8SC7JHW701N"",""NR_044634.1"")"
"Fulvitalea axinellae strain VI.18 16S ribosomal RNA, partial sequence",Fulvitalea axinellae,217,217,100%,3e-56,82.35,1244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109512.1?report=genbank&log$=nucltop&blast_rank=64&RID=8SC7JHW701N"",""NR_109512.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,211,211,100%,1e-54,81.96,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=65&RID=8SC7JHW701N"",""NR_074140.1"")"
"Parapedobacter defluvii strain WY-1 16S ribosomal RNA, partial sequence",Parapedobacter defluvii,211,211,100%,1e-54,82.03,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159131.1?report=genbank&log$=nucltop&blast_rank=66&RID=8SC7JHW701N"",""NR_159131.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,211,211,100%,1e-54,81.89,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=67&RID=8SC7JHW701N"",""NR_109439.1"")"
"Pedobacter nanyangensis strain Q-4 16S ribosomal RNA, partial sequence",Pedobacter nanyangensis,211,211,100%,1e-54,82.03,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137392.1?report=genbank&log$=nucltop&blast_rank=68&RID=8SC7JHW701N"",""NR_137392.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,211,211,100%,1e-54,81.96,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=69&RID=8SC7JHW701N"",""NR_104834.1"")"
"Bacteroides gallinaceum strain C13EG186 16S ribosomal RNA, partial sequence",Bacteroides gallinaceum,211,211,100%,1e-54,82.03,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148822.1?report=genbank&log$=nucltop&blast_rank=70&RID=8SC7JHW701N"",""NR_148822.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,211,211,100%,1e-54,81.96,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=71&RID=8SC7JHW701N"",""NR_040839.1"")"
"Pontibacter ruber strain JC213 16S ribosomal RNA, partial sequence",Pontibacter ruber,211,211,100%,1e-54,82.17,1355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133823.1?report=genbank&log$=nucltop&blast_rank=72&RID=8SC7JHW701N"",""NR_133823.1"")"
"Pontibacter deserti strain JC215 16S ribosomal RNA, partial sequence",Pontibacter deserti,211,211,100%,1e-54,82.10,1369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133822.1?report=genbank&log$=nucltop&blast_rank=73&RID=8SC7JHW701N"",""NR_133822.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,211,211,100%,1e-54,81.96,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=74&RID=8SC7JHW701N"",""NR_115856.1"")"
"Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence",Bacteroides intestinalis,211,211,100%,1e-54,82.03,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041307.1?report=genbank&log$=nucltop&blast_rank=75&RID=8SC7JHW701N"",""NR_041307.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,211,211,100%,1e-54,81.89,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=76&RID=8SC7JHW701N"",""NR_117913.1"")"
"Sphingobacterium praediipecoris strain G2-10 16S ribosomal RNA, partial sequence",Sphingobacterium praediipecoris,211,211,100%,1e-54,82.10,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_169420.1?report=genbank&log$=nucltop&blast_rank=77&RID=8SC7JHW701N"",""NR_169420.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,211,211,100%,1e-54,81.96,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=78&RID=8SC7JHW701N"",""NR_113125.1"")"
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,211,211,100%,1e-54,81.96,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=79&RID=8SC7JHW701N"",""NR_113084.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,211,211,100%,1e-54,81.96,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=80&RID=8SC7JHW701N"",""NR_113081.1"")"
"Paraprevotella xylaniphila strain JCM 14860 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila,211,211,100%,1e-54,81.82,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113078.1?report=genbank&log$=nucltop&blast_rank=81&RID=8SC7JHW701N"",""NR_113078.1"")"
"Bacteroides stercoris ATCC 43183 strain JCM 9496 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,211,211,100%,1e-54,81.96,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112943.1?report=genbank&log$=nucltop&blast_rank=82&RID=8SC7JHW701N"",""NR_112943.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,211,211,100%,1e-54,82.03,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=83&RID=8SC7JHW701N"",""NR_158085.1"")"
"Mediterranea massiliensis strain Marseille-P2645 16S ribosomal RNA, partial sequence",Mediterranea massiliensis,211,211,100%,1e-54,81.96,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144747.1?report=genbank&log$=nucltop&blast_rank=84&RID=8SC7JHW701N"",""NR_144747.1"")"
"Bacteroides stercoris ATCC 43183 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,211,211,100%,1e-54,81.96,1342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027196.1?report=genbank&log$=nucltop&blast_rank=85&RID=8SC7JHW701N"",""NR_027196.1"")"
