Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",Parabacteroides distasonis,244,244,100%,1e-64,84.44,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041342.1?report=genbank&log$=nucltop&blast_rank=19&RID=44S0GWNW016"",""NR_041342.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,244,244,100%,1e-64,84.56,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115855.1?report=genbank&log$=nucltop&blast_rank=20&RID=44S0GWNW016"",""NR_115855.1"")"
"Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",Parabacteroides johnsonii,244,244,100%,1e-64,84.50,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041464.1?report=genbank&log$=nucltop&blast_rank=21&RID=44S0GWNW016"",""NR_041464.1"")"
"Porphyromonas gingivicanis strain JCM 15907 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,244,244,100%,1e-64,84.56,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113087.1?report=genbank&log$=nucltop&blast_rank=22&RID=44S0GWNW016"",""NR_113087.1"")"
"Porphyromonas circumdentaria strain JCM 13864 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,244,244,100%,1e-64,84.56,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113083.1?report=genbank&log$=nucltop&blast_rank=23&RID=44S0GWNW016"",""NR_113083.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,244,244,100%,1e-64,84.56,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112782.1?report=genbank&log$=nucltop&blast_rank=24&RID=44S0GWNW016"",""NR_112782.1"")"
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,241,241,100%,2e-63,84.17,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=25&RID=44S0GWNW016"",""NR_044639.1"")"
"Bacteroides luti strain UasXn-3 16S ribosomal RNA, partial sequence",Bacteroides luti,239,239,100%,6e-63,84.11,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125463.1?report=genbank&log$=nucltop&blast_rank=26&RID=44S0GWNW016"",""NR_125463.1"")"
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,239,239,100%,6e-63,84.05,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=27&RID=44S0GWNW016"",""NR_113208.1"")"
"Bacteroides salanitronis strain DSM 18170 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,239,239,100%,6e-63,84.11,1520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074616.1?report=genbank&log$=nucltop&blast_rank=28&RID=44S0GWNW016"",""NR_074616.1"")"
"Bacteroides salanitronis strain BL78 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,239,239,100%,6e-63,84.11,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041447.1?report=genbank&log$=nucltop&blast_rank=29&RID=44S0GWNW016"",""NR_041447.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,233,233,100%,3e-61,83.46,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=30&RID=44S0GWNW016"",""NR_040839.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,233,233,100%,3e-61,83.66,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=31&RID=44S0GWNW016"",""NR_158085.1"")"
"Dysgonomonas alginatilytica strain HUA-2 16S ribosomal RNA, partial sequence",Dysgonomonas alginatilytica,233,233,100%,3e-61,83.66,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137388.1?report=genbank&log$=nucltop&blast_rank=32&RID=44S0GWNW016"",""NR_137388.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,233,233,100%,3e-61,83.46,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=33&RID=44S0GWNW016"",""NR_074140.1"")"
"Dysgonomonas mossii strain CCUG 43457 16S ribosomal RNA, partial sequence",Dysgonomonas mossii,233,233,100%,3e-61,83.66,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025484.1?report=genbank&log$=nucltop&blast_rank=34&RID=44S0GWNW016"",""NR_025484.1"")"
"Dysgonomonas mossii DSM 22836 strain JCM 16699 16S ribosomal RNA, partial sequence",Dysgonomonas mossii DSM 22836,233,233,100%,3e-61,83.66,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113135.1?report=genbank&log$=nucltop&blast_rank=35&RID=44S0GWNW016"",""NR_113135.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,233,233,100%,3e-61,83.46,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=36&RID=44S0GWNW016"",""NR_113125.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,233,233,100%,3e-61,83.53,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=37&RID=44S0GWNW016"",""NR_113080.1"")"
"Paraprevotella xylaniphila strain JCM 14860 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila,233,233,100%,3e-61,83.40,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113078.1?report=genbank&log$=nucltop&blast_rank=38&RID=44S0GWNW016"",""NR_113078.1"")"
"Dysgonomonas oryzarvi strain Dy73 16S ribosomal RNA, partial sequence",Dysgonomonas oryzarvi,233,233,100%,3e-61,83.66,1429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113063.1?report=genbank&log$=nucltop&blast_rank=39&RID=44S0GWNW016"",""NR_113063.1"")"
"Marinilabilia salmonicolor JCM 21150 strain NBRC 15948 16S ribosomal RNA, partial sequence",Marinilabilia salmonicolor JCM 21150,233,233,100%,3e-61,83.53,1449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104682.1?report=genbank&log$=nucltop&blast_rank=40&RID=44S0GWNW016"",""NR_104682.1"")"
"Paraprevotella xylaniphila YIT 11841 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila YIT 11841,233,233,100%,3e-61,83.40,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041627.1?report=genbank&log$=nucltop&blast_rank=41&RID=44S0GWNW016"",""NR_041627.1"")"
"Anaerophaga thermohalophila DSM 12881 strain Fru22 16S ribosomal RNA, partial sequence",Anaerophaga thermohalophila DSM 12881,233,233,100%,3e-61,83.46,1512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028963.1?report=genbank&log$=nucltop&blast_rank=42&RID=44S0GWNW016"",""NR_028963.1"")"
"Marinilabilia salmonicolor JCM 21150 strain NCIMB 2216 16S ribosomal RNA, partial sequence",Marinilabilia salmonicolor JCM 21150,230,230,100%,4e-60,83.14,1258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115480.1?report=genbank&log$=nucltop&blast_rank=43&RID=44S0GWNW016"",""NR_115480.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,230,230,100%,4e-60,83.14,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=44&RID=44S0GWNW016"",""NR_026136.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,228,228,100%,1e-59,83.27,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=45&RID=44S0GWNW016"",""NR_165699.1"")"
"Falsiporphyromonas endometrii strain LMM 40 16S ribosomal RNA, partial sequence",Falsiporphyromonas endometrii,228,228,100%,1e-59,83.20,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133742.1?report=genbank&log$=nucltop&blast_rank=46&RID=44S0GWNW016"",""NR_133742.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,228,228,100%,1e-59,83.20,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=47&RID=44S0GWNW016"",""NR_109439.1"")"
"Marinilabilia rubra strain WTE16 16S ribosomal RNA, partial sequence",Marinilabilia rubra,228,228,100%,1e-59,83.14,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171512.1?report=genbank&log$=nucltop&blast_rank=48&RID=44S0GWNW016"",""NR_171512.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,228,228,100%,1e-59,83.20,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=49&RID=44S0GWNW016"",""NR_117913.1"")"
"Porphyromonas endodontalis strain ATCC 35406 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,228,228,100%,1e-59,83.20,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042803.1?report=genbank&log$=nucltop&blast_rank=50&RID=44S0GWNW016"",""NR_042803.1"")"
"Petrimonas sulfuriphila strain BN3 16S ribosomal RNA, partial sequence",Petrimonas sulfuriphila,228,228,100%,1e-59,83.07,1411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042987.1?report=genbank&log$=nucltop&blast_rank=51&RID=44S0GWNW016"",""NR_042987.1"")"
"Dysgonomonas capnocytophagoides strain JCM 16697 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,228,228,100%,1e-59,83.27,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113133.1?report=genbank&log$=nucltop&blast_rank=52&RID=44S0GWNW016"",""NR_113133.1"")"
"Porphyromonas endodontalis strain JCM 8526 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,228,228,100%,1e-59,83.20,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113085.1?report=genbank&log$=nucltop&blast_rank=53&RID=44S0GWNW016"",""NR_113085.1"")"
"Bacteroides eggerthii strain DSM 20697 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,222,222,100%,6e-58,83.14,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040864.1?report=genbank&log$=nucltop&blast_rank=54&RID=44S0GWNW016"",""NR_040864.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,222,222,100%,6e-58,82.88,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=55&RID=44S0GWNW016"",""NR_164950.1"")"
"Bacteroides stercoris ATCC 43183 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,222,222,100%,6e-58,82.88,1342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027196.1?report=genbank&log$=nucltop&blast_rank=56&RID=44S0GWNW016"",""NR_027196.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,222,222,100%,6e-58,83.08,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=57&RID=44S0GWNW016"",""NR_144704.1"")"
"Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence",Dysgonomonas macrotermitis,222,222,100%,6e-58,82.81,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134023.1?report=genbank&log$=nucltop&blast_rank=58&RID=44S0GWNW016"",""NR_134023.1"")"
"Bacteroides stercorirosoris JCM 17103 16S ribosomal RNA, partial sequence",Bacteroides stercorirosoris JCM 17103,222,222,100%,6e-58,83.08,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113207.1?report=genbank&log$=nucltop&blast_rank=59&RID=44S0GWNW016"",""NR_113207.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,222,222,100%,6e-58,82.88,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=60&RID=44S0GWNW016"",""NR_104834.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain 1145589 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,222,222,100%,6e-58,82.75,1464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026505.1?report=genbank&log$=nucltop&blast_rank=61&RID=44S0GWNW016"",""NR_026505.1"")"
"Bacteroides caecicola strain C13EG70 16S ribosomal RNA, partial sequence",Bacteroides caecicola,222,222,100%,6e-58,82.95,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148821.1?report=genbank&log$=nucltop&blast_rank=62&RID=44S0GWNW016"",""NR_148821.1"")"
"Bacteroides cellulosilyticus DSM 14838 strain CRE21 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus DSM 14838,222,222,100%,6e-58,83.08,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042203.1?report=genbank&log$=nucltop&blast_rank=63&RID=44S0GWNW016"",""NR_042203.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,222,222,100%,6e-58,82.81,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=64&RID=44S0GWNW016"",""NR_043312.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,222,222,100%,6e-58,82.88,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=65&RID=44S0GWNW016"",""NR_115856.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,222,222,100%,6e-58,82.88,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=66&RID=44S0GWNW016"",""NR_026137.1"")"
"Thermophagus xiamenensis strain HS1 16S ribosomal RNA, partial sequence",Thermophagus xiamenensis,222,222,100%,6e-58,82.81,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108181.1?report=genbank&log$=nucltop&blast_rank=67&RID=44S0GWNW016"",""NR_108181.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,222,222,100%,6e-58,82.81,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=68&RID=44S0GWNW016"",""NR_113090.1"")"
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,222,222,100%,6e-58,82.88,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=69&RID=44S0GWNW016"",""NR_113084.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,222,222,100%,6e-58,82.88,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=70&RID=44S0GWNW016"",""NR_113081.1"")"
"Bacteroides oleiciplenus YIT 12058 strain JCM 16102 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,222,222,100%,6e-58,83.08,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113070.1?report=genbank&log$=nucltop&blast_rank=71&RID=44S0GWNW016"",""NR_113070.1"")"
"Bacteroides stercoris ATCC 43183 strain JCM 9496 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,222,222,100%,6e-58,82.88,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112943.1?report=genbank&log$=nucltop&blast_rank=72&RID=44S0GWNW016"",""NR_112943.1"")"
"Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,222,222,100%,6e-58,83.14,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112935.1?report=genbank&log$=nucltop&blast_rank=73&RID=44S0GWNW016"",""NR_112935.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,222,222,100%,6e-58,83.08,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=74&RID=44S0GWNW016"",""NR_112933.1"")"
"Bacteroides oleiciplenus YIT 12058 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,222,222,100%,6e-58,83.08,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112895.1?report=genbank&log$=nucltop&blast_rank=75&RID=44S0GWNW016"",""NR_112895.1"")"
"Dysgonomonas capnocytophagoides strain CDC F9047 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,219,219,100%,8e-57,82.49,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044778.1?report=genbank&log$=nucltop&blast_rank=76&RID=44S0GWNW016"",""NR_044778.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,219,219,100%,8e-57,82.56,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112783.1?report=genbank&log$=nucltop&blast_rank=77&RID=44S0GWNW016"",""NR_112783.1"")"
"Parapedobacter defluvii strain WY-1 16S ribosomal RNA, partial sequence",Parapedobacter defluvii,217,217,100%,3e-56,82.49,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159131.1?report=genbank&log$=nucltop&blast_rank=78&RID=44S0GWNW016"",""NR_159131.1"")"
"Marinilabilia nitratireducens strain AK2 16S ribosomal RNA, partial sequence",Marinilabilia nitratireducens,217,217,100%,3e-56,82.35,1403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132609.1?report=genbank&log$=nucltop&blast_rank=79&RID=44S0GWNW016"",""NR_132609.1"")"
"Fermentimonas caenicola strain ING2-E5B 16S ribosomal RNA, partial sequence",Fermentimonas caenicola,217,217,100%,3e-56,82.35,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148809.1?report=genbank&log$=nucltop&blast_rank=80&RID=44S0GWNW016"",""NR_148809.1"")"
"Lascolabacillus massiliensis strain SIT8 16S ribosomal RNA, partial sequence",Lascolabacillus massiliensis,217,217,100%,3e-56,82.35,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144720.1?report=genbank&log$=nucltop&blast_rank=81&RID=44S0GWNW016"",""NR_144720.1"")"
"Pontibacter indicus strain LP100 16S ribosomal RNA, partial sequence",Pontibacter indicus,217,217,100%,3e-56,82.49,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125665.1?report=genbank&log$=nucltop&blast_rank=82&RID=44S0GWNW016"",""NR_125665.1"")"
"Parapedobacter pyrenivorans strain P-4 16S ribosomal RNA, partial sequence",Parapedobacter pyrenivorans,217,217,100%,3e-56,82.35,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109750.1?report=genbank&log$=nucltop&blast_rank=83&RID=44S0GWNW016"",""NR_109750.1"")"
"Bacteroides ihuae strain Marseille-P2824 16S ribosomal RNA, partial sequence",Bacteroides ihuae,217,217,100%,3e-56,82.35,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147391.1?report=genbank&log$=nucltop&blast_rank=84&RID=44S0GWNW016"",""NR_147391.1"")"
"Pontibacter amylolyticus strain 9-2 16S ribosomal RNA, partial sequence",Pontibacter amylolyticus,217,217,100%,3e-56,82.49,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148858.1?report=genbank&log$=nucltop&blast_rank=85&RID=44S0GWNW016"",""NR_148858.1"")"
