Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Porphyromonas gingivicanis strain NUM 301 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,252,252,100%,8e-67,85.00,1457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104833.1?report=genbank&log$=nucltop&blast_rank=11&RID=8SCEZZ6101N"",""NR_104833.1"")"
"Parabacteroides merdae ATCC 43184 16S ribosomal RNA, partial sequence",Parabacteroides merdae ATCC 43184,252,252,100%,8e-67,84.71,1405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119166.1?report=genbank&log$=nucltop&blast_rank=12&RID=8SCEZZ6101N"",""NR_119166.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,252,252,100%,8e-67,85.00,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115855.1?report=genbank&log$=nucltop&blast_rank=13&RID=8SCEZZ6101N"",""NR_115855.1"")"
"Parabacteroides merdae strain JCM 9497 16S ribosomal RNA, partial sequence",Parabacteroides merdae,252,252,100%,8e-67,84.71,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041343.1?report=genbank&log$=nucltop&blast_rank=14&RID=8SCEZZ6101N"",""NR_041343.1"")"
"Porphyromonas gingivicanis strain JCM 15907 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,252,252,100%,8e-67,85.00,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113087.1?report=genbank&log$=nucltop&blast_rank=15&RID=8SCEZZ6101N"",""NR_113087.1"")"
"Porphyromonas circumdentaria strain JCM 13864 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,252,252,100%,8e-67,85.00,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113083.1?report=genbank&log$=nucltop&blast_rank=16&RID=8SCEZZ6101N"",""NR_113083.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,252,252,100%,8e-67,85.00,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112782.1?report=genbank&log$=nucltop&blast_rank=17&RID=8SCEZZ6101N"",""NR_112782.1"")"
"Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",Parabacteroides johnsonii,252,252,100%,8e-67,84.71,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041464.1?report=genbank&log$=nucltop&blast_rank=18&RID=8SCEZZ6101N"",""NR_041464.1"")"
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,248,248,100%,1e-65,84.62,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=19&RID=8SCEZZ6101N"",""NR_044639.1"")"
"Dysgonomonas alginatilytica strain HUA-2 16S ribosomal RNA, partial sequence",Dysgonomonas alginatilytica,246,246,100%,4e-65,84.38,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137388.1?report=genbank&log$=nucltop&blast_rank=20&RID=8SCEZZ6101N"",""NR_137388.1"")"
"Parabacteroides distasonis ATCC 8503 16S ribosomal RNA, partial sequence",Parabacteroides distasonis ATCC 8503,246,246,100%,4e-65,84.31,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074376.1?report=genbank&log$=nucltop&blast_rank=21&RID=8SCEZZ6101N"",""NR_074376.1"")"
"Parabacteroides goldsteinii strain WAL 12034 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii,246,246,100%,4e-65,84.31,1396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043317.1?report=genbank&log$=nucltop&blast_rank=22&RID=8SCEZZ6101N"",""NR_043317.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,246,246,100%,4e-65,84.44,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=23&RID=8SCEZZ6101N"",""NR_043312.1"")"
"Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",Parabacteroides distasonis,246,246,100%,4e-65,84.31,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041342.1?report=genbank&log$=nucltop&blast_rank=24&RID=8SCEZZ6101N"",""NR_041342.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,246,246,100%,4e-65,84.44,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=25&RID=8SCEZZ6101N"",""NR_113090.1"")"
"Parabacteroides goldsteinii DSM 19448 = WAL 12034 strain JCM 13446 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii DSM 19448 = WAL 12034,246,246,100%,4e-65,84.31,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113076.1?report=genbank&log$=nucltop&blast_rank=26&RID=8SCEZZ6101N"",""NR_113076.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,241,241,100%,2e-63,83.92,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=27&RID=8SCEZZ6101N"",""NR_074140.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,241,241,100%,2e-63,83.92,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=28&RID=8SCEZZ6101N"",""NR_040839.1"")"
"Saccharicrinis carchari strain SS12 16S ribosomal RNA, partial sequence",Saccharicrinis carchari,241,241,100%,2e-63,83.92,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134164.1?report=genbank&log$=nucltop&blast_rank=29&RID=8SCEZZ6101N"",""NR_134164.1"")"
"Porphyromonas endodontalis strain ATCC 35406 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,241,241,100%,2e-63,84.29,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042803.1?report=genbank&log$=nucltop&blast_rank=30&RID=8SCEZZ6101N"",""NR_042803.1"")"
"Dysgonomonas capnocytophagoides strain JCM 16697 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,241,241,100%,2e-63,83.86,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113133.1?report=genbank&log$=nucltop&blast_rank=31&RID=8SCEZZ6101N"",""NR_113133.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,241,241,100%,2e-63,83.92,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=32&RID=8SCEZZ6101N"",""NR_113125.1"")"
"Porphyromonas endodontalis strain JCM 8526 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,241,241,100%,2e-63,84.29,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113085.1?report=genbank&log$=nucltop&blast_rank=33&RID=8SCEZZ6101N"",""NR_113085.1"")"
"Bacteroides luti strain UasXn-3 16S ribosomal RNA, partial sequence",Bacteroides luti,235,235,100%,8e-62,83.53,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125463.1?report=genbank&log$=nucltop&blast_rank=34&RID=8SCEZZ6101N"",""NR_125463.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,235,235,100%,8e-62,83.59,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=35&RID=8SCEZZ6101N"",""NR_164950.1"")"
"Porphyromonas levii DSM 23370 strain ATCC 29147 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,235,235,100%,8e-62,83.66,1375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116810.1?report=genbank&log$=nucltop&blast_rank=36&RID=8SCEZZ6101N"",""NR_116810.1"")"
"Bacteroides cellulosilyticus DSM 14838 strain CRE21 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus DSM 14838,235,235,100%,8e-62,83.53,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042203.1?report=genbank&log$=nucltop&blast_rank=37&RID=8SCEZZ6101N"",""NR_042203.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,235,235,100%,8e-62,83.53,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=38&RID=8SCEZZ6101N"",""NR_165699.1"")"
"Porphyromonas levii DSM 23370 strain JCM 13866 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,235,235,100%,8e-62,83.66,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113089.1?report=genbank&log$=nucltop&blast_rank=39&RID=8SCEZZ6101N"",""NR_113089.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,235,235,100%,8e-62,83.66,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=40&RID=8SCEZZ6101N"",""NR_113080.1"")"
"Barnesiella intestinihominis strain JCM 15079 16S ribosomal RNA, partial sequence",Barnesiella intestinihominis,235,235,100%,8e-62,83.53,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113073.1?report=genbank&log$=nucltop&blast_rank=41&RID=8SCEZZ6101N"",""NR_113073.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,235,235,100%,8e-62,83.53,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=42&RID=8SCEZZ6101N"",""NR_112933.1"")"
"Barnesiella intestinihominis YIT 11860 16S ribosomal RNA, partial sequence",Barnesiella intestinihominis YIT 11860,235,235,100%,8e-62,83.53,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041668.1?report=genbank&log$=nucltop&blast_rank=43&RID=8SCEZZ6101N"",""NR_041668.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,235,235,100%,8e-62,83.53,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=44&RID=8SCEZZ6101N"",""NR_144704.1"")"
"Paraprevotella xylaniphila strain JCM 14860 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila,233,233,100%,3e-61,83.46,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113078.1?report=genbank&log$=nucltop&blast_rank=45&RID=8SCEZZ6101N"",""NR_113078.1"")"
"Paraprevotella xylaniphila YIT 11841 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila YIT 11841,233,233,100%,3e-61,83.46,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041627.1?report=genbank&log$=nucltop&blast_rank=46&RID=8SCEZZ6101N"",""NR_041627.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, partial sequence",Barnesiella viscericola,233,233,100%,3e-61,83.53,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041508.1?report=genbank&log$=nucltop&blast_rank=47&RID=8SCEZZ6101N"",""NR_041508.1"")"
"Dysgonomonas capnocytophagoides strain CDC F9047 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,231,231,100%,1e-60,83.07,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044778.1?report=genbank&log$=nucltop&blast_rank=48&RID=8SCEZZ6101N"",""NR_044778.1"")"
"Porphyromonas levii DSM 23370 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,231,231,100%,1e-60,83.33,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025907.1?report=genbank&log$=nucltop&blast_rank=49&RID=8SCEZZ6101N"",""NR_025907.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,231,231,100%,1e-60,83.27,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=50&RID=8SCEZZ6101N"",""NR_026136.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,230,230,100%,4e-60,83.07,1516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074577.1?report=genbank&log$=nucltop&blast_rank=51&RID=8SCEZZ6101N"",""NR_074577.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, complete sequence",Barnesiella viscericola,230,230,100%,4e-60,83.14,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_121773.2?report=genbank&log$=nucltop&blast_rank=52&RID=8SCEZZ6101N"",""NR_121773.2"")"
"Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence",Dysgonomonas macrotermitis,230,230,100%,4e-60,83.14,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134023.1?report=genbank&log$=nucltop&blast_rank=53&RID=8SCEZZ6101N"",""NR_134023.1"")"
"Dysgonomonas mossii strain CCUG 43457 16S ribosomal RNA, partial sequence",Dysgonomonas mossii,230,230,100%,4e-60,83.20,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025484.1?report=genbank&log$=nucltop&blast_rank=54&RID=8SCEZZ6101N"",""NR_025484.1"")"
"Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence",Bacteroides intestinalis,230,230,100%,4e-60,83.20,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041307.1?report=genbank&log$=nucltop&blast_rank=55&RID=8SCEZZ6101N"",""NR_041307.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,230,230,100%,4e-60,83.07,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040925.1?report=genbank&log$=nucltop&blast_rank=56&RID=8SCEZZ6101N"",""NR_040925.1"")"
"Dysgonomonas mossii DSM 22836 strain JCM 16699 16S ribosomal RNA, partial sequence",Dysgonomonas mossii DSM 22836,230,230,100%,4e-60,83.20,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113135.1?report=genbank&log$=nucltop&blast_rank=57&RID=8SCEZZ6101N"",""NR_113135.1"")"
"Dysgonomonas oryzarvi strain Dy73 16S ribosomal RNA, partial sequence",Dysgonomonas oryzarvi,230,230,100%,4e-60,83.20,1429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113063.1?report=genbank&log$=nucltop&blast_rank=58&RID=8SCEZZ6101N"",""NR_113063.1"")"
"Bacteroides stercorirosoris JCM 17103 16S ribosomal RNA, partial sequence",Bacteroides stercorirosoris JCM 17103,224,224,100%,2e-58,82.81,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113207.1?report=genbank&log$=nucltop&blast_rank=59&RID=8SCEZZ6101N"",""NR_113207.1"")"
"Fermentimonas caenicola strain ING2-E5B 16S ribosomal RNA, partial sequence",Fermentimonas caenicola,224,224,100%,2e-58,82.95,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148809.1?report=genbank&log$=nucltop&blast_rank=60&RID=8SCEZZ6101N"",""NR_148809.1"")"
"Lascolabacillus massiliensis strain SIT8 16S ribosomal RNA, partial sequence",Lascolabacillus massiliensis,224,224,100%,2e-58,82.95,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144720.1?report=genbank&log$=nucltop&blast_rank=61&RID=8SCEZZ6101N"",""NR_144720.1"")"
"Bacteroides oleiciplenus YIT 12058 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,224,224,100%,2e-58,82.81,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112895.1?report=genbank&log$=nucltop&blast_rank=62&RID=8SCEZZ6101N"",""NR_112895.1"")"
"Bacteroides coprosuis DSM 18011 strain PC139 16S ribosomal RNA, partial sequence",Bacteroides coprosuis DSM 18011,224,224,100%,2e-58,82.75,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041818.1?report=genbank&log$=nucltop&blast_rank=63&RID=8SCEZZ6101N"",""NR_041818.1"")"
"Bacteroides caecigallinarum strain C13EG111 16S ribosomal RNA, partial sequence",Bacteroides caecigallinarum,224,224,100%,2e-58,82.81,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_145844.1?report=genbank&log$=nucltop&blast_rank=64&RID=8SCEZZ6101N"",""NR_145844.1"")"
"Bacteroides oleiciplenus YIT 12058 strain JCM 16102 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,224,224,100%,2e-58,82.81,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113070.1?report=genbank&log$=nucltop&blast_rank=65&RID=8SCEZZ6101N"",""NR_113070.1"")"
"Bacteroides coprosuis strain JCM 13475 16S ribosomal RNA, partial sequence",Bacteroides coprosuis,224,224,100%,2e-58,82.75,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112934.1?report=genbank&log$=nucltop&blast_rank=66&RID=8SCEZZ6101N"",""NR_112934.1"")"
"Parabacteroides gordonii strain MS-1 16S ribosomal RNA, partial sequence",Parabacteroides gordonii,224,224,100%,2e-58,82.75,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112835.1?report=genbank&log$=nucltop&blast_rank=67&RID=8SCEZZ6101N"",""NR_112835.1"")"
"Porphyromonas macacae strain 7728-L6C 16S ribosomal RNA, partial sequence",Porphyromonas macacae,220,220,100%,2e-57,82.56,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025908.1?report=genbank&log$=nucltop&blast_rank=68&RID=8SCEZZ6101N"",""NR_025908.1"")"
"Parabacteroides faecis strain 157 16S ribosomal RNA, partial sequence",Parabacteroides faecis,219,219,95%,8e-57,83.13,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134785.1?report=genbank&log$=nucltop&blast_rank=69&RID=8SCEZZ6101N"",""NR_134785.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,219,219,100%,8e-57,82.49,1475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074234.1?report=genbank&log$=nucltop&blast_rank=70&RID=8SCEZZ6101N"",""NR_074234.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,219,219,100%,8e-57,82.49,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=71&RID=8SCEZZ6101N"",""NR_109439.1"")"
"Pedobacter nanyangensis strain Q-4 16S ribosomal RNA, partial sequence",Pedobacter nanyangensis,219,219,100%,8e-57,82.42,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137392.1?report=genbank&log$=nucltop&blast_rank=72&RID=8SCEZZ6101N"",""NR_137392.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,219,219,100%,8e-57,82.56,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=73&RID=8SCEZZ6101N"",""NR_104834.1"")"
"Proteiniphilum acetatigenes strain TB107 16S ribosomal RNA, partial sequence",Proteiniphilum acetatigenes,219,219,100%,8e-57,82.42,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043154.1?report=genbank&log$=nucltop&blast_rank=74&RID=8SCEZZ6101N"",""NR_043154.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,219,219,100%,8e-57,82.49,1472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040838.1?report=genbank&log$=nucltop&blast_rank=75&RID=8SCEZZ6101N"",""NR_040838.1"")"
"Porphyromonas loveana strain UQD444 16S ribosomal RNA, partial sequence",Porphyromonas loveana,219,219,100%,8e-57,82.49,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152035.1?report=genbank&log$=nucltop&blast_rank=76&RID=8SCEZZ6101N"",""NR_152035.1"")"
"Falsiporphyromonas endometrii strain LMM 40 16S ribosomal RNA, partial sequence",Falsiporphyromonas endometrii,219,219,100%,8e-57,82.49,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133742.1?report=genbank&log$=nucltop&blast_rank=77&RID=8SCEZZ6101N"",""NR_133742.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,219,219,100%,8e-57,82.49,1363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114638.1?report=genbank&log$=nucltop&blast_rank=78&RID=8SCEZZ6101N"",""NR_114638.1"")"
"Bacteroides ihuae strain Marseille-P2824 16S ribosomal RNA, partial sequence",Bacteroides ihuae,219,219,100%,8e-57,82.35,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147391.1?report=genbank&log$=nucltop&blast_rank=79&RID=8SCEZZ6101N"",""NR_147391.1"")"
"Anaerophaga thermohalophila DSM 12881 strain Fru22 16S ribosomal RNA, partial sequence",Anaerophaga thermohalophila DSM 12881,219,219,100%,8e-57,82.49,1512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028963.1?report=genbank&log$=nucltop&blast_rank=80&RID=8SCEZZ6101N"",""NR_028963.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,219,219,100%,8e-57,82.56,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=81&RID=8SCEZZ6101N"",""NR_115856.1"")"
"Saccharicrinis fermentans strain ATCC 19072 16S ribosomal RNA, partial sequence",Saccharicrinis fermentans,219,219,100%,8e-57,82.49,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044696.1?report=genbank&log$=nucltop&blast_rank=82&RID=8SCEZZ6101N"",""NR_044696.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,219,219,100%,8e-57,82.49,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=83&RID=8SCEZZ6101N"",""NR_117913.1"")"
"Porphyromonas gingivalis strain JCM 12257 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis,219,219,100%,8e-57,82.49,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113086.1?report=genbank&log$=nucltop&blast_rank=84&RID=8SCEZZ6101N"",""NR_113086.1"")"
