Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,370,370,100%,2e-102,93.28,1589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119327.1?report=genbank&log$=nucltop&blast_rank=31&RID=3FZP08UR013"",""NR_119327.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,370,370,100%,2e-102,93.28,1571,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119326.1?report=genbank&log$=nucltop&blast_rank=32&RID=3FZP08UR013"",""NR_119326.1"")"
"Paraclostridium bifermentans strain ATCC 638 16S ribosomal RNA, partial sequence",Paraclostridium bifermentans,370,370,100%,2e-102,93.28,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112171.1?report=genbank&log$=nucltop&blast_rank=33&RID=3FZP08UR013"",""NR_112171.1"")"
"Romboutsia sedimentorum strain LAM201 16S ribosomal RNA, partial sequence",Romboutsia sedimentorum,370,370,100%,2e-102,93.25,1339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134800.1?report=genbank&log$=nucltop&blast_rank=34&RID=3FZP08UR013"",""NR_134800.1"")"
"Alkaliphilus peptidifermentans strain Z-7036 16S ribosomal RNA, partial sequence",Alkaliphilus peptidifermentans,370,370,100%,2e-102,93.31,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116002.1?report=genbank&log$=nucltop&blast_rank=35&RID=3FZP08UR013"",""NR_116002.1"")"
"[Clostridium] thermoalcaliphilum strain DSM 7309 16S ribosomal RNA, partial sequence",[Clostridium] thermoalcaliphilum,370,370,100%,2e-102,93.28,1581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117153.1?report=genbank&log$=nucltop&blast_rank=36&RID=3FZP08UR013"",""NR_117153.1"")"
"Sporacetigenium mesophilum strain ZLJ115 16S ribosomal RNA, partial sequence",Sporacetigenium mesophilum,370,370,100%,2e-102,93.25,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043101.1?report=genbank&log$=nucltop&blast_rank=37&RID=3FZP08UR013"",""NR_043101.1"")"
"Tepidibacter mesophilus strain B1 16S ribosomal RNA, partial sequence",Tepidibacter mesophilus,370,370,100%,2e-102,93.25,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108539.1?report=genbank&log$=nucltop&blast_rank=38&RID=3FZP08UR013"",""NR_108539.1"")"
"Romboutsia lituseburensis DSM 797 strain ATCC 25759 16S ribosomal RNA, partial sequence",Romboutsia lituseburensis DSM 797,368,368,100%,8e-102,92.86,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118728.2?report=genbank&log$=nucltop&blast_rank=39&RID=3FZP08UR013"",""NR_118728.2"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119337.1?report=genbank&log$=nucltop&blast_rank=40&RID=3FZP08UR013"",""NR_119337.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119336.1?report=genbank&log$=nucltop&blast_rank=41&RID=3FZP08UR013"",""NR_119336.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1564,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119332.1?report=genbank&log$=nucltop&blast_rank=42&RID=3FZP08UR013"",""NR_119332.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1547,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119330.1?report=genbank&log$=nucltop&blast_rank=43&RID=3FZP08UR013"",""NR_119330.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1572,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119325.1?report=genbank&log$=nucltop&blast_rank=44&RID=3FZP08UR013"",""NR_119325.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119324.1?report=genbank&log$=nucltop&blast_rank=45&RID=3FZP08UR013"",""NR_119324.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1566,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119323.1?report=genbank&log$=nucltop&blast_rank=46&RID=3FZP08UR013"",""NR_119323.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,364,364,100%,1e-100,92.89,1567,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119322.1?report=genbank&log$=nucltop&blast_rank=47&RID=3FZP08UR013"",""NR_119322.1"")"
"Alkaliphilus hydrothermalis strain FatMR1 16S ribosomal RNA, partial sequence",Alkaliphilus hydrothermalis,364,364,100%,1e-100,92.86,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152624.1?report=genbank&log$=nucltop&blast_rank=48&RID=3FZP08UR013"",""NR_152624.1"")"
"Alkaliphilus transvaalensis strain SAGM1 16S ribosomal RNA, partial sequence",Alkaliphilus transvaalensis,364,364,100%,1e-100,92.86,1393,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024748.1?report=genbank&log$=nucltop&blast_rank=49&RID=3FZP08UR013"",""NR_024748.1"")"
"Alkaliphilus namsaraevii strain X-07-2 16S ribosomal RNA, partial sequence",Alkaliphilus namsaraevii,364,364,100%,1e-100,92.91,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156981.1?report=genbank&log$=nucltop&blast_rank=50&RID=3FZP08UR013"",""NR_156981.1"")"
"Alkaliphilus crotonatoxidans strain B11-2 16S ribosomal RNA, partial sequence",Alkaliphilus crotonatoxidans,364,364,100%,1e-100,92.86,1553,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041892.1?report=genbank&log$=nucltop&blast_rank=51&RID=3FZP08UR013"",""NR_041892.1"")"
"Brassicibacter mesophilus strain BM 16S ribosomal RNA, partial sequence",Brassicibacter mesophilus,364,364,100%,1e-100,92.86,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108841.1?report=genbank&log$=nucltop&blast_rank=52&RID=3FZP08UR013"",""NR_108841.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,363,363,100%,4e-100,92.49,1574,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119328.1?report=genbank&log$=nucltop&blast_rank=53&RID=3FZP08UR013"",""NR_119328.1"")"
"[Clostridium] thermoalcaliphilum strain JW/YL23-2 16S ribosomal RNA, partial sequence",[Clostridium] thermoalcaliphilum,361,361,100%,1e-99,92.09,1465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118665.1?report=genbank&log$=nucltop&blast_rank=54&RID=3FZP08UR013"",""NR_118665.1"")"
"Romboutsia ilealis strain CRIB 16S ribosomal RNA, partial sequence",Romboutsia ilealis,361,361,100%,1e-99,92.52,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125597.1?report=genbank&log$=nucltop&blast_rank=55&RID=3FZP08UR013"",""NR_125597.1"")"
"Tepidibacter formicigenes strain DV1184 16S ribosomal RNA, partial sequence",Tepidibacter formicigenes,361,361,100%,1e-99,92.52,1380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_029081.1?report=genbank&log$=nucltop&blast_rank=56&RID=3FZP08UR013"",""NR_029081.1"")"
"Serpentinicella alkaliphila strain 3b 16S ribosomal RNA, partial sequence",Serpentinicella alkaliphila,359,359,100%,5e-99,92.46,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152685.1?report=genbank&log$=nucltop&blast_rank=57&RID=3FZP08UR013"",""NR_152685.1"")"
"[Clostridium] paradoxum JW-YL-7 = DSM 7308 16S ribosomal RNA, partial sequence",[Clostridium] paradoxum JW-YL-7 = DSM 7308,353,353,100%,2e-97,91.70,1547,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119331.1?report=genbank&log$=nucltop&blast_rank=58&RID=3FZP08UR013"",""NR_119331.1"")"
"Acetoanaerobium pronyense strain ST07-YE 16S ribosomal RNA, partial sequence",Acetoanaerobium pronyense,353,353,100%,2e-97,92.13,1384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_136796.1?report=genbank&log$=nucltop&blast_rank=59&RID=3FZP08UR013"",""NR_136796.1"")"
"Natronincola histidinovorans strain Z-7940 16S ribosomal RNA, partial sequence",Natronincola histidinovorans,353,353,100%,2e-97,92.06,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026455.1?report=genbank&log$=nucltop&blast_rank=60&RID=3FZP08UR013"",""NR_026455.1"")"
"Tepidibacter thalassicus strain SC 562 16S ribosomal RNA, partial sequence",Tepidibacter thalassicus,350,350,100%,3e-96,91.73,1404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025678.1?report=genbank&log$=nucltop&blast_rank=61&RID=3FZP08UR013"",""NR_025678.1"")"
"Peptostreptococcus canis strain CCUG 57081 16S ribosomal RNA, partial sequence",Peptostreptococcus canis,348,348,100%,1e-95,91.70,1436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117641.1?report=genbank&log$=nucltop&blast_rank=62&RID=3FZP08UR013"",""NR_117641.1"")"
"Proteiniborus indolifex strain BA2-13 16S ribosomal RNA, partial sequence",Proteiniborus indolifex,348,348,100%,1e-95,91.67,1359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159905.1?report=genbank&log$=nucltop&blast_rank=63&RID=3FZP08UR013"",""NR_159905.1"")"
"Peptostreptococcus anaerobius strain NCTC 11460 16S ribosomal RNA, partial sequence",Peptostreptococcus anaerobius,348,348,100%,1e-95,91.70,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042847.1?report=genbank&log$=nucltop&blast_rank=64&RID=3FZP08UR013"",""NR_042847.1"")"
"[Clostridium] dakarense strain FF1 16S ribosomal RNA, partial sequence",[Clostridium] dakarense,342,342,100%,5e-94,91.15,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133028.1?report=genbank&log$=nucltop&blast_rank=65&RID=3FZP08UR013"",""NR_133028.1"")"
"Clostridium aceticum strain DSM 1496 16S ribosomal RNA, partial sequence",Clostridium aceticum,342,342,100%,5e-94,91.34,1368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_037126.1?report=genbank&log$=nucltop&blast_rank=66&RID=3FZP08UR013"",""NR_037126.1"")"
"Clostridium formicaceticum strain DSM 92 16S ribosomal RNA, partial sequence",Clostridium formicaceticum,342,342,100%,5e-94,91.34,1515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117711.1?report=genbank&log$=nucltop&blast_rank=67&RID=3FZP08UR013"",""NR_117711.1"")"
"Marinisporobacter balticus strain 59.4M 16S ribosomal RNA, partial sequence",Marinisporobacter balticus,342,342,100%,5e-94,91.27,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156975.1?report=genbank&log$=nucltop&blast_rank=68&RID=3FZP08UR013"",""NR_156975.1"")"
"Natronincola peptidivorans strain Z-7031 16S ribosomal RNA, partial sequence",Natronincola peptidivorans,342,342,100%,5e-94,91.27,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116003.1?report=genbank&log$=nucltop&blast_rank=69&RID=3FZP08UR013"",""NR_116003.1"")"
"Acetoanaerobium sticklandii strain DSM 519 16S ribosomal RNA, partial sequence",Acetoanaerobium sticklandii,342,342,100%,5e-94,91.34,1499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_102880.1?report=genbank&log$=nucltop&blast_rank=70&RID=3FZP08UR013"",""NR_102880.1"")"
"Natronincola ferrireducens strain Z-0511 16S ribosomal RNA, partial sequence",Natronincola ferrireducens,342,342,100%,5e-94,91.34,1602,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116488.1?report=genbank&log$=nucltop&blast_rank=71&RID=3FZP08UR013"",""NR_116488.1"")"
"Acetoanaerobium noterae strain NOT-3 16S ribosomal RNA, partial sequence",Acetoanaerobium noterae,342,342,100%,5e-94,91.34,1415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104848.1?report=genbank&log$=nucltop&blast_rank=72&RID=3FZP08UR013"",""NR_104848.1"")"
"Peptostreptococcus stomatis strain W2278 16S ribosomal RNA, partial sequence",Peptostreptococcus stomatis,337,337,100%,2e-92,90.87,1465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043589.1?report=genbank&log$=nucltop&blast_rank=73&RID=3FZP08UR013"",""NR_043589.1"")"
"Crassaminicella profunda strain Ra1766H 16S ribosomal RNA, partial sequence",Crassaminicella profunda,337,337,100%,2e-92,90.91,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137249.1?report=genbank&log$=nucltop&blast_rank=74&RID=3FZP08UR013"",""NR_137249.1"")"
"Alkaliphilus metalliredigens QYMF 16S ribosomal RNA, partial sequence",Alkaliphilus metalliredigens QYMF,337,337,100%,2e-92,90.87,1521,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074633.1?report=genbank&log$=nucltop&blast_rank=75&RID=3FZP08UR013"",""NR_074633.1"")"
"Anaeromicrobium sediminis strain DY2726D 16S ribosomal RNA, partial sequence",Anaeromicrobium sediminis,337,337,100%,2e-92,90.91,1414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156897.1?report=genbank&log$=nucltop&blast_rank=76&RID=3FZP08UR013"",""NR_156897.1"")"
"Anaerovirgula multivorans strain SCA 16S ribosomal RNA, partial sequence",Anaerovirgula multivorans,337,337,100%,2e-92,90.87,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041291.1?report=genbank&log$=nucltop&blast_rank=77&RID=3FZP08UR013"",""NR_041291.1"")"
"Clostridium felsineum strain DSM 794 16S ribosomal RNA, partial sequence",Clostridium felsineum,331,331,100%,1e-90,90.59,1501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119090.1?report=genbank&log$=nucltop&blast_rank=78&RID=3FZP08UR013"",""NR_119090.1"")"
"Sporanaerobacter acetigenes strain DSM 13106 16S ribosomal RNA, partial sequence",Sporanaerobacter acetigenes,331,331,100%,1e-90,90.51,1414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117381.1?report=genbank&log$=nucltop&blast_rank=79&RID=3FZP08UR013"",""NR_117381.1"")"
"Sporosalibacterium tautonense strain MRo-4 16S ribosomal RNA, partial sequence",Sporosalibacterium tautonense,331,331,100%,1e-90,90.48,1520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156896.1?report=genbank&log$=nucltop&blast_rank=80&RID=3FZP08UR013"",""NR_156896.1"")"
"Caloranaerobacter ferrireducens strain DY22619 16S ribosomal RNA, partial sequence",Caloranaerobacter ferrireducens,331,331,100%,1e-90,90.48,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_135860.1?report=genbank&log$=nucltop&blast_rank=81&RID=3FZP08UR013"",""NR_135860.1"")"
"Sporanaerobacter acetigenes strain Lup33 16S ribosomal RNA, partial sequence",Sporanaerobacter acetigenes,331,331,100%,1e-90,90.51,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025151.1?report=genbank&log$=nucltop&blast_rank=82&RID=3FZP08UR013"",""NR_025151.1"")"
"Peptostreptococcus anaerobius strain GIFU 7882 16S ribosomal RNA, partial sequence",Peptostreptococcus anaerobius,327,327,100%,1e-89,89.68,1366,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115512.1?report=genbank&log$=nucltop&blast_rank=83&RID=3FZP08UR013"",""NR_115512.1"")"
