Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,244,244,100%,1e-64,84.31,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=19&RID=44S5TNSM016"",""NR_113208.1"")"
"Dysgonomonas mossii strain CCUG 43457 16S ribosomal RNA, partial sequence",Dysgonomonas mossii,244,244,100%,1e-64,84.31,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025484.1?report=genbank&log$=nucltop&blast_rank=20&RID=44S5TNSM016"",""NR_025484.1"")"
"Dysgonomonas mossii DSM 22836 strain JCM 16699 16S ribosomal RNA, partial sequence",Dysgonomonas mossii DSM 22836,244,244,100%,1e-64,84.31,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113135.1?report=genbank&log$=nucltop&blast_rank=21&RID=44S5TNSM016"",""NR_113135.1"")"
"Dysgonomonas capnocytophagoides strain JCM 16697 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,244,244,100%,1e-64,84.50,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113133.1?report=genbank&log$=nucltop&blast_rank=22&RID=44S5TNSM016"",""NR_113133.1"")"
"Porphyromonas levii DSM 23370 strain JCM 13866 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,244,244,100%,1e-64,84.50,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113089.1?report=genbank&log$=nucltop&blast_rank=23&RID=44S5TNSM016"",""NR_113089.1"")"
"Dysgonomonas oryzarvi strain Dy73 16S ribosomal RNA, partial sequence",Dysgonomonas oryzarvi,244,244,100%,1e-64,84.31,1429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113063.1?report=genbank&log$=nucltop&blast_rank=24&RID=44S5TNSM016"",""NR_113063.1"")"
"Porphyromonas levii DSM 23370 strain ATCC 29147 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,244,244,100%,1e-64,84.50,1375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116810.1?report=genbank&log$=nucltop&blast_rank=25&RID=44S5TNSM016"",""NR_116810.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,239,239,100%,6e-63,84.05,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=26&RID=44S5TNSM016"",""NR_144704.1"")"
"Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence",Dysgonomonas macrotermitis,239,239,100%,6e-63,84.05,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134023.1?report=genbank&log$=nucltop&blast_rank=27&RID=44S5TNSM016"",""NR_134023.1"")"
"Bacteroides stercorirosoris JCM 17103 16S ribosomal RNA, partial sequence",Bacteroides stercorirosoris JCM 17103,239,239,100%,6e-63,83.98,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113207.1?report=genbank&log$=nucltop&blast_rank=28&RID=44S5TNSM016"",""NR_113207.1"")"
"Dysgonomonas alginatilytica strain HUA-2 16S ribosomal RNA, partial sequence",Dysgonomonas alginatilytica,239,239,100%,6e-63,84.11,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137388.1?report=genbank&log$=nucltop&blast_rank=29&RID=44S5TNSM016"",""NR_137388.1"")"
"Bacteroides cellulosilyticus DSM 14838 strain CRE21 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus DSM 14838,239,239,100%,6e-63,84.05,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042203.1?report=genbank&log$=nucltop&blast_rank=30&RID=44S5TNSM016"",""NR_042203.1"")"
"Bacteroides plebeius DSM 17135 strain M12 16S ribosomal RNA, partial sequence",Bacteroides plebeius DSM 17135,239,239,100%,6e-63,83.92,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041277.1?report=genbank&log$=nucltop&blast_rank=31&RID=44S5TNSM016"",""NR_041277.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, partial sequence",Barnesiella viscericola,239,239,100%,6e-63,83.92,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041508.1?report=genbank&log$=nucltop&blast_rank=32&RID=44S5TNSM016"",""NR_041508.1"")"
"Bacteroides oleiciplenus YIT 12058 strain JCM 16102 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,239,239,100%,6e-63,83.98,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113070.1?report=genbank&log$=nucltop&blast_rank=33&RID=44S5TNSM016"",""NR_113070.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,239,239,100%,6e-63,84.05,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=34&RID=44S5TNSM016"",""NR_112933.1"")"
"Bacteroides oleiciplenus YIT 12058 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,239,239,100%,6e-63,83.98,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112895.1?report=genbank&log$=nucltop&blast_rank=35&RID=44S5TNSM016"",""NR_112895.1"")"
"Porphyromonas levii DSM 23370 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,237,237,100%,2e-62,83.72,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025907.1?report=genbank&log$=nucltop&blast_rank=36&RID=44S5TNSM016"",""NR_025907.1"")"
"Dysgonomonas capnocytophagoides strain CDC F9047 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,235,235,100%,8e-62,83.72,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044778.1?report=genbank&log$=nucltop&blast_rank=37&RID=44S5TNSM016"",""NR_044778.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,233,233,100%,3e-61,83.66,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=38&RID=44S5TNSM016"",""NR_164950.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,233,233,100%,3e-61,83.59,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=39&RID=44S5TNSM016"",""NR_109439.1"")"
"Proteiniphilum saccharofermentans strain M3/6 16S ribosomal RNA, partial sequence",Proteiniphilum saccharofermentans,233,233,100%,3e-61,83.53,1416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148807.1?report=genbank&log$=nucltop&blast_rank=40&RID=44S5TNSM016"",""NR_148807.1"")"
"Porphyromonas gingivicanis strain NUM 301 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.78,1457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104833.1?report=genbank&log$=nucltop&blast_rank=41&RID=44S5TNSM016"",""NR_104833.1"")"
"Bacteroides luti strain UasXn-3 16S ribosomal RNA, partial sequence",Bacteroides luti,233,233,100%,3e-61,83.53,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125463.1?report=genbank&log$=nucltop&blast_rank=42&RID=44S5TNSM016"",""NR_125463.1"")"
"Bacteroides ihuae strain Marseille-P2824 16S ribosomal RNA, partial sequence",Bacteroides ihuae,233,233,100%,3e-61,83.59,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147391.1?report=genbank&log$=nucltop&blast_rank=43&RID=44S5TNSM016"",""NR_147391.1"")"
"Parabacteroides distasonis ATCC 8503 16S ribosomal RNA, partial sequence",Parabacteroides distasonis ATCC 8503,233,233,100%,3e-61,83.53,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074376.1?report=genbank&log$=nucltop&blast_rank=44&RID=44S5TNSM016"",""NR_074376.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,233,233,100%,3e-61,83.59,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=45&RID=44S5TNSM016"",""NR_117913.1"")"
"Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",Parabacteroides distasonis,233,233,100%,3e-61,83.53,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041342.1?report=genbank&log$=nucltop&blast_rank=46&RID=44S5TNSM016"",""NR_041342.1"")"
"Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence",Bacteroides intestinalis,233,233,100%,3e-61,83.59,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041307.1?report=genbank&log$=nucltop&blast_rank=47&RID=44S5TNSM016"",""NR_041307.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.78,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115855.1?report=genbank&log$=nucltop&blast_rank=48&RID=44S5TNSM016"",""NR_115855.1"")"
"Porphyromonas gingivicanis strain JCM 15907 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.78,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113087.1?report=genbank&log$=nucltop&blast_rank=49&RID=44S5TNSM016"",""NR_113087.1"")"
"Porphyromonas circumdentaria strain JCM 13864 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,233,233,100%,3e-61,83.78,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113083.1?report=genbank&log$=nucltop&blast_rank=50&RID=44S5TNSM016"",""NR_113083.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,233,233,100%,3e-61,83.53,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=51&RID=44S5TNSM016"",""NR_113080.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.78,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112782.1?report=genbank&log$=nucltop&blast_rank=52&RID=44S5TNSM016"",""NR_112782.1"")"
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,230,230,100%,4e-60,83.40,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=53&RID=44S5TNSM016"",""NR_044639.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,230,230,100%,4e-60,83.14,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=54&RID=44S5TNSM016"",""NR_026136.1"")"
"Proteiniphilum acetatigenes strain TB107 16S ribosomal RNA, partial sequence",Proteiniphilum acetatigenes,228,228,100%,1e-59,83.20,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043154.1?report=genbank&log$=nucltop&blast_rank=55&RID=44S5TNSM016"",""NR_043154.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,228,228,100%,1e-59,83.07,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=56&RID=44S5TNSM016"",""NR_165699.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,228,228,100%,1e-59,83.40,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=57&RID=44S5TNSM016"",""NR_158085.1"")"
"Bacteroides salanitronis strain DSM 18170 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,228,228,100%,1e-59,83.14,1520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074616.1?report=genbank&log$=nucltop&blast_rank=58&RID=44S5TNSM016"",""NR_074616.1"")"
"Parabacteroides goldsteinii strain WAL 12034 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii,228,228,100%,1e-59,83.14,1396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043317.1?report=genbank&log$=nucltop&blast_rank=59&RID=44S5TNSM016"",""NR_043317.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,228,228,100%,1e-59,83.20,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=60&RID=44S5TNSM016"",""NR_043312.1"")"
"Petrimonas sulfuriphila strain BN3 16S ribosomal RNA, partial sequence",Petrimonas sulfuriphila,228,228,100%,1e-59,83.14,1411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042987.1?report=genbank&log$=nucltop&blast_rank=61&RID=44S5TNSM016"",""NR_042987.1"")"
"Bacteroides salanitronis strain BL78 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,228,228,100%,1e-59,83.14,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041447.1?report=genbank&log$=nucltop&blast_rank=62&RID=44S5TNSM016"",""NR_041447.1"")"
"Dysgonomonas hofstadii JCM 17038 16S ribosomal RNA, partial sequence",Dysgonomonas hofstadii JCM 17038,228,228,100%,1e-59,83.20,1474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113230.1?report=genbank&log$=nucltop&blast_rank=63&RID=44S5TNSM016"",""NR_113230.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain JCM 16698 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,228,228,100%,1e-59,83.27,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113134.1?report=genbank&log$=nucltop&blast_rank=64&RID=44S5TNSM016"",""NR_113134.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,228,228,100%,1e-59,83.20,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=65&RID=44S5TNSM016"",""NR_113090.1"")"
"Parabacteroides goldsteinii DSM 19448 = WAL 12034 strain JCM 13446 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii DSM 19448 = WAL 12034,228,228,100%,1e-59,83.14,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113076.1?report=genbank&log$=nucltop&blast_rank=66&RID=44S5TNSM016"",""NR_113076.1"")"
"Dysgonomonas hofstadii strain MX 1040 16S ribosomal RNA, partial sequence",Dysgonomonas hofstadii,228,228,100%,1e-59,83.20,1504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116958.1?report=genbank&log$=nucltop&blast_rank=67&RID=44S5TNSM016"",""NR_116958.1"")"
"Bacteroides eggerthii strain DSM 20697 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,222,222,100%,6e-58,82.88,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040864.1?report=genbank&log$=nucltop&blast_rank=68&RID=44S5TNSM016"",""NR_040864.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,222,222,100%,6e-58,82.81,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=69&RID=44S5TNSM016"",""NR_040839.1"")"
"Saccharicrinis carchari strain SS12 16S ribosomal RNA, partial sequence",Saccharicrinis carchari,222,222,100%,6e-58,82.88,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134164.1?report=genbank&log$=nucltop&blast_rank=70&RID=44S5TNSM016"",""NR_134164.1"")"
"Petrimonas mucosa strain ING2-E5A 16S ribosomal RNA, partial sequence",Petrimonas mucosa,222,222,100%,6e-58,82.75,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148808.1?report=genbank&log$=nucltop&blast_rank=71&RID=44S5TNSM016"",""NR_148808.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,222,222,100%,6e-58,82.81,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=72&RID=44S5TNSM016"",""NR_074140.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain 1145589 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,222,222,100%,6e-58,82.88,1464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026505.1?report=genbank&log$=nucltop&blast_rank=73&RID=44S5TNSM016"",""NR_026505.1"")"
"Marinilabilia rubra strain WTE16 16S ribosomal RNA, partial sequence",Marinilabilia rubra,222,222,100%,6e-58,82.88,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171512.1?report=genbank&log$=nucltop&blast_rank=74&RID=44S5TNSM016"",""NR_171512.1"")"
"Porphyromonas gulae strain Loup-1 16S ribosomal RNA, partial sequence",Porphyromonas gulae,222,222,100%,6e-58,82.88,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025052.1?report=genbank&log$=nucltop&blast_rank=75&RID=44S5TNSM016"",""NR_025052.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,222,222,100%,6e-58,82.81,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=76&RID=44S5TNSM016"",""NR_113125.1"")"
"Porphyromonas gulae strain JCM 13865 16S ribosomal RNA, partial sequence",Porphyromonas gulae,222,222,100%,6e-58,82.88,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113088.1?report=genbank&log$=nucltop&blast_rank=77&RID=44S5TNSM016"",""NR_113088.1"")"
"Bacteroides rodentium JCM 16496 16S ribosomal RNA, partial sequence",Bacteroides rodentium JCM 16496,222,222,100%,6e-58,82.88,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113072.1?report=genbank&log$=nucltop&blast_rank=78&RID=44S5TNSM016"",""NR_113072.1"")"
"Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,222,222,100%,6e-58,82.88,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112935.1?report=genbank&log$=nucltop&blast_rank=79&RID=44S5TNSM016"",""NR_112935.1"")"
"Marinilabilia salmonicolor JCM 21150 strain NBRC 15948 16S ribosomal RNA, partial sequence",Marinilabilia salmonicolor JCM 21150,222,222,100%,6e-58,82.81,1449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104682.1?report=genbank&log$=nucltop&blast_rank=80&RID=44S5TNSM016"",""NR_104682.1"")"
"Parapedobacter luteus strain 4M29 16S ribosomal RNA, partial sequence",Parapedobacter luteus,222,222,100%,6e-58,83.01,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104534.1?report=genbank&log$=nucltop&blast_rank=81&RID=44S5TNSM016"",""NR_104534.1"")"
"Marinilabilia salmonicolor JCM 21150 strain NCIMB 2216 16S ribosomal RNA, partial sequence",Marinilabilia salmonicolor JCM 21150,219,219,100%,8e-57,82.42,1258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115480.1?report=genbank&log$=nucltop&blast_rank=82&RID=44S5TNSM016"",""NR_115480.1"")"
"Bacteroides uniformis strain JCM 5828 16S ribosomal RNA, partial sequence",Bacteroides uniformis,217,217,100%,3e-56,82.49,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040866.1?report=genbank&log$=nucltop&blast_rank=83&RID=44S5TNSM016"",""NR_040866.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,217,217,100%,3e-56,82.49,1472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040838.1?report=genbank&log$=nucltop&blast_rank=84&RID=44S5TNSM016"",""NR_040838.1"")"
"Bacteroides stercoris ATCC 43183 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,217,217,100%,3e-56,82.42,1342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027196.1?report=genbank&log$=nucltop&blast_rank=85&RID=44S5TNSM016"",""NR_027196.1"")"
