Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Barnesiella viscericola strain C46 16S ribosomal RNA, complete sequence",Barnesiella viscericola,250,250,100%,3e-66,84.77,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_121773.2?report=genbank&log$=nucltop&blast_rank=12&RID=44RNU00S013"",""NR_121773.2"")"
"Pontibacter humi strain SWU8 16S ribosomal RNA, partial sequence",Pontibacter humi,250,250,100%,3e-66,84.88,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134791.1?report=genbank&log$=nucltop&blast_rank=13&RID=44RNU00S013"",""NR_134791.1"")"
"Parabacteroides distasonis ATCC 8503 16S ribosomal RNA, partial sequence",Parabacteroides distasonis ATCC 8503,250,250,100%,3e-66,84.77,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074376.1?report=genbank&log$=nucltop&blast_rank=14&RID=44RNU00S013"",""NR_074376.1"")"
"Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",Parabacteroides distasonis,250,250,100%,3e-66,84.77,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041342.1?report=genbank&log$=nucltop&blast_rank=15&RID=44RNU00S013"",""NR_041342.1"")"
"Rufibacter ruber strain CCM 8646 16S ribosomal RNA, partial sequence",Rufibacter ruber,244,244,100%,1e-64,84.50,1500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152665.1?report=genbank&log$=nucltop&blast_rank=16&RID=44RNU00S013"",""NR_152665.1"")"
"Rufibacter quisquiliarum strain CAI-18b 16S ribosomal RNA, partial sequence",Rufibacter quisquiliarum,244,244,100%,1e-64,84.50,1434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_153696.1?report=genbank&log$=nucltop&blast_rank=17&RID=44RNU00S013"",""NR_153696.1"")"
"Rufibacter sediminis strain H-1 16S ribosomal RNA, partial sequence",Rufibacter sediminis,244,244,100%,1e-64,84.50,1385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171461.1?report=genbank&log$=nucltop&blast_rank=18&RID=44RNU00S013"",""NR_171461.1"")"
"Rufibacter tibetensis strain 1351 16S ribosomal RNA, partial sequence",Rufibacter tibetensis,244,244,100%,1e-64,84.50,1411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116350.1?report=genbank&log$=nucltop&blast_rank=19&RID=44RNU00S013"",""NR_116350.1"")"
"Pontibacter akesuensis strain AKS 1 16S ribosomal RNA, partial sequence",Pontibacter akesuensis,244,244,100%,1e-64,84.38,1408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043930.1?report=genbank&log$=nucltop&blast_rank=20&RID=44RNU00S013"",""NR_043930.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, partial sequence",Barnesiella viscericola,244,244,100%,1e-64,84.38,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041508.1?report=genbank&log$=nucltop&blast_rank=21&RID=44RNU00S013"",""NR_041508.1"")"
"Barnesiella intestinihominis strain JCM 15079 16S ribosomal RNA, partial sequence",Barnesiella intestinihominis,244,244,100%,1e-64,84.25,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113073.1?report=genbank&log$=nucltop&blast_rank=22&RID=44RNU00S013"",""NR_113073.1"")"
"Barnesiella intestinihominis YIT 11860 16S ribosomal RNA, partial sequence",Barnesiella intestinihominis YIT 11860,244,244,100%,1e-64,84.25,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041668.1?report=genbank&log$=nucltop&blast_rank=23&RID=44RNU00S013"",""NR_041668.1"")"
"Pontibacter yuliensis strain H9X 16S ribosomal RNA, partial sequence",Pontibacter yuliensis,239,239,100%,6e-63,84.11,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133825.1?report=genbank&log$=nucltop&blast_rank=24&RID=44RNU00S013"",""NR_133825.1"")"
"Pontibacter toksunensis strain ZLD-7 16S ribosomal RNA, partial sequence",Pontibacter toksunensis,239,239,100%,6e-63,84.11,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_135706.1?report=genbank&log$=nucltop&blast_rank=25&RID=44RNU00S013"",""NR_135706.1"")"
"Pontibacter saemangeumensis strain GCM0142 16S ribosomal RNA, partial sequence",Pontibacter saemangeumensis,239,239,100%,6e-63,84.11,1372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109499.1?report=genbank&log$=nucltop&blast_rank=26&RID=44RNU00S013"",""NR_109499.1"")"
"Pontibacter indicus strain LP100 16S ribosomal RNA, partial sequence",Pontibacter indicus,239,239,100%,6e-63,84.05,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125665.1?report=genbank&log$=nucltop&blast_rank=27&RID=44RNU00S013"",""NR_125665.1"")"
"Pontibacter rugosus strain KYW1030 16S ribosomal RNA, partial sequence",Pontibacter rugosus,239,239,100%,6e-63,83.92,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152663.1?report=genbank&log$=nucltop&blast_rank=28&RID=44RNU00S013"",""NR_152663.1"")"
"Pontibacter amylolyticus strain 9-2 16S ribosomal RNA, partial sequence",Pontibacter amylolyticus,239,239,100%,6e-63,84.05,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148858.1?report=genbank&log$=nucltop&blast_rank=29&RID=44RNU00S013"",""NR_148858.1"")"
"Nibribacter koreensis strain GSR3061 16S ribosomal RNA, partial sequence",Nibribacter koreensis,233,233,100%,3e-61,83.53,1350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109492.1?report=genbank&log$=nucltop&blast_rank=30&RID=44RNU00S013"",""NR_109492.1"")"
"Pontibacter lucknowensis strain DM9 16S ribosomal RNA, partial sequence",Pontibacter lucknowensis,233,233,100%,3e-61,83.66,1400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109478.1?report=genbank&log$=nucltop&blast_rank=31&RID=44RNU00S013"",""NR_109478.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,233,233,100%,3e-61,83.53,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=32&RID=44RNU00S013"",""NR_109439.1"")"
"Pontibacter ramchanderi strain LP43 16S ribosomal RNA, partial sequence",Pontibacter ramchanderi,233,233,100%,3e-61,83.66,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109634.1?report=genbank&log$=nucltop&blast_rank=33&RID=44RNU00S013"",""NR_109634.1"")"
"Fulvitalea axinellae strain VI.18 16S ribosomal RNA, partial sequence",Fulvitalea axinellae,233,233,100%,3e-61,83.53,1244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109512.1?report=genbank&log$=nucltop&blast_rank=34&RID=44RNU00S013"",""NR_109512.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,233,233,100%,3e-61,83.53,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=35&RID=44RNU00S013"",""NR_104834.1"")"
"Porphyromonas gingivicanis strain NUM 301 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.59,1457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104833.1?report=genbank&log$=nucltop&blast_rank=36&RID=44RNU00S013"",""NR_104833.1"")"
"Pontibacter ummariensis strain NKM1 16S ribosomal RNA, partial sequence",Pontibacter ummariensis,233,233,100%,3e-61,83.59,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148654.1?report=genbank&log$=nucltop&blast_rank=37&RID=44RNU00S013"",""NR_148654.1"")"
"Pontibacter virosus strain W14 16S ribosomal RNA, partial sequence",Pontibacter virosus,233,233,100%,3e-61,83.66,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152664.1?report=genbank&log$=nucltop&blast_rank=38&RID=44RNU00S013"",""NR_152664.1"")"
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,233,233,100%,3e-61,83.59,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=39&RID=44RNU00S013"",""NR_113208.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,233,233,100%,3e-61,83.53,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=40&RID=44RNU00S013"",""NR_117913.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,233,233,100%,3e-61,83.53,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=41&RID=44RNU00S013"",""NR_115856.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.59,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115855.1?report=genbank&log$=nucltop&blast_rank=42&RID=44RNU00S013"",""NR_115855.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,233,233,100%,3e-61,83.53,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=43&RID=44RNU00S013"",""NR_026137.1"")"
"Porphyromonas gingivicanis strain JCM 15907 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.59,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113087.1?report=genbank&log$=nucltop&blast_rank=44&RID=44RNU00S013"",""NR_113087.1"")"
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,233,233,100%,3e-61,83.53,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=45&RID=44RNU00S013"",""NR_113084.1"")"
"Porphyromonas circumdentaria strain JCM 13864 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,233,233,100%,3e-61,83.59,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113083.1?report=genbank&log$=nucltop&blast_rank=46&RID=44RNU00S013"",""NR_113083.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,233,233,100%,3e-61,83.53,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=47&RID=44RNU00S013"",""NR_113081.1"")"
"Pontibacter salisaro strain HMC5104 16S ribosomal RNA, partial sequence",Pontibacter salisaro,233,233,100%,3e-61,83.66,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116853.1?report=genbank&log$=nucltop&blast_rank=48&RID=44RNU00S013"",""NR_116853.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,233,233,100%,3e-61,83.59,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112782.1?report=genbank&log$=nucltop&blast_rank=49&RID=44RNU00S013"",""NR_112782.1"")"
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,230,230,100%,4e-60,83.20,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=50&RID=44RNU00S013"",""NR_044639.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,230,230,100%,4e-60,83.20,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112783.1?report=genbank&log$=nucltop&blast_rank=51&RID=44RNU00S013"",""NR_112783.1"")"
"Pontibacter beigongshangensis strain T6-1 16S ribosomal RNA, partial sequence",Pontibacter beigongshangensis,228,228,100%,1e-59,83.27,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165736.1?report=genbank&log$=nucltop&blast_rank=52&RID=44RNU00S013"",""NR_165736.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,228,228,100%,1e-59,83.20,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=53&RID=44RNU00S013"",""NR_165699.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,228,228,100%,1e-59,83.14,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=54&RID=44RNU00S013"",""NR_040839.1"")"
"Pontibacter diazotrophicus strain H4X 16S ribosomal RNA, partial sequence",Pontibacter diazotrophicus,228,228,100%,1e-59,83.33,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126288.1?report=genbank&log$=nucltop&blast_rank=55&RID=44RNU00S013"",""NR_126288.1"")"
"Pontibacter oryzae strain KIRAN 16S ribosomal RNA, partial sequence",Pontibacter oryzae,228,228,100%,1e-59,83.20,1437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164989.1?report=genbank&log$=nucltop&blast_rank=56&RID=44RNU00S013"",""NR_164989.1"")"
"Pontibacter odishensis strain JC130 16S ribosomal RNA, partial sequence",Pontibacter odishensis,228,228,100%,1e-59,83.14,1396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_135718.1?report=genbank&log$=nucltop&blast_rank=57&RID=44RNU00S013"",""NR_135718.1"")"
"Pontibacter aurantiacus strain NP1 16S ribosomal RNA, partial sequence",Pontibacter aurantiacus,228,228,100%,1e-59,83.14,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156895.1?report=genbank&log$=nucltop&blast_rank=58&RID=44RNU00S013"",""NR_156895.1"")"
"Coprobacter fastidiosus NSB1 16S ribosomal RNA, partial sequence",Coprobacter fastidiosus NSB1,228,228,100%,1e-59,83.14,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118316.1?report=genbank&log$=nucltop&blast_rank=59&RID=44RNU00S013"",""NR_118316.1"")"
"Pontibacter jeungdoensis strain HMD3125 16S ribosomal RNA, partial sequence",Pontibacter jeungdoensis,228,228,100%,1e-59,83.27,1399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132696.1?report=genbank&log$=nucltop&blast_rank=60&RID=44RNU00S013"",""NR_132696.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,228,228,100%,1e-59,83.14,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=61&RID=44RNU00S013"",""NR_074140.1"")"
"Pontibacter litorisediminis strain YKTF-7 16S ribosomal RNA, partial sequence",Pontibacter litorisediminis,228,228,100%,1e-59,83.20,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152045.1?report=genbank&log$=nucltop&blast_rank=62&RID=44RNU00S013"",""NR_152045.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,228,228,100%,1e-59,83.14,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=63&RID=44RNU00S013"",""NR_113125.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,228,228,100%,1e-59,83.27,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=64&RID=44RNU00S013"",""NR_113080.1"")"
"Pontibacter actiniarum DSM 19842 strain KMM 6156 16S ribosomal RNA, partial sequence",Pontibacter actiniarum DSM 19842,224,224,100%,2e-58,82.75,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043326.1?report=genbank&log$=nucltop&blast_rank=65&RID=44RNU00S013"",""NR_043326.1"")"
"Porphyromonas macacae strain 7728-L6C 16S ribosomal RNA, partial sequence",Porphyromonas macacae,224,224,100%,2e-58,82.75,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025908.1?report=genbank&log$=nucltop&blast_rank=66&RID=44RNU00S013"",""NR_025908.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,224,224,100%,2e-58,82.88,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=67&RID=44RNU00S013"",""NR_026136.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,222,222,100%,6e-58,82.75,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=68&RID=44RNU00S013"",""NR_144704.1"")"
"Mangroviflexus xiamenensis strain P2 16S ribosomal RNA, partial sequence",Mangroviflexus xiamenensis,222,222,100%,6e-58,82.75,1440,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109309.1?report=genbank&log$=nucltop&blast_rank=69&RID=44RNU00S013"",""NR_109309.1"")"
"Pontibacter mucosus strain PB3 16S ribosomal RNA, partial sequence",Pontibacter mucosus,222,222,100%,6e-58,82.88,1432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_149281.1?report=genbank&log$=nucltop&blast_rank=70&RID=44RNU00S013"",""NR_149281.1"")"
"Pedobacter nanyangensis strain Q-4 16S ribosomal RNA, partial sequence",Pedobacter nanyangensis,222,222,100%,6e-58,82.75,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137392.1?report=genbank&log$=nucltop&blast_rank=71&RID=44RNU00S013"",""NR_137392.1"")"
"Pontibacter chinhatensis strain LP51 16S ribosomal RNA, partial sequence",Pontibacter chinhatensis,222,222,100%,6e-58,82.88,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_136486.1?report=genbank&log$=nucltop&blast_rank=72&RID=44RNU00S013"",""NR_136486.1"")"
"Bacteroides cellulosilyticus DSM 14838 strain CRE21 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus DSM 14838,222,222,100%,6e-58,82.75,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042203.1?report=genbank&log$=nucltop&blast_rank=73&RID=44RNU00S013"",""NR_042203.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,222,222,100%,6e-58,82.88,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=74&RID=44RNU00S013"",""NR_043312.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,222,222,100%,6e-58,82.88,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=75&RID=44RNU00S013"",""NR_113090.1"")"
"Pontibacter niistensis strain NII-0905 16S ribosomal RNA, partial sequence",Pontibacter niistensis,222,222,100%,6e-58,82.88,1439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116852.1?report=genbank&log$=nucltop&blast_rank=76&RID=44RNU00S013"",""NR_116852.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,222,222,100%,6e-58,82.75,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=77&RID=44RNU00S013"",""NR_112933.1"")"
"Porphyromonas canoris strain JCM 16132 16S ribosomal RNA, partial sequence",Porphyromonas canoris,222,222,100%,6e-58,82.81,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104686.1?report=genbank&log$=nucltop&blast_rank=78&RID=44RNU00S013"",""NR_104686.1"")"
"Parabacteroides merdae ATCC 43184 16S ribosomal RNA, partial sequence",Parabacteroides merdae ATCC 43184,217,217,100%,3e-56,82.56,1405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119166.1?report=genbank&log$=nucltop&blast_rank=79&RID=44RNU00S013"",""NR_119166.1"")"
"Hymenobacter nivis strain NBRC 111535 16S ribosomal RNA, partial sequence",Hymenobacter nivis,217,217,100%,3e-56,82.42,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152676.1?report=genbank&log$=nucltop&blast_rank=80&RID=44RNU00S013"",""NR_152676.1"")"
"Hymenobacter coccineus strain CCM 8649 16S ribosomal RNA, partial sequence",Hymenobacter coccineus,217,217,100%,3e-56,82.42,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156972.1?report=genbank&log$=nucltop&blast_rank=81&RID=44RNU00S013"",""NR_156972.1"")"
"Pontibacter brevis strain XAAS-2 16S ribosomal RNA, partial sequence",Pontibacter brevis,217,217,100%,3e-56,82.49,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159274.1?report=genbank&log$=nucltop&blast_rank=82&RID=44RNU00S013"",""NR_159274.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,217,217,100%,3e-56,82.35,1516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074577.1?report=genbank&log$=nucltop&blast_rank=83&RID=44RNU00S013"",""NR_074577.1"")"
"Pontibacter xinjiangensis strain 311-10 16S ribosomal RNA, partial sequence",Pontibacter xinjiangensis,217,217,100%,3e-56,82.49,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116530.1?report=genbank&log$=nucltop&blast_rank=84&RID=44RNU00S013"",""NR_116530.1"")"
"Pontibacter rhizosphera strain IMTB-1969 16S ribosomal RNA, partial sequence",Pontibacter rhizosphera,217,217,100%,3e-56,82.49,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132603.1?report=genbank&log$=nucltop&blast_rank=85&RID=44RNU00S013"",""NR_132603.1"")"
"Pontibacter korlensis strain X14-1 16S ribosomal RNA, partial sequence",Pontibacter korlensis,217,217,100%,3e-56,82.49,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044004.1?report=genbank&log$=nucltop&blast_rank=86&RID=44RNU00S013"",""NR_044004.1"")"
"Parabacteroides goldsteinii strain WAL 12034 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii,217,217,100%,3e-56,82.42,1396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043317.1?report=genbank&log$=nucltop&blast_rank=87&RID=44RNU00S013"",""NR_043317.1"")"
