Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Porphyromonas catoniae ATCC 51270 strain JCM 13863 16S ribosomal RNA, partial sequence",Porphyromonas catoniae ATCC 51270,278,278,100%,1e-74,86.61,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113082.1?report=genbank&log$=nucltop&blast_rank=11&RID=44RUNFEM016"",""NR_113082.1"")"
"Bacteroides faecis MAJ27 16S ribosomal RNA, partial sequence",Bacteroides faecis MAJ27,278,278,100%,1e-74,86.67,1475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113067.1?report=genbank&log$=nucltop&blast_rank=12&RID=44RUNFEM016"",""NR_113067.1"")"
"Bacteroides faecis MAJ27 16S ribosomal RNA, partial sequence",Bacteroides faecis MAJ27,278,278,100%,1e-74,86.67,1458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117387.1?report=genbank&log$=nucltop&blast_rank=13&RID=44RUNFEM016"",""NR_117387.1"")"
"Bacteroides xylanisolvens XB1A 16S ribosomal RNA, partial sequence",Bacteroides xylanisolvens XB1A,278,278,100%,1e-74,86.67,1465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112947.1?report=genbank&log$=nucltop&blast_rank=14&RID=44RUNFEM016"",""NR_112947.1"")"
"Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",Bacteroides thetaiotaomicron,278,278,100%,1e-74,86.67,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112944.1?report=genbank&log$=nucltop&blast_rank=15&RID=44RUNFEM016"",""NR_112944.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,278,278,100%,1e-74,86.67,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=16&RID=44RUNFEM016"",""NR_112933.1"")"
"Bacteroides acidifaciens strain JCM 10556 16S ribosomal RNA, partial sequence",Bacteroides acidifaciens,278,278,100%,1e-74,86.67,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112931.1?report=genbank&log$=nucltop&blast_rank=17&RID=44RUNFEM016"",""NR_112931.1"")"
"Bacteroides acidifaciens strain A40 16S ribosomal RNA, partial sequence",Bacteroides acidifaciens,278,278,100%,1e-74,86.67,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028607.1?report=genbank&log$=nucltop&blast_rank=18&RID=44RUNFEM016"",""NR_028607.1"")"
"Porphyromonas catoniae ATCC 51270 16S ribosomal RNA, partial sequence",Porphyromonas catoniae ATCC 51270,274,274,100%,2e-73,86.22,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026230.1?report=genbank&log$=nucltop&blast_rank=19&RID=44RUNFEM016"",""NR_026230.1"")"
"Bacteroides fragilis strain ATCC 25285 16S ribosomal RNA, partial sequence",Bacteroides fragilis,272,272,100%,6e-73,86.27,1436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119164.1?report=genbank&log$=nucltop&blast_rank=20&RID=44RUNFEM016"",""NR_119164.1"")"
"Bacteroides salyersiae strain WAL 10018 16S ribosomal RNA, partial sequence",Bacteroides salyersiae,272,272,100%,6e-73,86.38,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043016.1?report=genbank&log$=nucltop&blast_rank=21&RID=44RUNFEM016"",""NR_043016.1"")"
"Bacteroides fragilis strain NCTC 9343 16S ribosomal RNA, complete sequence",Bacteroides fragilis NCTC 9343,272,272,100%,6e-73,86.27,1529,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074784.2?report=genbank&log$=nucltop&blast_rank=22&RID=44RUNFEM016"",""NR_074784.2"")"
"Bacteroides caccae strain ATCC 43185 16S ribosomal RNA, partial sequence",Bacteroides caccae,272,272,100%,6e-73,86.27,1422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026242.1?report=genbank&log$=nucltop&blast_rank=23&RID=44RUNFEM016"",""NR_026242.1"")"
"Bacteroides fragilis strain JCM 11019 16S ribosomal RNA, partial sequence",Bacteroides fragilis,272,272,100%,6e-73,86.27,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112936.1?report=genbank&log$=nucltop&blast_rank=24&RID=44RUNFEM016"",""NR_112936.1"")"
"Bacteroides caccae strain JCM 9498 16S ribosomal RNA, partial sequence",Bacteroides caccae,272,272,100%,6e-73,86.27,1478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112932.1?report=genbank&log$=nucltop&blast_rank=25&RID=44RUNFEM016"",""NR_112932.1"")"
"Bacteroides ovatus strain ATCC 8483 16S ribosomal RNA, partial sequence",Bacteroides ovatus,270,270,100%,2e-72,85.88,1395,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119165.1?report=genbank&log$=nucltop&blast_rank=26&RID=44RUNFEM016"",""NR_119165.1"")"
"Bacteroides ovatus strain JCM 5824 16S ribosomal RNA, partial sequence",Bacteroides ovatus,267,267,100%,3e-71,85.88,1455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040865.1?report=genbank&log$=nucltop&blast_rank=27&RID=44RUNFEM016"",""NR_040865.1"")"
"Bacteroides stercoris ATCC 43183 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,267,267,100%,3e-71,85.77,1342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027196.1?report=genbank&log$=nucltop&blast_rank=28&RID=44RUNFEM016"",""NR_027196.1"")"
"Bacteroides kribbi strain R2F3-3-3 16S ribosomal RNA, partial sequence",Bacteroides kribbi,267,267,100%,3e-71,85.88,1433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159118.1?report=genbank&log$=nucltop&blast_rank=29&RID=44RUNFEM016"",""NR_159118.1"")"
"Bacteroides koreensis strain YS-aM39 16S ribosomal RNA, partial sequence",Bacteroides koreensis,267,267,100%,3e-71,85.88,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159117.1?report=genbank&log$=nucltop&blast_rank=30&RID=44RUNFEM016"",""NR_159117.1"")"
"Bacteroides ovatus strain JCM5824 16S ribosomal RNA, partial sequence",Bacteroides ovatus,267,267,100%,3e-71,85.88,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116181.1?report=genbank&log$=nucltop&blast_rank=31&RID=44RUNFEM016"",""NR_116181.1"")"
"Bacteroides ovatus strain CIP 103756 16S ribosomal RNA, partial sequence",Bacteroides ovatus,267,267,100%,3e-71,85.88,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115301.1?report=genbank&log$=nucltop&blast_rank=32&RID=44RUNFEM016"",""NR_115301.1"")"
"Bacteroides intestinalis strain 341 16S ribosomal RNA, partial sequence",Bacteroides intestinalis,267,267,100%,3e-71,85.88,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041307.1?report=genbank&log$=nucltop&blast_rank=33&RID=44RUNFEM016"",""NR_041307.1"")"
"Bacteroides stercoris ATCC 43183 strain JCM 9496 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,267,267,100%,3e-71,85.77,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112943.1?report=genbank&log$=nucltop&blast_rank=34&RID=44RUNFEM016"",""NR_112943.1"")"
"Bacteroides salyersiae strain JCM 12988 16S ribosomal RNA, partial sequence",Bacteroides salyersiae,267,267,100%,3e-71,85.99,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112942.1?report=genbank&log$=nucltop&blast_rank=35&RID=44RUNFEM016"",""NR_112942.1"")"
"Bacteroides ovatus strain JCM 5824 16S ribosomal RNA, partial sequence",Bacteroides ovatus,267,267,100%,3e-71,85.88,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112940.1?report=genbank&log$=nucltop&blast_rank=36&RID=44RUNFEM016"",""NR_112940.1"")"
"Bacteroides eggerthii strain DSM 20697 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,261,261,100%,1e-69,85.55,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040864.1?report=genbank&log$=nucltop&blast_rank=37&RID=44RUNFEM016"",""NR_040864.1"")"
"Bacteroides eggerthii strain JCM 12986 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,261,261,100%,1e-69,85.55,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112935.1?report=genbank&log$=nucltop&blast_rank=38&RID=44RUNFEM016"",""NR_112935.1"")"
"Bacteroides thetaiotaomicron strain JCM 5827 16S ribosomal RNA, partial sequence",Bacteroides thetaiotaomicron,255,255,100%,6e-68,85.10,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112142.1?report=genbank&log$=nucltop&blast_rank=39&RID=44RUNFEM016"",""NR_112142.1"")"
"Bacteroides fragilis strain DSM 2151 16S ribosomal RNA, partial sequence",Bacteroides fragilis,255,255,100%,6e-68,85.10,1404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112141.1?report=genbank&log$=nucltop&blast_rank=40&RID=44RUNFEM016"",""NR_112141.1"")"
"Bacteroides stercorirosoris JCM 17103 16S ribosomal RNA, partial sequence",Bacteroides stercorirosoris JCM 17103,255,255,100%,6e-68,85.10,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113207.1?report=genbank&log$=nucltop&blast_rank=41&RID=44RUNFEM016"",""NR_113207.1"")"
"Bacteroides caecigallinarum strain C13EG111 16S ribosomal RNA, partial sequence",Bacteroides caecigallinarum,255,255,100%,6e-68,85.10,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_145844.1?report=genbank&log$=nucltop&blast_rank=42&RID=44RUNFEM016"",""NR_145844.1"")"
"Pontibacter indicus strain LP100 16S ribosomal RNA, partial sequence",Pontibacter indicus,255,255,100%,6e-68,85.16,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125665.1?report=genbank&log$=nucltop&blast_rank=43&RID=44RUNFEM016"",""NR_125665.1"")"
"Rufibacter soli strain FJY1 16S ribosomal RNA, partial sequence",Rufibacter soli,255,255,100%,6e-68,85.10,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_169379.1?report=genbank&log$=nucltop&blast_rank=44&RID=44RUNFEM016"",""NR_169379.1"")"
"Pontibacter amylolyticus strain 9-2 16S ribosomal RNA, partial sequence",Pontibacter amylolyticus,255,255,100%,6e-68,85.16,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148858.1?report=genbank&log$=nucltop&blast_rank=45&RID=44RUNFEM016"",""NR_148858.1"")"
"Bacteroides oleiciplenus YIT 12058 strain JCM 16102 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,255,255,100%,6e-68,85.10,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113070.1?report=genbank&log$=nucltop&blast_rank=46&RID=44RUNFEM016"",""NR_113070.1"")"
"Bacteroides clarus YIT 12056 strain JCM 16067 16S ribosomal RNA, partial sequence",Bacteroides clarus YIT 12056,255,255,100%,6e-68,85.10,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113065.1?report=genbank&log$=nucltop&blast_rank=47&RID=44RUNFEM016"",""NR_113065.1"")"
"Bacteroides oleiciplenus YIT 12058 16S ribosomal RNA, partial sequence",Bacteroides oleiciplenus YIT 12058,255,255,100%,6e-68,85.10,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112895.1?report=genbank&log$=nucltop&blast_rank=48&RID=44RUNFEM016"",""NR_112895.1"")"
"Bacteroides clarus YIT 12056 16S ribosomal RNA, partial sequence",Bacteroides clarus YIT 12056,255,255,100%,6e-68,85.10,1479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112893.1?report=genbank&log$=nucltop&blast_rank=49&RID=44RUNFEM016"",""NR_112893.1"")"
"Bacteroides uniformis strain JCM 5828 16S ribosomal RNA, partial sequence",Bacteroides uniformis,250,250,100%,3e-66,84.71,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040866.1?report=genbank&log$=nucltop&blast_rank=50&RID=44RUNFEM016"",""NR_040866.1"")"
"Rufibacter ruber strain CCM 8646 16S ribosomal RNA, partial sequence",Rufibacter ruber,250,250,100%,3e-66,84.77,1500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152665.1?report=genbank&log$=nucltop&blast_rank=51&RID=44RUNFEM016"",""NR_152665.1"")"
"Pontibacter toksunensis strain ZLD-7 16S ribosomal RNA, partial sequence",Pontibacter toksunensis,250,250,100%,3e-66,84.77,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_135706.1?report=genbank&log$=nucltop&blast_rank=52&RID=44RUNFEM016"",""NR_135706.1"")"
"Rufibacter glacialis strain MDT1-10-3 16S ribosomal RNA, partial sequence",Rufibacter glacialis,250,250,100%,3e-66,84.71,1460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147754.1?report=genbank&log$=nucltop&blast_rank=53&RID=44RUNFEM016"",""NR_147754.1"")"
"Rufibacter quisquiliarum strain CAI-18b 16S ribosomal RNA, partial sequence",Rufibacter quisquiliarum,250,250,100%,3e-66,84.77,1434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_153696.1?report=genbank&log$=nucltop&blast_rank=54&RID=44RUNFEM016"",""NR_153696.1"")"
"Pontibacter humi strain SWU8 16S ribosomal RNA, partial sequence",Pontibacter humi,250,250,100%,3e-66,84.77,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134791.1?report=genbank&log$=nucltop&blast_rank=55&RID=44RUNFEM016"",""NR_134791.1"")"
"Bacteroides heparinolyticus strain HEP 16S ribosomal RNA, partial sequence",Bacteroides heparinolyticus,250,250,100%,3e-66,84.65,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044633.1?report=genbank&log$=nucltop&blast_rank=56&RID=44RUNFEM016"",""NR_044633.1"")"
"Bacteroides sartorii JCM 17136 = DSM 21941 strain A-C2-0 16S ribosomal RNA, partial sequence",Bacteroides sartorii JCM 17136 = DSM 21941,250,250,100%,3e-66,84.71,1327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117373.1?report=genbank&log$=nucltop&blast_rank=57&RID=44RUNFEM016"",""NR_117373.1"")"
"Bacteroides rodentium JCM 16496 16S ribosomal RNA, partial sequence",Bacteroides rodentium JCM 16496,250,250,100%,3e-66,84.77,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113072.1?report=genbank&log$=nucltop&blast_rank=58&RID=44RUNFEM016"",""NR_113072.1"")"
"Bacteroides uniformis strain JCM 5828 16S ribosomal RNA, partial sequence",Bacteroides uniformis,250,250,100%,3e-66,84.71,1477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112945.1?report=genbank&log$=nucltop&blast_rank=59&RID=44RUNFEM016"",""NR_112945.1"")"
"Bacteroides nordii WAL 11050 = JCM 12987 16S ribosomal RNA, partial sequence",Bacteroides nordii WAL 11050 = JCM 12987,244,244,100%,1e-64,84.38,1413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043017.1?report=genbank&log$=nucltop&blast_rank=60&RID=44RUNFEM016"",""NR_043017.1"")"
"Pontibacter lucknowensis strain DM9 16S ribosomal RNA, partial sequence",Pontibacter lucknowensis,244,244,100%,1e-64,84.38,1400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109478.1?report=genbank&log$=nucltop&blast_rank=61&RID=44RUNFEM016"",""NR_109478.1"")"
"Pontibacter ramchanderi strain LP43 16S ribosomal RNA, partial sequence",Pontibacter ramchanderi,244,244,100%,1e-64,84.38,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109634.1?report=genbank&log$=nucltop&blast_rank=62&RID=44RUNFEM016"",""NR_109634.1"")"
"Coprobacter secundus strain 177 16S ribosomal RNA, partial sequence",Coprobacter secundus,244,244,100%,1e-64,84.31,1290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_145883.1?report=genbank&log$=nucltop&blast_rank=63&RID=44RUNFEM016"",""NR_145883.1"")"
"Gabonia massiliensis strain GM3 16S ribosomal RNA, partial sequence",Gabonia massiliensis,244,244,100%,1e-64,84.31,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144725.1?report=genbank&log$=nucltop&blast_rank=64&RID=44RUNFEM016"",""NR_144725.1"")"
"Pontibacter jeungdoensis strain HMD3125 16S ribosomal RNA, partial sequence",Pontibacter jeungdoensis,244,244,100%,1e-64,84.38,1399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132696.1?report=genbank&log$=nucltop&blast_rank=65&RID=44RUNFEM016"",""NR_132696.1"")"
"Pontibacter virosus strain W14 16S ribosomal RNA, partial sequence",Pontibacter virosus,244,244,100%,1e-64,84.38,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152664.1?report=genbank&log$=nucltop&blast_rank=66&RID=44RUNFEM016"",""NR_152664.1"")"
"Bacteroides paurosaccharolyticus strain WK042 16S ribosomal RNA, partial sequence",Phocaeicola paurosaccharolyticus,244,244,100%,1e-64,84.31,1472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112668.1?report=genbank&log$=nucltop&blast_rank=67&RID=44RUNFEM016"",""NR_112668.1"")"
"Bacteroides pyogenes strain JCM 10003 16S ribosomal RNA, partial sequence",Bacteroides pyogenes,244,244,100%,1e-64,84.31,1458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041280.1?report=genbank&log$=nucltop&blast_rank=68&RID=44RUNFEM016"",""NR_041280.1"")"
"Bacteroides massiliensis strain B84634 16S ribosomal RNA, partial sequence",Phocaeicola massiliensis,244,244,100%,1e-64,84.31,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042745.1?report=genbank&log$=nucltop&blast_rank=69&RID=44RUNFEM016"",""NR_042745.1"")"
"Pontibacter akesuensis strain AKS 1 16S ribosomal RNA, partial sequence",Pontibacter akesuensis,244,244,100%,1e-64,84.31,1408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043930.1?report=genbank&log$=nucltop&blast_rank=70&RID=44RUNFEM016"",""NR_043930.1"")"
"Bacteroides gallinarum strain C35 16S ribosomal RNA, partial sequence",Bacteroides gallinarum,244,244,100%,1e-64,84.31,1458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041448.1?report=genbank&log$=nucltop&blast_rank=71&RID=44RUNFEM016"",""NR_041448.1"")"
"Bacteroides sartorii JCM 17136 = DSM 21941 16S ribosomal RNA, partial sequence",Bacteroides sartorii JCM 17136 = DSM 21941,244,244,100%,1e-64,84.31,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113195.1?report=genbank&log$=nucltop&blast_rank=72&RID=44RUNFEM016"",""NR_113195.1"")"
"Bacteroides paurosaccharolyticus JCM 15092 16S ribosomal RNA, partial sequence",Bacteroides paurosaccharolyticus JCM 15092,244,244,100%,1e-64,84.31,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113071.1?report=genbank&log$=nucltop&blast_rank=73&RID=44RUNFEM016"",""NR_113071.1"")"
"Bacteroides rodentium JCM 16496 16S ribosomal RNA, partial sequence",Bacteroides rodentium JCM 16496,244,244,100%,1e-64,84.38,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113014.1?report=genbank&log$=nucltop&blast_rank=74&RID=44RUNFEM016"",""NR_113014.1"")"
"Pontibacter salisaro strain HMC5104 16S ribosomal RNA, partial sequence",Pontibacter salisaro,244,244,100%,1e-64,84.38,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116853.1?report=genbank&log$=nucltop&blast_rank=75&RID=44RUNFEM016"",""NR_116853.1"")"
"Bacteroides nordii WAL 11050 = JCM 12987 16S ribosomal RNA, partial sequence",Bacteroides nordii WAL 11050 = JCM 12987,244,244,100%,1e-64,84.38,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112939.1?report=genbank&log$=nucltop&blast_rank=76&RID=44RUNFEM016"",""NR_112939.1"")"
"Bacteroides massiliensis strain B84634 16S ribosomal RNA, partial sequence",Phocaeicola massiliensis,244,244,100%,1e-64,84.31,1478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112938.1?report=genbank&log$=nucltop&blast_rank=77&RID=44RUNFEM016"",""NR_112938.1"")"
"Porphyromonas macacae strain 7728-L6C 16S ribosomal RNA, partial sequence",Porphyromonas macacae,241,241,100%,2e-63,84.05,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025908.1?report=genbank&log$=nucltop&blast_rank=78&RID=44RUNFEM016"",""NR_025908.1"")"
"Pontibacter beigongshangensis strain T6-1 16S ribosomal RNA, partial sequence",Pontibacter beigongshangensis,239,239,100%,6e-63,83.98,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165736.1?report=genbank&log$=nucltop&blast_rank=79&RID=44RUNFEM016"",""NR_165736.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,239,239,100%,6e-63,83.92,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=80&RID=44RUNFEM016"",""NR_165699.1"")"
"Pontibacter yuliensis strain H9X 16S ribosomal RNA, partial sequence",Pontibacter yuliensis,239,239,100%,6e-63,83.98,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133825.1?report=genbank&log$=nucltop&blast_rank=81&RID=44RUNFEM016"",""NR_133825.1"")"
"Pontibacter diazotrophicus strain H4X 16S ribosomal RNA, partial sequence",Pontibacter diazotrophicus,239,239,100%,6e-63,83.98,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126288.1?report=genbank&log$=nucltop&blast_rank=82&RID=44RUNFEM016"",""NR_126288.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, complete sequence",Barnesiella viscericola,239,239,100%,6e-63,83.92,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_121773.2?report=genbank&log$=nucltop&blast_rank=83&RID=44RUNFEM016"",""NR_121773.2"")"
"Falsiporphyromonas endometrii strain LMM 40 16S ribosomal RNA, partial sequence",Falsiporphyromonas endometrii,239,239,100%,6e-63,84.05,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133742.1?report=genbank&log$=nucltop&blast_rank=84&RID=44RUNFEM016"",""NR_133742.1"")"
"Pontibacter saemangeumensis strain GCM0142 16S ribosomal RNA, partial sequence",Pontibacter saemangeumensis,239,239,100%,6e-63,83.98,1372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109499.1?report=genbank&log$=nucltop&blast_rank=85&RID=44RUNFEM016"",""NR_109499.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,239,239,100%,6e-63,83.86,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=86&RID=44RUNFEM016"",""NR_109439.1"")"
