Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Citrobacter koseri strain CDC-8132-86 16S ribosomal RNA, partial sequence",Citrobacter koseri,440,440,100%,2e-123,98.02,1469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104890.1?report=genbank&log$=nucltop&blast_rank=15&RID=4N04C8D101R"",""NR_104890.1"")"
"Cronobacter turicensis z3032 16S ribosomal RNA, complete sequence",Cronobacter turicensis z3032,440,440,100%,2e-123,98.02,1543,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_102802.1?report=genbank&log$=nucltop&blast_rank=16&RID=4N04C8D101R"",""NR_102802.1"")"
"Raoultella planticola ATCC 33531 strain JCM 7251 16S ribosomal RNA, partial sequence",Raoultella planticola ATCC 33531,440,440,100%,2e-123,98.02,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112011.1?report=genbank&log$=nucltop&blast_rank=17&RID=4N04C8D101R"",""NR_112011.1"")"
"Erwinia iniecta strain B120 16S ribosomal RNA, partial sequence",Erwinia iniecta,440,440,100%,2e-123,98.02,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137333.1?report=genbank&log$=nucltop&blast_rank=18&RID=4N04C8D101R"",""NR_137333.1"")"
"Pseudocitrobacter anthropi strain C138 16S ribosomal RNA, partial sequence",Pseudocitrobacter faecalis,440,440,100%,2e-123,98.02,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125691.1?report=genbank&log$=nucltop&blast_rank=19&RID=4N04C8D101R"",""NR_125691.1"")"
"Pseudocitrobacter faecalis strain 25 CIT 16S ribosomal RNA, partial sequence",Pseudocitrobacter faecalis,440,440,100%,2e-123,98.02,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125690.1?report=genbank&log$=nucltop&blast_rank=20&RID=4N04C8D101R"",""NR_125690.1"")"
"Citrobacter koseri strain CIP 82.87 16S ribosomal RNA, partial sequence",Citrobacter koseri,440,440,100%,2e-123,98.02,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118588.1?report=genbank&log$=nucltop&blast_rank=21&RID=4N04C8D101R"",""NR_118588.1"")"
"Citrobacter koseri strain LMG 5519 16S ribosomal RNA, partial sequence",Citrobacter koseri,440,440,100%,2e-123,98.02,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118105.1?report=genbank&log$=nucltop&blast_rank=22&RID=4N04C8D101R"",""NR_118105.1"")"
"Cronobacter dublinensis strain DES187 16S ribosomal RNA, partial sequence",Cronobacter dublinensis,440,440,100%,2e-123,98.02,1361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044062.1?report=genbank&log$=nucltop&blast_rank=23&RID=4N04C8D101R"",""NR_044062.1"")"
"Cronobacter turicensis z3032 16S ribosomal RNA, partial sequence",Cronobacter turicensis z3032,440,440,100%,2e-123,98.02,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044061.1?report=genbank&log$=nucltop&blast_rank=24&RID=4N04C8D101R"",""NR_044061.1"")"
"Cronobacter dublinensis subsp. lausannensis strain E515 16S ribosomal RNA, partial sequence",Cronobacter dublinensis subsp. lausannensis,440,440,100%,2e-123,98.02,1417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044058.1?report=genbank&log$=nucltop&blast_rank=25&RID=4N04C8D101R"",""NR_044058.1"")"
"Cronobacter dublinensis subsp. lactaridi strain E464 16S ribosomal RNA, partial sequence",Cronobacter dublinensis subsp. lactaridi,440,440,100%,2e-123,98.02,1380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044057.1?report=genbank&log$=nucltop&blast_rank=26&RID=4N04C8D101R"",""NR_044057.1"")"
"Kluyvera georgiana strain ATCC 51603 16S ribosomal RNA, partial sequence",Kluyvera georgiana,440,440,100%,2e-123,98.02,1414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024883.1?report=genbank&log$=nucltop&blast_rank=27&RID=4N04C8D101R"",""NR_024883.1"")"
"Citrobacter koseri strain LMG 5519 16S ribosomal RNA, partial sequence",Citrobacter koseri,440,440,100%,2e-123,98.02,1427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117751.1?report=genbank&log$=nucltop&blast_rank=28&RID=4N04C8D101R"",""NR_117751.1"")"
"Cronobacter condimenti 1330 16S ribosomal RNA, partial sequence",Cronobacter condimenti 1330,440,440,100%,2e-123,98.02,1413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116999.1?report=genbank&log$=nucltop&blast_rank=29&RID=4N04C8D101R"",""NR_116999.1"")"
"Serratia marcescens strain NBRC 102204 16S ribosomal RNA, partial sequence",Serratia marcescens,435,435,100%,8e-122,97.63,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114043.1?report=genbank&log$=nucltop&blast_rank=30&RID=4N04C8D101R"",""NR_114043.1"")"
"Serratia surfactantfaciens strain YD25 16S ribosomal RNA, partial sequence",Serratia surfactantfaciens,435,435,100%,8e-122,97.63,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_169468.1?report=genbank&log$=nucltop&blast_rank=31&RID=4N04C8D101R"",""NR_169468.1"")"
"Serratia marcescens subsp. marcescens ATCC 13880 strain JCM 1239 16S ribosomal RNA, partial sequence",Serratia marcescens subsp. marcescens ATCC 13880,435,435,100%,8e-122,97.63,1464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113236.1?report=genbank&log$=nucltop&blast_rank=32&RID=4N04C8D101R"",""NR_113236.1"")"
"Serratia marcescens subsp. sakuensis strain KRED 16S ribosomal RNA, partial sequence",Serratia marcescens,435,435,100%,8e-122,97.63,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036886.1?report=genbank&log$=nucltop&blast_rank=33&RID=4N04C8D101R"",""NR_036886.1"")"
"Serratia nematodiphila DZ0503SBS1 16S ribosomal RNA, partial sequence",Serratia nematodiphila DZ0503SBS1,435,435,100%,8e-122,97.63,1500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044385.1?report=genbank&log$=nucltop&blast_rank=34&RID=4N04C8D101R"",""NR_044385.1"")"
"Cronobacter sakazakii strain ATCC 29544 16S ribosomal RNA, partial sequence",Cronobacter sakazakii,429,429,100%,4e-120,97.23,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118449.1?report=genbank&log$=nucltop&blast_rank=35&RID=4N04C8D101R"",""NR_118449.1"")"
"Raoultella planticola strain NBRC 14939 16S ribosomal RNA, partial sequence",Raoultella planticola,429,429,100%,4e-120,97.23,1465,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113701.1?report=genbank&log$=nucltop&blast_rank=36&RID=4N04C8D101R"",""NR_113701.1"")"
"Raoultella planticola ATCC 33531 16S ribosomal RNA, partial sequence",Raoultella planticola ATCC 33531,429,429,100%,4e-120,97.23,1452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119279.1?report=genbank&log$=nucltop&blast_rank=37&RID=4N04C8D101R"",""NR_119279.1"")"
"Raoultella planticola ATCC 33531 strain DSM 3069 16S ribosomal RNA, partial sequence",Raoultella planticola ATCC 33531,429,429,100%,4e-120,97.23,1401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119214.1?report=genbank&log$=nucltop&blast_rank=38&RID=4N04C8D101R"",""NR_119214.1"")"
"[Erwinia] teleogrylli strain SCU-B244 16S ribosomal RNA, partial sequence",[Erwinia] teleogrylli,429,429,100%,4e-120,97.23,1408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144582.1?report=genbank&log$=nucltop&blast_rank=39&RID=4N04C8D101R"",""NR_144582.1"")"
"Rosenbergiella australiborealis strain CdVSA 20.1 16S ribosomal RNA, partial sequence",Rosenbergiella australiborealis,429,429,100%,4e-120,97.23,1501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126305.1?report=genbank&log$=nucltop&blast_rank=40&RID=4N04C8D101R"",""NR_126305.1"")"
"Rosenbergiella epipactidis strain 2.1A 16S ribosomal RNA, partial sequence",Rosenbergiella epipactidis,429,429,100%,4e-120,97.23,1501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126303.1?report=genbank&log$=nucltop&blast_rank=41&RID=4N04C8D101R"",""NR_126303.1"")"
"[Erwinia] teleogrylli strain SCU-B244 16S ribosomal RNA, partial sequence",[Erwinia] teleogrylli,429,429,100%,4e-120,97.23,1359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144581.1?report=genbank&log$=nucltop&blast_rank=42&RID=4N04C8D101R"",""NR_144581.1"")"
"Cronobacter universalis strain E797 16S ribosomal RNA, partial sequence",Cronobacter universalis,429,429,100%,4e-120,97.23,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115943.1?report=genbank&log$=nucltop&blast_rank=43&RID=4N04C8D101R"",""NR_115943.1"")"
"Escherichia albertii strain Albert 19982 16S ribosomal RNA, partial sequence",Escherichia albertii,429,429,100%,4e-120,97.23,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025569.1?report=genbank&log$=nucltop&blast_rank=44&RID=4N04C8D101R"",""NR_025569.1"")"
"Raoultella planticola ATCC 33531 16S ribosomal RNA, partial sequence",Raoultella planticola ATCC 33531,429,429,100%,4e-120,97.23,1436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024996.1?report=genbank&log$=nucltop&blast_rank=45&RID=4N04C8D101R"",""NR_024996.1"")"
"Franconibacter helveticus strain LMG 23732 16S ribosomal RNA, partial sequence",Franconibacter helveticus,424,424,100%,2e-118,96.84,1418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104980.1?report=genbank&log$=nucltop&blast_rank=46&RID=4N04C8D101R"",""NR_104980.1"")"
"Flavobacterium acidificum strain LMG 8364 16S ribosomal RNA, partial sequence",Flavobacterium acidificum,424,424,100%,2e-118,96.84,1432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104962.1?report=genbank&log$=nucltop&blast_rank=47&RID=4N04C8D101R"",""NR_104962.1"")"
"Salmonella bongori strain NCTC 12419 16S ribosomal RNA, complete sequence",Salmonella bongori,424,424,100%,2e-118,96.84,1542,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074888.1?report=genbank&log$=nucltop&blast_rank=48&RID=4N04C8D101R"",""NR_074888.1"")"
"Pantoea ananatis strain LMG 2665 16S ribosomal RNA, partial sequence",Pantoea ananatis,424,424,100%,2e-118,96.84,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119362.1?report=genbank&log$=nucltop&blast_rank=49&RID=4N04C8D101R"",""NR_119362.1"")"
"Pantoea stewartii strain LMG 2715 16S ribosomal RNA, partial sequence",Pantoea stewartii,424,424,100%,2e-118,96.84,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119361.1?report=genbank&log$=nucltop&blast_rank=50&RID=4N04C8D101R"",""NR_119361.1"")"
"Pantoea beijingensis strain JZB2120001 16S ribosomal RNA, partial sequence",[Pantoea] beijingensis,424,424,100%,2e-118,96.84,1408,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148578.1?report=genbank&log$=nucltop&blast_rank=51&RID=4N04C8D101R"",""NR_148578.1"")"
"Rosenbergiella collisarenosi strain 8.8A 16S ribosomal RNA, partial sequence",Rosenbergiella collisarenosi,424,424,100%,2e-118,96.84,1501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126304.1?report=genbank&log$=nucltop&blast_rank=52&RID=4N04C8D101R"",""NR_126304.1"")"
"Pantoea allii strain BD 390 16S ribosomal RNA, partial sequence",Pantoea allii,424,424,100%,2e-118,96.84,1533,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115258.1?report=genbank&log$=nucltop&blast_rank=53&RID=4N04C8D101R"",""NR_115258.1"")"
"Franconibacter pulveris strain 601/05 16S ribosomal RNA, partial sequence",Franconibacter pulveris,424,424,100%,2e-118,96.84,1325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043679.1?report=genbank&log$=nucltop&blast_rank=54&RID=4N04C8D101R"",""NR_043679.1"")"
"Siccibacter colletis strain 1383 16S ribosomal RNA, partial sequence",Siccibacter colletis,424,424,100%,2e-118,96.84,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134807.1?report=genbank&log$=nucltop&blast_rank=55&RID=4N04C8D101R"",""NR_134807.1"")"
"Cedecea lapagei strain DSM 4587 16S ribosomal RNA, partial sequence",Cedecea lapagei,424,424,100%,2e-118,96.84,1531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126319.1?report=genbank&log$=nucltop&blast_rank=56&RID=4N04C8D101R"",""NR_126319.1"")"
"Cedecea lapagei strain DSM 4587 16S ribosomal RNA, partial sequence",Cedecea lapagei,424,424,100%,2e-118,96.84,1531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126318.1?report=genbank&log$=nucltop&blast_rank=57&RID=4N04C8D101R"",""NR_126318.1"")"
"Cedecea lapagei strain DSM 4587 16S ribosomal RNA, partial sequence",Cedecea lapagei,424,424,100%,2e-118,96.84,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126317.1?report=genbank&log$=nucltop&blast_rank=58&RID=4N04C8D101R"",""NR_126317.1"")"
"Pantoea dispersa strain LMG 2603 16S ribosomal RNA, partial sequence",Pantoea dispersa,424,424,100%,2e-118,96.84,1361,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116755.1?report=genbank&log$=nucltop&blast_rank=59&RID=4N04C8D101R"",""NR_116755.1"")"
"Pantoea ananatis strain LMG 2665 16S ribosomal RNA, partial sequence",Pantoea ananatis,424,424,100%,2e-118,96.84,1387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116750.1?report=genbank&log$=nucltop&blast_rank=60&RID=4N04C8D101R"",""NR_116750.1"")"
"Salmonella bongori strain DSM 13772 16S ribosomal RNA, partial sequence",Salmonella bongori,424,424,100%,2e-118,96.84,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116124.1?report=genbank&log$=nucltop&blast_rank=61&RID=4N04C8D101R"",""NR_116124.1"")"
"Rosenbergiella nectarea strain 8N4 16S ribosomal RNA, partial sequence",Rosenbergiella nectarea,424,424,100%,2e-118,96.85,1500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117969.1?report=genbank&log$=nucltop&blast_rank=62&RID=4N04C8D101R"",""NR_117969.1"")"
"Pantoea wallisii strain LMG 26277 16S ribosomal RNA, partial sequence",Pantoea wallisii,424,424,100%,2e-118,96.84,1344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118122.1?report=genbank&log$=nucltop&blast_rank=63&RID=4N04C8D101R"",""NR_118122.1"")"
"Pantoea conspicua strain LMG 24534 16S ribosomal RNA, partial sequence",Pantoea conspicua,424,424,100%,2e-118,96.84,1344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116247.1?report=genbank&log$=nucltop&blast_rank=64&RID=4N04C8D101R"",""NR_116247.1"")"
"Pantoea eucrina strain LMG 2781 16S ribosomal RNA, partial sequence",Pantoea eucrina,424,424,100%,2e-118,96.84,1344,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116246.1?report=genbank&log$=nucltop&blast_rank=65&RID=4N04C8D101R"",""NR_116246.1"")"
"Pantoea deleyi strain LMG 24200 16S ribosomal RNA, partial sequence",Pantoea deleyi,424,424,100%,2e-118,96.84,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116114.1?report=genbank&log$=nucltop&blast_rank=66&RID=4N04C8D101R"",""NR_116114.1"")"
"Cronobacter muytjensii ATCC 51329 16S ribosomal RNA, partial sequence",Cronobacter muytjensii ATCC 51329,424,424,100%,2e-118,96.84,1413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117789.1?report=genbank&log$=nucltop&blast_rank=67&RID=4N04C8D101R"",""NR_117789.1"")"
"Serratia marcescens subsp. marcescens ATCC 13880 strain DSM 30121 16S ribosomal RNA, partial sequence",Serratia marcescens subsp. marcescens ATCC 13880,424,424,100%,2e-118,96.84,1505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041980.1?report=genbank&log$=nucltop&blast_rank=68&RID=4N04C8D101R"",""NR_041980.1"")"
"Cedecea neteri strain GTC1717 16S ribosomal RNA, partial sequence",Cedecea neteri,424,424,100%,2e-118,96.84,1399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040930.1?report=genbank&log$=nucltop&blast_rank=69&RID=4N04C8D101R"",""NR_040930.1"")"
"Cronobacter muytjensii ATCC 51329 strain E603 16S ribosomal RNA, partial sequence",Cronobacter muytjensii ATCC 51329,424,424,100%,2e-118,96.84,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044059.1?report=genbank&log$=nucltop&blast_rank=70&RID=4N04C8D101R"",""NR_044059.1"")"
"Pantoea stewartii subsp. indologenes strain CIP 104006 16S ribosomal RNA, partial sequence",Pantoea stewartii subsp. indologenes,424,424,100%,2e-118,96.84,1524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104928.1?report=genbank&log$=nucltop&blast_rank=71&RID=4N04C8D101R"",""NR_104928.1"")"
"Erwinia toletana strain A37 16S ribosomal RNA, partial sequence",Erwinia toletana,424,424,100%,2e-118,96.84,1508,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104828.1?report=genbank&log$=nucltop&blast_rank=72&RID=4N04C8D101R"",""NR_104828.1"")"
"Kosakonia cowanii JCM 10956 = DSM 18146 strain 888-76 16S ribosomal RNA, partial sequence",Kosakonia cowanii JCM 10956 = DSM 18146,424,424,100%,2e-118,96.84,1362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025566.1?report=genbank&log$=nucltop&blast_rank=73&RID=4N04C8D101R"",""NR_025566.1"")"
"Cronobacter muytjensii strain 05CHPL67 16S ribosomal RNA, partial sequence",Cronobacter muytjensii,424,424,100%,2e-118,96.84,1507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117437.1?report=genbank&log$=nucltop&blast_rank=74&RID=4N04C8D101R"",""NR_117437.1"")"
"Mixta gaviniae strain A18/07 16S ribosomal RNA, partial sequence",Mixta gaviniae,424,424,100%,2e-118,96.84,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117305.1?report=genbank&log$=nucltop&blast_rank=75&RID=4N04C8D101R"",""NR_117305.1"")"
"Mixta calida strain 1400/07 16S ribosomal RNA, partial sequence",Mixta calida,424,424,100%,2e-118,96.84,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117304.1?report=genbank&log$=nucltop&blast_rank=76&RID=4N04C8D101R"",""NR_117304.1"")"
"Cedecea davisae DSM 4568 16S ribosomal RNA, partial sequence",Cedecea davisae DSM 4568,424,424,100%,2e-118,96.84,1403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025243.1?report=genbank&log$=nucltop&blast_rank=77&RID=4N04C8D101R"",""NR_025243.1"")"
"Pantoea ananatis strain 1846 16S ribosomal RNA, partial sequence",Pantoea ananatis,424,424,100%,2e-118,96.84,1455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026045.1?report=genbank&log$=nucltop&blast_rank=78&RID=4N04C8D101R"",""NR_026045.1"")"
"Pantoea dispersa strain DSM 30073 16S ribosomal RNA, partial sequence",Pantoea dispersa,424,424,100%,2e-118,96.84,1506,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116797.1?report=genbank&log$=nucltop&blast_rank=79&RID=4N04C8D101R"",""NR_116797.1"")"
"Pantoea dispersa strain LMG 2603 16S ribosomal RNA, partial sequence",Pantoea dispersa,424,424,100%,2e-118,96.84,1347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043883.1?report=genbank&log$=nucltop&blast_rank=80&RID=4N04C8D101R"",""NR_043883.1"")"
"Pantoea anthophila strain LMG2558 16S ribosomal RNA, partial sequence",Pantoea anthophila,420,420,100%,2e-117,96.44,1387,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116749.1?report=genbank&log$=nucltop&blast_rank=81&RID=4N04C8D101R"",""NR_116749.1"")"
"Pantoea anthophila strain LMG 2558 16S ribosomal RNA, partial sequence",Pantoea anthophila,420,420,100%,2e-117,96.44,1432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116113.1?report=genbank&log$=nucltop&blast_rank=82&RID=4N04C8D101R"",""NR_116113.1"")"
"Raoultella electrica strain 1GB 16S ribosomal RNA, partial sequence",Raoultella electrica,418,418,100%,8e-117,96.44,1452,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125461.1?report=genbank&log$=nucltop&blast_rank=83&RID=4N04C8D101R"",""NR_125461.1"")"
"Gibbsiella dentisursi strain LEN33 16S ribosomal RNA, partial sequence",Gibbsiella dentisursi,418,418,100%,8e-117,96.44,1439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118387.1?report=genbank&log$=nucltop&blast_rank=84&RID=4N04C8D101R"",""NR_118387.1"")"
"Serratia rubidaea strain NBRC 103169 16S ribosomal RNA, partial sequence",Serratia rubidaea,418,418,100%,8e-117,96.44,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114232.1?report=genbank&log$=nucltop&blast_rank=85&RID=4N04C8D101R"",""NR_114232.1"")"
"Serratia odorifera strain NBRC 102598 16S ribosomal RNA, partial sequence",Serratia odorifera,418,418,100%,8e-117,96.44,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114157.1?report=genbank&log$=nucltop&blast_rank=86&RID=4N04C8D101R"",""NR_114157.1"")"
"Serratia ficaria strain NBRC 102596 16S ribosomal RNA, partial sequence",Serratia ficaria,418,418,100%,8e-117,96.44,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114155.1?report=genbank&log$=nucltop&blast_rank=87&RID=4N04C8D101R"",""NR_114155.1"")"
