Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"[Clostridium] algidixylanolyticum strain SPL73 16S ribosomal RNA, partial sequence",Lacrimispora algidixylanolytica,361,563,99%,2e-99,92.49,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028726.1?report=genbank&log$=nucltop&blast_rank=11&RID=8SD7D24101N"",""NR_028726.1"")"
"[Clostridium] xylanolyticum strain DSM 6555 16S ribosomal RNA, partial sequence",Lacrimispora xylanolytica,361,563,99%,2e-99,92.49,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_037068.1?report=genbank&log$=nucltop&blast_rank=12&RID=8SD7D24101N"",""NR_037068.1"")"
"Hungatella effluvii strain UB-B.2 16S ribosomal RNA, partial sequence",Hungatella effluvii,361,563,99%,2e-99,92.46,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133762.1?report=genbank&log$=nucltop&blast_rank=13&RID=8SD7D24101N"",""NR_133762.1"")"
"Anaerocolumna xylanovorans strain HESP1 16S ribosomal RNA, partial sequence",Anaerocolumna xylanovorans,361,563,99%,2e-99,92.46,1533,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028740.1?report=genbank&log$=nucltop&blast_rank=14&RID=8SD7D24101N"",""NR_028740.1"")"
"[Clostridium] celerecrescens 18A 16S ribosomal RNA, partial sequence",[Clostridium] celerecrescens 18A,361,563,99%,2e-99,92.49,1499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026100.1?report=genbank&log$=nucltop&blast_rank=15&RID=8SD7D24101N"",""NR_026100.1"")"
"[Desulfotomaculum] guttoideum strain DSM 4024 16S ribosomal RNA, partial sequence",Lacrimispora sphenoides,361,563,99%,2e-99,92.49,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026409.1?report=genbank&log$=nucltop&blast_rank=16&RID=8SD7D24101N"",""NR_026409.1"")"
"[Clostridium] aerotolerans strain DSM 5434 16S ribosomal RNA, partial sequence",Lacrimispora aerotolerans,359,561,99%,7e-99,92.49,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119068.1?report=genbank&log$=nucltop&blast_rank=17&RID=8SD7D24101N"",""NR_119068.1"")"
"Marvinbryantia formatexigens strain I-52 16S ribosomal RNA, partial sequence",Marvinbryantia formatexigens,355,541,99%,9e-98,92.06,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114807.1?report=genbank&log$=nucltop&blast_rank=18&RID=8SD7D24101N"",""NR_114807.1"")"
"Marvinbryantia formatexigens strain I-52 16S ribosomal RNA, partial sequence",Marvinbryantia formatexigens,355,541,99%,9e-98,92.06,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042152.1?report=genbank&log$=nucltop&blast_rank=19&RID=8SD7D24101N"",""NR_042152.1"")"
"[Clostridium] sphenoides JCM 1415 strain DSM 632 16S ribosomal RNA, partial sequence",[Clostridium] sphenoides JCM 1415,355,554,99%,9e-98,92.13,1515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119035.1?report=genbank&log$=nucltop&blast_rank=20&RID=8SD7D24101N"",""NR_119035.1"")"
"Anaerocolumna jejuensis strain HY-35-12 16S ribosomal RNA, partial sequence",Anaerocolumna jejuensis,355,558,99%,9e-98,92.06,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025796.1?report=genbank&log$=nucltop&blast_rank=21&RID=8SD7D24101N"",""NR_025796.1"")"
"Blautia caecimuris strain SJ18 16S ribosomal RNA, partial sequence",Blautia caecimuris,350,547,99%,4e-96,91.70,1378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144607.1?report=genbank&log$=nucltop&blast_rank=22&RID=8SD7D24101N"",""NR_144607.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,350,552,99%,4e-96,91.67,1410,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156080.1?report=genbank&log$=nucltop&blast_rank=23&RID=8SD7D24101N"",""NR_156080.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,350,552,99%,4e-96,91.67,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156077.1?report=genbank&log$=nucltop&blast_rank=24&RID=8SD7D24101N"",""NR_156077.1"")"
"Hungatella hathewayi strain 1313 16S ribosomal RNA, partial sequence",Hungatella hathewayi,350,552,99%,4e-96,91.67,1431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036928.1?report=genbank&log$=nucltop&blast_rank=25&RID=8SD7D24101N"",""NR_036928.1"")"
"Anaerocolumna cellulosilytica strain SN021 16S ribosomal RNA, partial sequence",Anaerocolumna cellulosilytica,344,547,99%,2e-94,91.27,1478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_151895.1?report=genbank&log$=nucltop&blast_rank=26&RID=8SD7D24101N"",""NR_151895.1"")"
"Robinsoniella peoriensis strain PPC31 16S ribosomal RNA, partial sequence",Robinsoniella peoriensis,344,535,99%,2e-94,91.30,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041882.1?report=genbank&log$=nucltop&blast_rank=27&RID=8SD7D24101N"",""NR_041882.1"")"
"Anaerocolumna aminovalerica strain JCM 1421 16S ribosomal RNA, partial sequence",Anaerocolumna aminovalerica,344,547,99%,2e-94,91.27,1511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113359.1?report=genbank&log$=nucltop&blast_rank=28&RID=8SD7D24101N"",""NR_113359.1"")"
"Anaerocolumna aminovalerica strain JCM 11016 16S ribosomal RNA, partial sequence",Anaerocolumna aminovalerica,344,547,99%,2e-94,91.27,1511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113199.1?report=genbank&log$=nucltop&blast_rank=29&RID=8SD7D24101N"",""NR_113199.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,344,547,99%,2e-94,91.34,1411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156081.1?report=genbank&log$=nucltop&blast_rank=30&RID=8SD7D24101N"",""NR_156081.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,344,547,99%,2e-94,91.34,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156079.1?report=genbank&log$=nucltop&blast_rank=31&RID=8SD7D24101N"",""NR_156079.1"")"
"Kineothrix alysoides strain KNHs209 16S ribosomal RNA, partial sequence",Kineothrix alysoides,344,547,99%,2e-94,91.34,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156078.1?report=genbank&log$=nucltop&blast_rank=32&RID=8SD7D24101N"",""NR_156078.1"")"
"Blautia schinkii strain B 16S ribosomal RNA, partial sequence",Blautia schinkii,344,541,99%,2e-94,91.30,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026312.1?report=genbank&log$=nucltop&blast_rank=33&RID=8SD7D24101N"",""NR_026312.1"")"
"Faecalicatena orotica strain JCM 1429 16S ribosomal RNA, partial sequence",Faecalicatena orotica,339,524,99%,9e-93,90.87,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114392.1?report=genbank&log$=nucltop&blast_rank=34&RID=8SD7D24101N"",""NR_114392.1"")"
"Merdimonas faecis strain BR31 16S ribosomal RNA, partial sequence",Merdimonas faecis,339,524,99%,9e-93,90.94,1397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_157642.1?report=genbank&log$=nucltop&blast_rank=35&RID=8SD7D24101N"",""NR_157642.1"")"
"Murimonas intestini strain SRB-530-5-H 16S ribosomal RNA, partial sequence",Murimonas intestini,339,530,99%,9e-93,90.87,1433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134772.1?report=genbank&log$=nucltop&blast_rank=36&RID=8SD7D24101N"",""NR_134772.1"")"
"Cuneatibacter caecimuris strain BARN-424-CC-10 16S ribosomal RNA, partial sequence",Cuneatibacter caecimuris,339,535,99%,9e-93,90.91,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144608.1?report=genbank&log$=nucltop&blast_rank=37&RID=8SD7D24101N"",""NR_144608.1"")"
"Blautia obeum ATCC 29174 16S ribosomal RNA, partial sequence",Blautia obeum ATCC 29174,339,535,99%,9e-93,90.91,1398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118692.1?report=genbank&log$=nucltop&blast_rank=38&RID=8SD7D24101N"",""NR_118692.1"")"
"Ruminococcus gauvreauii strain CCRI-16110 16S ribosomal RNA, partial sequence",Ruminococcus gauvreauii,339,524,99%,9e-93,90.94,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044265.1?report=genbank&log$=nucltop&blast_rank=39&RID=8SD7D24101N"",""NR_044265.1"")"
"Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence",Faecalicatena contorta,339,524,99%,9e-93,90.87,1524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117147.1?report=genbank&log$=nucltop&blast_rank=40&RID=8SD7D24101N"",""NR_117147.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,339,524,99%,9e-93,90.87,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117142.1?report=genbank&log$=nucltop&blast_rank=41&RID=8SD7D24101N"",""NR_117142.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,339,524,99%,9e-93,90.87,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117141.1?report=genbank&log$=nucltop&blast_rank=42&RID=8SD7D24101N"",""NR_117141.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,339,524,99%,9e-93,90.87,1524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117140.1?report=genbank&log$=nucltop&blast_rank=43&RID=8SD7D24101N"",""NR_117140.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,339,524,99%,9e-93,90.87,1526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117131.1?report=genbank&log$=nucltop&blast_rank=44&RID=8SD7D24101N"",""NR_117131.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,339,524,99%,9e-93,90.87,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117128.1?report=genbank&log$=nucltop&blast_rank=45&RID=8SD7D24101N"",""NR_117128.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,339,524,99%,9e-93,90.87,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117127.1?report=genbank&log$=nucltop&blast_rank=46&RID=8SD7D24101N"",""NR_117127.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,339,524,99%,9e-93,90.87,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117126.1?report=genbank&log$=nucltop&blast_rank=47&RID=8SD7D24101N"",""NR_117126.1"")"
"Faecalicatena fissicatena 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,339,524,99%,9e-93,90.87,1526,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117563.1?report=genbank&log$=nucltop&blast_rank=48&RID=8SD7D24101N"",""NR_117563.1"")"
"Faecalicatena contorta strain DSM 3982 16S ribosomal RNA, partial sequence",Faecalicatena contorta,339,524,99%,9e-93,90.87,1521,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104803.1?report=genbank&log$=nucltop&blast_rank=49&RID=8SD7D24101N"",""NR_104803.1"")"
"Faecalicatena fissicatena strain DSM 3598 16S ribosomal RNA, partial sequence",Faecalicatena fissicatena,339,524,99%,9e-93,90.87,1522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104800.1?report=genbank&log$=nucltop&blast_rank=50&RID=8SD7D24101N"",""NR_104800.1"")"
"Ruminococcus lactaris ATCC 29176 16S ribosomal RNA, partial sequence",[Ruminococcus] lactaris ATCC 29176,339,535,99%,9e-93,90.91,1402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027579.1?report=genbank&log$=nucltop&blast_rank=51&RID=8SD7D24101N"",""NR_027579.1"")"
"Butyrivibrio crossotus strain DSM 2876 16S ribosomal RNA, partial sequence",Butyrivibrio crossotus,339,541,99%,9e-93,90.94,1511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104735.1?report=genbank&log$=nucltop&blast_rank=52&RID=8SD7D24101N"",""NR_104735.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,333,530,99%,4e-91,90.51,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163634.1?report=genbank&log$=nucltop&blast_rank=53&RID=8SD7D24101N"",""NR_163634.1"")"
"Blautia producta ATCC 27340 = DSM 2950 16S ribosomal RNA, partial sequence",Blautia producta ATCC 27340 = DSM 2950,333,530,99%,4e-91,90.55,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119217.1?report=genbank&log$=nucltop&blast_rank=54&RID=8SD7D24101N"",""NR_119217.1"")"
"Blautia marasmi strain Marseille-P2377 16S ribosomal RNA, partial sequence",Blautia marasmi,333,530,99%,4e-91,90.51,1496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147395.1?report=genbank&log$=nucltop&blast_rank=55&RID=8SD7D24101N"",""NR_147395.1"")"
"Blautia glucerasea strain HFTH-1 16S ribosomal RNA, partial sequence",Blautia glucerasea,333,530,99%,4e-91,90.51,1468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112789.1?report=genbank&log$=nucltop&blast_rank=56&RID=8SD7D24101N"",""NR_112789.1"")"
"Blautia hansenii DSM 20583 strain JCM 14655 16S ribosomal RNA, partial sequence",Blautia hansenii DSM 20583,333,530,99%,4e-91,90.51,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104687.1?report=genbank&log$=nucltop&blast_rank=57&RID=8SD7D24101N"",""NR_104687.1"")"
"Blautia producta strain 2396 16S ribosomal RNA, partial sequence",Blautia producta,333,530,99%,4e-91,90.55,1427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036776.1?report=genbank&log$=nucltop&blast_rank=58&RID=8SD7D24101N"",""NR_036776.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,333,519,99%,4e-91,90.48,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117130.1?report=genbank&log$=nucltop&blast_rank=59&RID=8SD7D24101N"",""NR_117130.1"")"
"Faecalicatena orotica strain DSM 1287 16S ribosomal RNA, partial sequence",Faecalicatena orotica,333,519,99%,4e-91,90.48,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117129.1?report=genbank&log$=nucltop&blast_rank=60&RID=8SD7D24101N"",""NR_117129.1"")"
"Blautia producta ATCC 27340 = DSM 2950 strain JCM 1471 16S ribosomal RNA, partial sequence",Blautia producta ATCC 27340 = DSM 2950,333,530,99%,4e-91,90.55,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113270.1?report=genbank&log$=nucltop&blast_rank=61&RID=8SD7D24101N"",""NR_113270.1"")"
"Blautia stercoris strain GAM6-1 16S ribosomal RNA, partial sequence",Blautia stercoris,333,530,99%,4e-91,90.51,1372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117867.1?report=genbank&log$=nucltop&blast_rank=62&RID=8SD7D24101N"",""NR_117867.1"")"
"Blautia glucerasea strain JCM 17039 16S ribosomal RNA, partial sequence",Blautia glucerasea,333,530,99%,4e-91,90.51,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113231.1?report=genbank&log$=nucltop&blast_rank=63&RID=8SD7D24101N"",""NR_113231.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,333,530,99%,4e-91,90.51,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163638.1?report=genbank&log$=nucltop&blast_rank=64&RID=8SD7D24101N"",""NR_163638.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,333,530,99%,4e-91,90.51,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163637.1?report=genbank&log$=nucltop&blast_rank=65&RID=8SD7D24101N"",""NR_163637.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,333,530,99%,4e-91,90.51,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163636.1?report=genbank&log$=nucltop&blast_rank=66&RID=8SD7D24101N"",""NR_163636.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,333,530,99%,4e-91,90.51,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163635.1?report=genbank&log$=nucltop&blast_rank=67&RID=8SD7D24101N"",""NR_163635.1"")"
"Blautia faecis strain M25 16S ribosomal RNA, partial sequence",Blautia faecis,333,530,99%,4e-91,90.51,1262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109014.1?report=genbank&log$=nucltop&blast_rank=68&RID=8SD7D24101N"",""NR_109014.1"")"
"Mordavella massiliensis strain Marseille-P3246 16S ribosomal RNA, partial sequence",Mordavella massiliensis,333,519,99%,4e-91,90.55,1498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147406.1?report=genbank&log$=nucltop&blast_rank=69&RID=8SD7D24101N"",""NR_147406.1"")"
"Blautia coccoides strain JCM 1395 16S ribosomal RNA, partial sequence",Blautia coccoides,333,530,99%,4e-91,90.55,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104700.1?report=genbank&log$=nucltop&blast_rank=70&RID=8SD7D24101N"",""NR_104700.1"")"
"Tyzzerella nexilis DSM 1787 16S ribosomal RNA, partial sequence",Tyzzerella nexilis DSM 1787,331,517,99%,2e-90,90.48,1517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_029248.1?report=genbank&log$=nucltop&blast_rank=71&RID=8SD7D24101N"",""NR_029248.1"")"
"Anaerocolumna aminovalerica strain DSM 1283 16S ribosomal RNA, partial sequence",Anaerocolumna aminovalerica,329,528,99%,6e-90,90.16,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_029245.1?report=genbank&log$=nucltop&blast_rank=72&RID=8SD7D24101N"",""NR_029245.1"")"
"Frisingicoccus caecimuris strain PG-426-CC-1 16S ribosomal RNA, partial sequence",Frisingicoccus caecimuris,327,508,99%,2e-89,90.08,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144612.1?report=genbank&log$=nucltop&blast_rank=73&RID=8SD7D24101N"",""NR_144612.1"")"
"Blautia luti strain BInIX 16S ribosomal RNA, partial sequence",Blautia luti,327,524,99%,2e-89,90.16,1308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041960.1?report=genbank&log$=nucltop&blast_rank=74&RID=8SD7D24101N"",""NR_041960.1"")"
"[Clostridium] asparagiforme strain N6 16S ribosomal RNA, partial sequence",Enterocloster asparagiformis,327,530,99%,2e-89,90.20,1468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042200.1?report=genbank&log$=nucltop&blast_rank=75&RID=8SD7D24101N"",""NR_042200.1"")"
"Sporobacterium olearium strain SR1 16S ribosomal RNA, partial sequence",Sporobacterium olearium,327,508,99%,2e-89,90.08,1511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024967.1?report=genbank&log$=nucltop&blast_rank=76&RID=8SD7D24101N"",""NR_024967.1"")"
"[Clostridium] lavalense strain CCRI-9842 16S ribosomal RNA, partial sequence",Enterocloster lavalensis,327,530,99%,2e-89,90.20,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044289.1?report=genbank&log$=nucltop&blast_rank=77&RID=8SD7D24101N"",""NR_044289.1"")"
"Mobilitalea sibirica strain P3M-3 16S ribosomal RNA, partial sequence",Mobilitalea sibirica,322,513,99%,9e-88,89.68,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134091.1?report=genbank&log$=nucltop&blast_rank=78&RID=8SD7D24101N"",""NR_134091.1"")"
"[Clostridium] citroniae strain RMA 16102 16S ribosomal RNA, partial sequence",Enterocloster citroniae,322,513,99%,9e-88,89.68,1420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043681.1?report=genbank&log$=nucltop&blast_rank=79&RID=8SD7D24101N"",""NR_043681.1"")"
"Blautia wexlerae DSM 19850 16S ribosomal RNA, partial sequence",Blautia wexlerae DSM 19850,322,519,99%,9e-88,89.68,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044054.1?report=genbank&log$=nucltop&blast_rank=80&RID=8SD7D24101N"",""NR_044054.1"")"
"Blautia luti DSM 14534 16S ribosomal RNA, partial sequence",Blautia luti DSM 14534,318,515,99%,1e-86,89.29,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114315.1?report=genbank&log$=nucltop&blast_rank=81&RID=8SD7D24101N"",""NR_114315.1"")"
"Muricomes intestini strain 2PG-424-CC-1 16S ribosomal RNA, partial sequence",Muricomes intestini,316,502,99%,4e-86,89.33,1431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144617.1?report=genbank&log$=nucltop&blast_rank=82&RID=8SD7D24101N"",""NR_144617.1"")"
"[Clostridium] clostridioforme strain ATCC 25537 16S ribosomal RNA, partial sequence",Enterocloster clostridioformis,316,508,99%,4e-86,89.29,1310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118128.1?report=genbank&log$=nucltop&blast_rank=83&RID=8SD7D24101N"",""NR_118128.1"")"
"[Clostridium] bolteae strain JCM 12243 16S ribosomal RNA, partial sequence",Enterocloster bolteae,316,508,99%,4e-86,89.29,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113410.1?report=genbank&log$=nucltop&blast_rank=84&RID=8SD7D24101N"",""NR_113410.1"")"
"Bariatricus massiliensis strain AT12 16S ribosomal RNA, partial sequence",Bariatricus massiliensis,316,316,68%,4e-86,89.33,1496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144735.1?report=genbank&log$=nucltop&blast_rank=85&RID=8SD7D24101N"",""NR_144735.1"")"
"Sellimonas intestinalis strain BR72 16S ribosomal RNA, partial sequence",Sellimonas intestinalis,316,508,99%,4e-86,89.33,1345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148624.1?report=genbank&log$=nucltop&blast_rank=86&RID=8SD7D24101N"",""NR_148624.1"")"
"Drancourtella massiliensis strain GD1 16S ribosomal RNA, partial sequence",Drancourtella massiliensis,316,508,99%,4e-86,89.33,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144722.1?report=genbank&log$=nucltop&blast_rank=87&RID=8SD7D24101N"",""NR_144722.1"")"
