Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Gabonia massiliensis strain GM3 16S ribosomal RNA, partial sequence",Gabonia massiliensis,248,248,99%,1e-65,84.58,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144725.1?report=genbank&log$=nucltop&blast_rank=13&RID=8SCGKPPM016"",""NR_144725.1"")"
"Porphyromonas gingivicanis strain NUM 301 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,248,248,99%,1e-65,84.71,1457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104833.1?report=genbank&log$=nucltop&blast_rank=14&RID=8SCGKPPM016"",""NR_104833.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,248,248,99%,1e-65,84.71,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112782.1?report=genbank&log$=nucltop&blast_rank=15&RID=8SCGKPPM016"",""NR_112782.1"")"
"Barnesiella intestinihominis YIT 11860 16S ribosomal RNA, partial sequence",Barnesiella intestinihominis YIT 11860,248,248,99%,1e-65,84.52,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041668.1?report=genbank&log$=nucltop&blast_rank=16&RID=8SCGKPPM016"",""NR_041668.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,248,248,99%,1e-65,84.71,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115855.1?report=genbank&log$=nucltop&blast_rank=17&RID=8SCGKPPM016"",""NR_115855.1"")"
"Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",Parabacteroides johnsonii,248,248,99%,1e-65,84.88,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041464.1?report=genbank&log$=nucltop&blast_rank=18&RID=8SCGKPPM016"",""NR_041464.1"")"
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,244,244,99%,1e-64,84.31,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=19&RID=8SCGKPPM016"",""NR_044639.1"")"
"Porphyromonas catoniae ATCC 51270 16S ribosomal RNA, partial sequence",Porphyromonas catoniae ATCC 51270,244,244,99%,1e-64,84.31,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026230.1?report=genbank&log$=nucltop&blast_rank=20&RID=8SCGKPPM016"",""NR_026230.1"")"
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,243,243,99%,5e-64,84.44,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=21&RID=8SCGKPPM016"",""NR_113208.1"")"
"Porphyromonas endodontalis strain JCM 8526 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,243,243,99%,5e-64,84.25,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113085.1?report=genbank&log$=nucltop&blast_rank=22&RID=8SCGKPPM016"",""NR_113085.1"")"
"Bacteroides caecigallinarum strain C13EG111 16S ribosomal RNA, partial sequence",Bacteroides caecigallinarum,243,243,99%,5e-64,84.19,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_145844.1?report=genbank&log$=nucltop&blast_rank=23&RID=8SCGKPPM016"",""NR_145844.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,243,243,99%,5e-64,84.25,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=24&RID=8SCGKPPM016"",""NR_109439.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,243,243,99%,5e-64,84.25,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=25&RID=8SCGKPPM016"",""NR_117913.1"")"
"Porphyromonas endodontalis strain ATCC 35406 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,243,243,99%,5e-64,84.25,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042803.1?report=genbank&log$=nucltop&blast_rank=26&RID=8SCGKPPM016"",""NR_042803.1"")"
"Parabacteroides distasonis ATCC 8503 16S ribosomal RNA, partial sequence",Parabacteroides distasonis ATCC 8503,237,237,99%,2e-62,84.05,1497,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074376.1?report=genbank&log$=nucltop&blast_rank=27&RID=8SCGKPPM016"",""NR_074376.1"")"
"Dysgonomonas alginatilytica strain HUA-2 16S ribosomal RNA, partial sequence",Dysgonomonas alginatilytica,237,237,99%,2e-62,83.79,1450,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137388.1?report=genbank&log$=nucltop&blast_rank=28&RID=8SCGKPPM016"",""NR_137388.1"")"
"Parabacteroides distasonis strain JCM 5825 16S ribosomal RNA, partial sequence",Parabacteroides distasonis,237,237,99%,2e-62,84.05,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041342.1?report=genbank&log$=nucltop&blast_rank=29&RID=8SCGKPPM016"",""NR_041342.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, complete sequence",Barnesiella viscericola,231,231,99%,1e-60,83.46,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_121773.2?report=genbank&log$=nucltop&blast_rank=30&RID=8SCGKPPM016"",""NR_121773.2"")"
"Dysgonomonas capnocytophagoides strain JCM 16697 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,231,231,99%,1e-60,83.40,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113133.1?report=genbank&log$=nucltop&blast_rank=31&RID=8SCGKPPM016"",""NR_113133.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,231,231,99%,1e-60,83.53,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=32&RID=8SCGKPPM016"",""NR_113125.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,231,231,99%,1e-60,83.66,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=33&RID=8SCGKPPM016"",""NR_113080.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,231,231,99%,1e-60,83.53,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=34&RID=8SCGKPPM016"",""NR_074140.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,231,231,99%,1e-60,83.66,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=35&RID=8SCGKPPM016"",""NR_165699.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,231,231,99%,1e-60,83.53,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=36&RID=8SCGKPPM016"",""NR_040839.1"")"
"Marinilabilia rubra strain WTE16 16S ribosomal RNA, partial sequence",Marinilabilia rubra,231,231,99%,1e-60,83.46,1444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171512.1?report=genbank&log$=nucltop&blast_rank=37&RID=8SCGKPPM016"",""NR_171512.1"")"
"Petrimonas sulfuriphila strain BN3 16S ribosomal RNA, partial sequence",Petrimonas sulfuriphila,231,231,99%,1e-60,83.40,1411,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042987.1?report=genbank&log$=nucltop&blast_rank=38&RID=8SCGKPPM016"",""NR_042987.1"")"
"Barnesiella viscericola strain C46 16S ribosomal RNA, partial sequence",Barnesiella viscericola,231,231,99%,1e-60,83.46,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041508.1?report=genbank&log$=nucltop&blast_rank=39&RID=8SCGKPPM016"",""NR_041508.1"")"
"Marinilabilia salmonicolor JCM 21150 strain NBRC 15948 16S ribosomal RNA, partial sequence",Marinilabilia salmonicolor JCM 21150,231,231,99%,1e-60,83.46,1449,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104682.1?report=genbank&log$=nucltop&blast_rank=40&RID=8SCGKPPM016"",""NR_104682.1"")"
"Anaerophaga thermohalophila DSM 12881 strain Fru22 16S ribosomal RNA, partial sequence",Anaerophaga thermohalophila DSM 12881,231,231,99%,1e-60,83.40,1512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028963.1?report=genbank&log$=nucltop&blast_rank=41&RID=8SCGKPPM016"",""NR_028963.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,228,228,99%,1e-59,83.27,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=42&RID=8SCGKPPM016"",""NR_026136.1"")"
"Dysgonomonas macrotermitis strain Dys-CH1 16S ribosomal RNA, partial sequence",Dysgonomonas macrotermitis,226,226,99%,5e-59,82.94,1419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134023.1?report=genbank&log$=nucltop&blast_rank=43&RID=8SCGKPPM016"",""NR_134023.1"")"
"Dysgonomonas mossii DSM 22836 strain JCM 16699 16S ribosomal RNA, partial sequence",Dysgonomonas mossii DSM 22836,226,226,99%,5e-59,83.20,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113135.1?report=genbank&log$=nucltop&blast_rank=44&RID=8SCGKPPM016"",""NR_113135.1"")"
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,226,226,99%,5e-59,83.20,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=45&RID=8SCGKPPM016"",""NR_113084.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,226,226,99%,5e-59,83.20,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=46&RID=8SCGKPPM016"",""NR_113081.1"")"
"Dysgonomonas oryzarvi strain Dy73 16S ribosomal RNA, partial sequence",Dysgonomonas oryzarvi,226,226,99%,5e-59,83.20,1429,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113063.1?report=genbank&log$=nucltop&blast_rank=47&RID=8SCGKPPM016"",""NR_113063.1"")"
"Marinilabilia salmonicolor JCM 21150 strain NCIMB 2216 16S ribosomal RNA, partial sequence",Marinilabilia salmonicolor JCM 21150,226,226,99%,5e-59,83.07,1258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115480.1?report=genbank&log$=nucltop&blast_rank=48&RID=8SCGKPPM016"",""NR_115480.1"")"
"Marinilabilia nitratireducens strain AK2 16S ribosomal RNA, partial sequence",Marinilabilia nitratireducens,226,226,99%,5e-59,83.07,1403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132609.1?report=genbank&log$=nucltop&blast_rank=49&RID=8SCGKPPM016"",""NR_132609.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,226,226,99%,5e-59,83.20,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=50&RID=8SCGKPPM016"",""NR_104834.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,226,226,99%,5e-59,83.20,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=51&RID=8SCGKPPM016"",""NR_115856.1"")"
"Dysgonomonas mossii strain CCUG 43457 16S ribosomal RNA, partial sequence",Dysgonomonas mossii,226,226,99%,5e-59,83.20,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025484.1?report=genbank&log$=nucltop&blast_rank=52&RID=8SCGKPPM016"",""NR_025484.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,226,226,99%,5e-59,83.20,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=53&RID=8SCGKPPM016"",""NR_026137.1"")"
"Dysgonomonas capnocytophagoides strain CDC F9047 16S ribosomal RNA, partial sequence",Dysgonomonas capnocytophagoides,222,222,99%,6e-58,82.61,1471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044778.1?report=genbank&log$=nucltop&blast_rank=54&RID=8SCGKPPM016"",""NR_044778.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,222,222,99%,6e-58,82.88,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112783.1?report=genbank&log$=nucltop&blast_rank=55&RID=8SCGKPPM016"",""NR_112783.1"")"
"Bacteroides salanitronis strain DSM 18170 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,220,220,99%,2e-57,82.68,1520,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074616.1?report=genbank&log$=nucltop&blast_rank=56&RID=8SCGKPPM016"",""NR_074616.1"")"
"Parabacteroides goldsteinii DSM 19448 = WAL 12034 strain JCM 13446 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii DSM 19448 = WAL 12034,220,220,99%,2e-57,83.08,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113076.1?report=genbank&log$=nucltop&blast_rank=57&RID=8SCGKPPM016"",""NR_113076.1"")"
"Bacteroides luti strain UasXn-3 16S ribosomal RNA, partial sequence",Bacteroides luti,220,220,99%,2e-57,82.61,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_125463.1?report=genbank&log$=nucltop&blast_rank=58&RID=8SCGKPPM016"",""NR_125463.1"")"
"Parabacteroides goldsteinii strain WAL 12034 16S ribosomal RNA, partial sequence",Parabacteroides goldsteinii,220,220,99%,2e-57,83.08,1396,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043317.1?report=genbank&log$=nucltop&blast_rank=59&RID=8SCGKPPM016"",""NR_043317.1"")"
"Thermophagus xiamenensis strain HS1 16S ribosomal RNA, partial sequence",Thermophagus xiamenensis,220,220,99%,2e-57,82.54,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_108181.1?report=genbank&log$=nucltop&blast_rank=60&RID=8SCGKPPM016"",""NR_108181.1"")"
"Bacteroides salanitronis strain BL78 16S ribosomal RNA, partial sequence",Phocaeicola salanitronis,220,220,99%,2e-57,82.68,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041447.1?report=genbank&log$=nucltop&blast_rank=61&RID=8SCGKPPM016"",""NR_041447.1"")"
"Parabacteroides faecis strain 157 16S ribosomal RNA, partial sequence",Parabacteroides faecis,215,215,99%,1e-55,82.56,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134785.1?report=genbank&log$=nucltop&blast_rank=62&RID=8SCGKPPM016"",""NR_134785.1"")"
"Falsiporphyromonas endometrii strain LMM 40 16S ribosomal RNA, partial sequence",Falsiporphyromonas endometrii,215,215,99%,1e-55,82.42,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133742.1?report=genbank&log$=nucltop&blast_rank=63&RID=8SCGKPPM016"",""NR_133742.1"")"
"Fermentimonas caenicola strain ING2-E5B 16S ribosomal RNA, partial sequence",Fermentimonas caenicola,215,215,99%,1e-55,82.42,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148809.1?report=genbank&log$=nucltop&blast_rank=64&RID=8SCGKPPM016"",""NR_148809.1"")"
"Lascolabacillus massiliensis strain SIT8 16S ribosomal RNA, partial sequence",Lascolabacillus massiliensis,215,215,99%,1e-55,82.42,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144720.1?report=genbank&log$=nucltop&blast_rank=65&RID=8SCGKPPM016"",""NR_144720.1"")"
"Bacteroides ihuae strain Marseille-P2824 16S ribosomal RNA, partial sequence",Bacteroides ihuae,215,215,99%,1e-55,82.21,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147391.1?report=genbank&log$=nucltop&blast_rank=66&RID=8SCGKPPM016"",""NR_147391.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,215,215,99%,1e-55,82.56,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=67&RID=8SCGKPPM016"",""NR_113090.1"")"
"Porphyromonas gulae strain JCM 13865 16S ribosomal RNA, partial sequence",Porphyromonas gulae,215,215,99%,1e-55,82.76,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113088.1?report=genbank&log$=nucltop&blast_rank=68&RID=8SCGKPPM016"",""NR_113088.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,215,215,99%,1e-55,82.42,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=69&RID=8SCGKPPM016"",""NR_164950.1"")"
"Porphyromonas loveana strain UQD444 16S ribosomal RNA, partial sequence",Porphyromonas loveana,215,215,99%,1e-55,82.35,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152035.1?report=genbank&log$=nucltop&blast_rank=70&RID=8SCGKPPM016"",""NR_152035.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,215,215,99%,1e-55,82.56,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=71&RID=8SCGKPPM016"",""NR_043312.1"")"
"Parabacteroides gordonii strain MS-1 16S ribosomal RNA, partial sequence",Parabacteroides gordonii,215,215,99%,1e-55,82.63,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112835.1?report=genbank&log$=nucltop&blast_rank=72&RID=8SCGKPPM016"",""NR_112835.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain 1145589 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,215,215,99%,1e-55,82.35,1464,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026505.1?report=genbank&log$=nucltop&blast_rank=73&RID=8SCGKPPM016"",""NR_026505.1"")"
"Porphyromonas gulae strain Loup-1 16S ribosomal RNA, partial sequence",Porphyromonas gulae,215,215,99%,1e-55,82.76,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025052.1?report=genbank&log$=nucltop&blast_rank=74&RID=8SCGKPPM016"",""NR_025052.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,209,209,99%,5e-54,82.17,1475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074234.1?report=genbank&log$=nucltop&blast_rank=75&RID=8SCGKPPM016"",""NR_074234.1"")"
"Petrimonas mucosa strain ING2-E5A 16S ribosomal RNA, partial sequence",Petrimonas mucosa,209,209,99%,5e-54,81.89,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148808.1?report=genbank&log$=nucltop&blast_rank=76&RID=8SCGKPPM016"",""NR_148808.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,209,209,99%,5e-54,82.24,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=77&RID=8SCGKPPM016"",""NR_158085.1"")"
"Aureibacter tunicatorum strain A5Q-118 16S ribosomal RNA, partial sequence",Aureibacter tunicatorum,209,209,99%,5e-54,81.96,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113193.1?report=genbank&log$=nucltop&blast_rank=78&RID=8SCGKPPM016"",""NR_113193.1"")"
"Dysgonomonas gadei ATCC BAA-286 strain JCM 16698 16S ribosomal RNA, partial sequence",Dysgonomonas gadei ATCC BAA-286,209,209,99%,5e-54,81.96,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113134.1?report=genbank&log$=nucltop&blast_rank=79&RID=8SCGKPPM016"",""NR_113134.1"")"
"Porphyromonas levii DSM 23370 strain JCM 13866 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,209,209,99%,5e-54,82.17,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113089.1?report=genbank&log$=nucltop&blast_rank=80&RID=8SCGKPPM016"",""NR_113089.1"")"
"Porphyromonas gingivalis strain JCM 12257 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis,209,209,99%,5e-54,82.17,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113086.1?report=genbank&log$=nucltop&blast_rank=81&RID=8SCGKPPM016"",""NR_113086.1"")"
"Porphyromonas levii DSM 23370 strain ATCC 29147 16S ribosomal RNA, partial sequence",Porphyromonas levii DSM 23370,209,209,99%,5e-54,82.17,1375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116810.1?report=genbank&log$=nucltop&blast_rank=82&RID=8SCGKPPM016"",""NR_116810.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,209,209,99%,5e-54,82.17,1472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040838.1?report=genbank&log$=nucltop&blast_rank=83&RID=8SCGKPPM016"",""NR_040838.1"")"
"Bacteroides plebeius DSM 17135 strain M12 16S ribosomal RNA, partial sequence",Bacteroides plebeius DSM 17135,209,209,99%,5e-54,81.82,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041277.1?report=genbank&log$=nucltop&blast_rank=84&RID=8SCGKPPM016"",""NR_041277.1"")"
