Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"[Clostridium] algidixylanolyticum strain SPL73 16S ribosomal RNA, partial sequence",Lacrimispora algidixylanolytica,390,390,100%,2e-108,94.47,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028726.1?report=genbank&log$=nucltop&blast_rank=11&RID=8SD4NB2Y01N"",""NR_028726.1"")"
"Butyrivibrio crossotus strain DSM 2876 16S ribosomal RNA, partial sequence",Butyrivibrio crossotus,390,390,100%,2e-108,94.47,1511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104735.1?report=genbank&log$=nucltop&blast_rank=12&RID=8SD4NB2Y01N"",""NR_104735.1"")"
"[Clostridium] xylanolyticum strain DSM 6555 16S ribosomal RNA, partial sequence",Lacrimispora xylanolytica,390,390,100%,2e-108,94.47,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_037068.1?report=genbank&log$=nucltop&blast_rank=13&RID=8SD4NB2Y01N"",""NR_037068.1"")"
"[Clostridium] celerecrescens 18A 16S ribosomal RNA, partial sequence",[Clostridium] celerecrescens 18A,390,390,100%,2e-108,94.47,1499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026100.1?report=genbank&log$=nucltop&blast_rank=14&RID=8SD4NB2Y01N"",""NR_026100.1"")"
"[Clostridium] saccharolyticum strain WM1 16S ribosomal RNA, partial sequence",Lacrimispora saccharolytica,390,390,100%,2e-108,94.47,1499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026494.1?report=genbank&log$=nucltop&blast_rank=15&RID=8SD4NB2Y01N"",""NR_026494.1"")"
"[Desulfotomaculum] guttoideum strain DSM 4024 16S ribosomal RNA, partial sequence",Lacrimispora sphenoides,390,390,100%,2e-108,94.47,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026409.1?report=genbank&log$=nucltop&blast_rank=16&RID=8SD4NB2Y01N"",""NR_026409.1"")"
"[Clostridium] sphenoides JCM 1415 strain DSM 632 16S ribosomal RNA, partial sequence",[Clostridium] sphenoides JCM 1415,385,385,100%,8e-107,94.09,1515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119035.1?report=genbank&log$=nucltop&blast_rank=17&RID=8SD4NB2Y01N"",""NR_119035.1"")"
"[Clostridium] amygdalinum strain BR-10 16S ribosomal RNA, partial sequence",Lacrimispora amygdalina,385,385,100%,8e-107,94.07,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115211.1?report=genbank&log$=nucltop&blast_rank=18&RID=8SD4NB2Y01N"",""NR_115211.1"")"
"[Clostridium] methoxybenzovorans SR3 16S ribosomal RNA, partial sequence",[Clostridium] methoxybenzovorans SR3,385,385,100%,8e-107,94.07,1514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024917.1?report=genbank&log$=nucltop&blast_rank=19&RID=8SD4NB2Y01N"",""NR_024917.1"")"
"[Clostridium] indolis strain 7 16S ribosomal RNA, partial sequence",Lacrimispora indolis,385,385,100%,8e-107,94.07,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026493.1?report=genbank&log$=nucltop&blast_rank=20&RID=8SD4NB2Y01N"",""NR_026493.1"")"
"Bacteroides xylanolyticus strain X5-1 16S ribosomal RNA, partial sequence",Hungatella xylanolytica,379,379,100%,4e-105,93.68,1480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104899.1?report=genbank&log$=nucltop&blast_rank=21&RID=8SD4NB2Y01N"",""NR_104899.1"")"
"Lachnoclostridium pacaense strain Marseille-P3100 16S ribosomal RNA, partial sequence",Lachnoclostridium pacaense,379,379,100%,4e-105,93.68,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147396.1?report=genbank&log$=nucltop&blast_rank=22&RID=8SD4NB2Y01N"",""NR_147396.1"")"
"[Clostridium] asparagiforme strain N6 16S ribosomal RNA, partial sequence",Enterocloster asparagiformis,374,374,100%,2e-103,93.28,1468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042200.1?report=genbank&log$=nucltop&blast_rank=23&RID=8SD4NB2Y01N"",""NR_042200.1"")"
"[Clostridium] lavalense strain CCRI-9842 16S ribosomal RNA, partial sequence",Enterocloster lavalensis,374,374,100%,2e-103,93.28,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044289.1?report=genbank&log$=nucltop&blast_rank=24&RID=8SD4NB2Y01N"",""NR_044289.1"")"
"Faecalimonas umbilicata strain EGH7 16S ribosomal RNA, partial sequence",Faecalimonas umbilicata,368,368,100%,8e-102,92.89,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156907.1?report=genbank&log$=nucltop&blast_rank=25&RID=8SD4NB2Y01N"",""NR_156907.1"")"
"Hungatella hathewayi strain 1313 16S ribosomal RNA, partial sequence",Hungatella hathewayi,368,368,100%,8e-102,92.91,1431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036928.1?report=genbank&log$=nucltop&blast_rank=26&RID=8SD4NB2Y01N"",""NR_036928.1"")"
"Lactonifactor longoviformis strain ED-Mt61/PYG-s6 16S ribosomal RNA, partial sequence",Lactonifactor longoviformis,363,363,98%,4e-100,93.15,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043551.1?report=genbank&log$=nucltop&blast_rank=27&RID=8SD4NB2Y01N"",""NR_043551.1"")"
"Robinsoniella peoriensis strain PPC31 16S ribosomal RNA, partial sequence",Robinsoniella peoriensis,363,363,100%,4e-100,92.52,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041882.1?report=genbank&log$=nucltop&blast_rank=28&RID=8SD4NB2Y01N"",""NR_041882.1"")"
"Ruminococcus lactaris ATCC 29176 16S ribosomal RNA, partial sequence",[Ruminococcus] lactaris ATCC 29176,363,363,100%,4e-100,92.52,1402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027579.1?report=genbank&log$=nucltop&blast_rank=29&RID=8SD4NB2Y01N"",""NR_027579.1"")"
"Hungatella effluvii strain UB-B.2 16S ribosomal RNA, partial sequence",Hungatella effluvii,363,363,100%,4e-100,92.52,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133762.1?report=genbank&log$=nucltop&blast_rank=30&RID=8SD4NB2Y01N"",""NR_133762.1"")"
"Murimonas intestini strain SRB-530-5-H 16S ribosomal RNA, partial sequence",Murimonas intestini,357,357,100%,2e-98,92.16,1433,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134772.1?report=genbank&log$=nucltop&blast_rank=31&RID=8SD4NB2Y01N"",""NR_134772.1"")"
"Cuneatibacter caecimuris strain BARN-424-CC-10 16S ribosomal RNA, partial sequence",Cuneatibacter caecimuris,357,357,100%,2e-98,92.13,1485,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144608.1?report=genbank&log$=nucltop&blast_rank=32&RID=8SD4NB2Y01N"",""NR_144608.1"")"
"Mordavella massiliensis strain Marseille-P3246 16S ribosomal RNA, partial sequence",Mordavella massiliensis,357,357,100%,2e-98,92.09,1498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147406.1?report=genbank&log$=nucltop&blast_rank=33&RID=8SD4NB2Y01N"",""NR_147406.1"")"
"Blautia argi strain N6H1-15 16S ribosomal RNA, partial sequence",Blautia argi,357,357,100%,2e-98,92.09,1409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171444.1?report=genbank&log$=nucltop&blast_rank=34&RID=8SD4NB2Y01N"",""NR_171444.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,357,357,100%,2e-98,92.09,1528,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171392.1?report=genbank&log$=nucltop&blast_rank=35&RID=8SD4NB2Y01N"",""NR_171392.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,357,357,100%,2e-98,92.09,1531,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171390.1?report=genbank&log$=nucltop&blast_rank=36&RID=8SD4NB2Y01N"",""NR_171390.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,355,355,100%,6e-98,92.09,1530,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171388.1?report=genbank&log$=nucltop&blast_rank=37&RID=8SD4NB2Y01N"",""NR_171388.1"")"
"Muricomes intestini strain 2PG-424-CC-1 16S ribosomal RNA, partial sequence",Muricomes intestini,351,351,100%,8e-97,91.70,1431,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144617.1?report=genbank&log$=nucltop&blast_rank=38&RID=8SD4NB2Y01N"",""NR_144617.1"")"
"Extibacter muris strain 40cc-B-5824-ARE 16S ribosomal RNA, partial sequence",Extibacter muris,351,351,100%,8e-97,91.73,1436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144610.1?report=genbank&log$=nucltop&blast_rank=39&RID=8SD4NB2Y01N"",""NR_144610.1"")"
"Blautia caecimuris strain SJ18 16S ribosomal RNA, partial sequence",Blautia caecimuris,351,351,100%,8e-97,91.73,1378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144607.1?report=genbank&log$=nucltop&blast_rank=40&RID=8SD4NB2Y01N"",""NR_144607.1"")"
"Blautia luti strain BInIX 16S ribosomal RNA, partial sequence",Blautia luti,351,351,100%,8e-97,91.73,1308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041960.1?report=genbank&log$=nucltop&blast_rank=41&RID=8SD4NB2Y01N"",""NR_041960.1"")"
"Sellimonas intestinalis strain BR72 16S ribosomal RNA, partial sequence",Sellimonas intestinalis,351,351,100%,8e-97,91.73,1345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_148624.1?report=genbank&log$=nucltop&blast_rank=42&RID=8SD4NB2Y01N"",""NR_148624.1"")"
"Ruminococcus faecis JCM 15917 strain Eg2 16S ribosomal RNA, partial sequence",[Ruminococcus] faecis JCM 15917,351,351,100%,8e-97,91.73,1404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116747.1?report=genbank&log$=nucltop&blast_rank=43&RID=8SD4NB2Y01N"",""NR_116747.1"")"
"Blautia obeum ATCC 29174 16S ribosomal RNA, partial sequence",Blautia obeum ATCC 29174,351,351,100%,8e-97,91.76,1398,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118692.1?report=genbank&log$=nucltop&blast_rank=44&RID=8SD4NB2Y01N"",""NR_118692.1"")"
"Drancourtella massiliensis strain GD1 16S ribosomal RNA, partial sequence",Drancourtella massiliensis,351,351,100%,8e-97,91.73,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144722.1?report=genbank&log$=nucltop&blast_rank=45&RID=8SD4NB2Y01N"",""NR_144722.1"")"
"Blautia schinkii strain B 16S ribosomal RNA, partial sequence",Blautia schinkii,351,351,100%,8e-97,91.70,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026312.1?report=genbank&log$=nucltop&blast_rank=46&RID=8SD4NB2Y01N"",""NR_026312.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,350,350,100%,3e-96,91.70,1525,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171391.1?report=genbank&log$=nucltop&blast_rank=47&RID=8SD4NB2Y01N"",""NR_171391.1"")"
"[Ruminococcus] torques strain VPI B2-51 16S ribosomal RNA, partial sequence",[Ruminococcus] torques,348,348,100%,1e-95,91.30,1418,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036777.1?report=genbank&log$=nucltop&blast_rank=48&RID=8SD4NB2Y01N"",""NR_036777.1"")"
"Fusicatenibacter saccharivorans strain HT03-11 16S ribosomal RNA, partial sequence",Fusicatenibacter saccharivorans,346,346,100%,4e-95,91.30,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114326.1?report=genbank&log$=nucltop&blast_rank=49&RID=8SD4NB2Y01N"",""NR_114326.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,346,346,100%,4e-95,91.30,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163634.1?report=genbank&log$=nucltop&blast_rank=50&RID=8SD4NB2Y01N"",""NR_163634.1"")"
"Merdimonas faecis strain BR31 16S ribosomal RNA, partial sequence",Merdimonas faecis,346,346,100%,4e-95,91.30,1397,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_157642.1?report=genbank&log$=nucltop&blast_rank=51&RID=8SD4NB2Y01N"",""NR_157642.1"")"
"Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",Syntrophococcus sucromutans,346,346,100%,4e-95,91.30,1507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036869.2?report=genbank&log$=nucltop&blast_rank=52&RID=8SD4NB2Y01N"",""NR_036869.2"")"
"Bariatricus massiliensis strain AT12 16S ribosomal RNA, partial sequence",Bariatricus massiliensis,346,346,100%,4e-95,91.30,1496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144735.1?report=genbank&log$=nucltop&blast_rank=53&RID=8SD4NB2Y01N"",""NR_144735.1"")"
"Blautia producta ATCC 27340 = DSM 2950 16S ribosomal RNA, partial sequence",Blautia producta ATCC 27340 = DSM 2950,346,346,100%,4e-95,91.30,1482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119217.1?report=genbank&log$=nucltop&blast_rank=54&RID=8SD4NB2Y01N"",""NR_119217.1"")"
"Blautia marasmi strain Marseille-P2377 16S ribosomal RNA, partial sequence",Blautia marasmi,346,346,100%,4e-95,91.30,1496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147395.1?report=genbank&log$=nucltop&blast_rank=55&RID=8SD4NB2Y01N"",""NR_147395.1"")"
"Blautia glucerasea strain HFTH-1 16S ribosomal RNA, partial sequence",Blautia glucerasea,346,346,100%,4e-95,91.34,1468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112789.1?report=genbank&log$=nucltop&blast_rank=56&RID=8SD4NB2Y01N"",""NR_112789.1"")"
"Marvinbryantia formatexigens strain I-52 16S ribosomal RNA, partial sequence",Marvinbryantia formatexigens,346,346,100%,4e-95,91.30,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114807.1?report=genbank&log$=nucltop&blast_rank=57&RID=8SD4NB2Y01N"",""NR_114807.1"")"
"Marvinbryantia formatexigens strain I-52 16S ribosomal RNA, partial sequence",Marvinbryantia formatexigens,346,346,100%,4e-95,91.30,1456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042152.1?report=genbank&log$=nucltop&blast_rank=58&RID=8SD4NB2Y01N"",""NR_042152.1"")"
"[Clostridium] citroniae strain RMA 16102 16S ribosomal RNA, partial sequence",Enterocloster citroniae,346,346,100%,4e-95,91.30,1420,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043681.1?report=genbank&log$=nucltop&blast_rank=59&RID=8SD4NB2Y01N"",""NR_043681.1"")"
"Blautia hansenii DSM 20583 strain JCM 14655 16S ribosomal RNA, partial sequence",Blautia hansenii DSM 20583,346,346,100%,4e-95,91.30,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104687.1?report=genbank&log$=nucltop&blast_rank=60&RID=8SD4NB2Y01N"",""NR_104687.1"")"
"Blautia producta strain 2396 16S ribosomal RNA, partial sequence",Blautia producta,346,346,100%,4e-95,91.30,1427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_036776.1?report=genbank&log$=nucltop&blast_rank=61&RID=8SD4NB2Y01N"",""NR_036776.1"")"
"Blautia producta ATCC 27340 = DSM 2950 strain JCM 1471 16S ribosomal RNA, partial sequence",Blautia producta ATCC 27340 = DSM 2950,346,346,100%,4e-95,91.30,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113270.1?report=genbank&log$=nucltop&blast_rank=62&RID=8SD4NB2Y01N"",""NR_113270.1"")"
"Blautia stercoris strain GAM6-1 16S ribosomal RNA, partial sequence",Blautia stercoris,346,346,100%,4e-95,91.30,1372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117867.1?report=genbank&log$=nucltop&blast_rank=63&RID=8SD4NB2Y01N"",""NR_117867.1"")"
"Blautia glucerasea strain JCM 17039 16S ribosomal RNA, partial sequence",Blautia glucerasea,346,346,100%,4e-95,91.34,1491,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113231.1?report=genbank&log$=nucltop&blast_rank=64&RID=8SD4NB2Y01N"",""NR_113231.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,346,346,100%,4e-95,91.30,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163638.1?report=genbank&log$=nucltop&blast_rank=65&RID=8SD4NB2Y01N"",""NR_163638.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,346,346,100%,4e-95,91.30,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163637.1?report=genbank&log$=nucltop&blast_rank=66&RID=8SD4NB2Y01N"",""NR_163637.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,346,346,100%,4e-95,91.30,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163636.1?report=genbank&log$=nucltop&blast_rank=67&RID=8SD4NB2Y01N"",""NR_163636.1"")"
"Blautia hominis strain KB1 16S ribosomal RNA, partial sequence",Blautia hominis,346,346,100%,4e-95,91.30,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_163635.1?report=genbank&log$=nucltop&blast_rank=68&RID=8SD4NB2Y01N"",""NR_163635.1"")"
"Blautia faecis strain M25 16S ribosomal RNA, partial sequence",Blautia faecis,346,346,100%,4e-95,91.37,1262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109014.1?report=genbank&log$=nucltop&blast_rank=69&RID=8SD4NB2Y01N"",""NR_109014.1"")"
"Syntrophococcus sucromutans strain S195 16S ribosomal RNA, partial sequence",Syntrophococcus sucromutans,346,346,100%,4e-95,91.30,1380,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118354.1?report=genbank&log$=nucltop&blast_rank=70&RID=8SD4NB2Y01N"",""NR_118354.1"")"
"Blautia argi strain KCTC 15426 16S ribosomal RNA, complete sequence",Blautia argi,346,346,100%,4e-95,91.37,1532,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_171389.1?report=genbank&log$=nucltop&blast_rank=71&RID=8SD4NB2Y01N"",""NR_171389.1"")"
"Acetatifactor muris strain CT-m2 16S ribosomal RNA, partial sequence",Acetatifactor muris,346,346,100%,4e-95,91.30,1376,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117905.1?report=genbank&log$=nucltop&blast_rank=72&RID=8SD4NB2Y01N"",""NR_117905.1"")"
"Blautia coccoides strain JCM 1395 16S ribosomal RNA, partial sequence",Blautia coccoides,346,346,100%,4e-95,91.30,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104700.1?report=genbank&log$=nucltop&blast_rank=73&RID=8SD4NB2Y01N"",""NR_104700.1"")"
"Coprococcus comes ATCC 27758 16S ribosomal RNA, partial sequence",Coprococcus comes ATCC 27758,346,346,100%,4e-95,91.30,1453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044048.1?report=genbank&log$=nucltop&blast_rank=74&RID=8SD4NB2Y01N"",""NR_044048.1"")"
"[Clostridium] clostridioforme strain ATCC 25537 16S ribosomal RNA, partial sequence",Enterocloster clostridioformis,340,340,100%,2e-93,90.91,1310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118128.1?report=genbank&log$=nucltop&blast_rank=75&RID=8SD4NB2Y01N"",""NR_118128.1"")"
"[Clostridium] bolteae strain JCM 12243 16S ribosomal RNA, partial sequence",Enterocloster bolteae,340,340,100%,2e-93,90.91,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113410.1?report=genbank&log$=nucltop&blast_rank=76&RID=8SD4NB2Y01N"",""NR_113410.1"")"
"Syntrophococcus sucromutans strain DSM 3224 16S ribosomal RNA, partial sequence",Syntrophococcus sucromutans,340,340,100%,2e-93,90.91,1461,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119287.1?report=genbank&log$=nucltop&blast_rank=77&RID=8SD4NB2Y01N"",""NR_119287.1"")"
"Eisenbergiella massiliensis strain AT11 16S ribosomal RNA, partial sequence",Eisenbergiella massiliensis,340,340,100%,2e-93,90.98,1495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144731.1?report=genbank&log$=nucltop&blast_rank=78&RID=8SD4NB2Y01N"",""NR_144731.1"")"
"[Clostridium] hylemonae DSM 15053 strain TN-271 16S ribosomal RNA, partial sequence",[Clostridium] hylemonae DSM 15053,340,340,100%,2e-93,90.94,1377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112089.1?report=genbank&log$=nucltop&blast_rank=79&RID=8SD4NB2Y01N"",""NR_112089.1"")"
"Anaerosporobacter mobilis strain IMSNU 40011 16S ribosomal RNA, partial sequence",Anaerosporobacter mobilis,340,340,100%,2e-93,90.91,1390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042953.1?report=genbank&log$=nucltop&blast_rank=80&RID=8SD4NB2Y01N"",""NR_042953.1"")"
"[Clostridium] bolteae strain 16351 16S ribosomal RNA, partial sequence",Enterocloster bolteae,340,340,100%,2e-93,90.91,1498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025567.1?report=genbank&log$=nucltop&blast_rank=81&RID=8SD4NB2Y01N"",""NR_025567.1"")"
"Anaerocolumna xylanovorans strain HESP1 16S ribosomal RNA, partial sequence",Anaerocolumna xylanovorans,340,340,100%,2e-93,90.91,1533,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_028740.1?report=genbank&log$=nucltop&blast_rank=82&RID=8SD4NB2Y01N"",""NR_028740.1"")"
"Blautia faecicola strain KGMB01111 16S ribosomal RNA, complete sequence",Blautia faecicola,340,340,100%,2e-93,90.91,1534,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_170495.1?report=genbank&log$=nucltop&blast_rank=83&RID=8SD4NB2Y01N"",""NR_170495.1"")"
"[Ruminococcus] torques strain GIFU 12126 16S ribosomal RNA, partial sequence",[Ruminococcus] torques,339,339,97%,6e-93,91.13,1385,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115502.1?report=genbank&log$=nucltop&blast_rank=84&RID=8SD4NB2Y01N"",""NR_115502.1"")"
"[Clostridium] hylemonae strain TN-272 16S ribosomal RNA, partial sequence",[Clostridium] hylemonae,339,339,100%,6e-93,90.94,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024719.1?report=genbank&log$=nucltop&blast_rank=85&RID=8SD4NB2Y01N"",""NR_024719.1"")"
