Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,217,217,99%,3e-56,82.35,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=65&RID=44RWUJPW013"",""NR_044639.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,217,217,99%,3e-56,82.35,1430,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112783.1?report=genbank&log$=nucltop&blast_rank=66&RID=44RWUJPW013"",""NR_112783.1"")"
"Parabacteroides chongii strain YMC B3181 16S ribosomal RNA, partial sequence",Parabacteroides chongii,215,215,99%,1e-55,82.35,1523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165699.1?report=genbank&log$=nucltop&blast_rank=67&RID=44RWUJPW013"",""NR_165699.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,215,215,99%,1e-55,82.28,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=68&RID=44RWUJPW013"",""NR_040839.1"")"
"Hymenobacter nivis strain NBRC 111535 16S ribosomal RNA, partial sequence",Hymenobacter nivis,215,215,99%,1e-55,82.35,1438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152676.1?report=genbank&log$=nucltop&blast_rank=69&RID=44RWUJPW013"",""NR_152676.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,215,215,99%,1e-55,82.28,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=70&RID=44RWUJPW013"",""NR_144704.1"")"
"Hymenobacter coccineus strain CCM 8649 16S ribosomal RNA, partial sequence",Hymenobacter coccineus,215,215,99%,1e-55,82.35,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_156972.1?report=genbank&log$=nucltop&blast_rank=71&RID=44RWUJPW013"",""NR_156972.1"")"
"Pontibacter brevis strain XAAS-2 16S ribosomal RNA, partial sequence",Pontibacter brevis,215,215,99%,1e-55,82.28,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159274.1?report=genbank&log$=nucltop&blast_rank=72&RID=44RWUJPW013"",""NR_159274.1"")"
"Coprobacter fastidiosus NSB1 16S ribosomal RNA, partial sequence",Coprobacter fastidiosus NSB1,215,215,99%,1e-55,82.28,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118316.1?report=genbank&log$=nucltop&blast_rank=73&RID=44RWUJPW013"",""NR_118316.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,215,215,99%,1e-55,82.28,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=74&RID=44RWUJPW013"",""NR_074140.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,215,215,99%,1e-55,82.28,1516,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074577.1?report=genbank&log$=nucltop&blast_rank=75&RID=44RWUJPW013"",""NR_074577.1"")"
"Pontibacter xinjiangensis strain 311-10 16S ribosomal RNA, partial sequence",Pontibacter xinjiangensis,215,215,99%,1e-55,82.28,1448,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116530.1?report=genbank&log$=nucltop&blast_rank=76&RID=44RWUJPW013"",""NR_116530.1"")"
"Pontibacter rhizosphera strain IMTB-1969 16S ribosomal RNA, partial sequence",Pontibacter rhizosphera,215,215,99%,1e-55,82.28,1467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132603.1?report=genbank&log$=nucltop&blast_rank=77&RID=44RWUJPW013"",""NR_132603.1"")"
"Pontibacter korlensis strain X14-1 16S ribosomal RNA, partial sequence",Pontibacter korlensis,215,215,99%,1e-55,82.28,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044004.1?report=genbank&log$=nucltop&blast_rank=78&RID=44RWUJPW013"",""NR_044004.1"")"
"Bacteroides cellulosilyticus DSM 14838 strain CRE21 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus DSM 14838,215,215,99%,1e-55,82.28,1426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042203.1?report=genbank&log$=nucltop&blast_rank=79&RID=44RWUJPW013"",""NR_042203.1"")"
"Paludibacter propionicigenes WB4 16S ribosomal RNA, partial sequence",Paludibacter propionicigenes WB4,215,215,99%,1e-55,82.28,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040925.1?report=genbank&log$=nucltop&blast_rank=80&RID=44RWUJPW013"",""NR_040925.1"")"
"Pedobacter rhizosphaerae strain 01-96 16S ribosomal RNA, partial sequence",Pedobacter rhizosphaerae,215,215,99%,1e-55,82.28,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_122096.1?report=genbank&log$=nucltop&blast_rank=81&RID=44RWUJPW013"",""NR_122096.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,215,215,99%,1e-55,82.28,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=82&RID=44RWUJPW013"",""NR_113125.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,215,215,99%,1e-55,82.42,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=83&RID=44RWUJPW013"",""NR_113080.1"")"
"Bacteroides cellulosilyticus strain JCM 15632 16S ribosomal RNA, partial sequence",Bacteroides cellulosilyticus,215,215,99%,1e-55,82.28,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112933.1?report=genbank&log$=nucltop&blast_rank=84&RID=44RWUJPW013"",""NR_112933.1"")"
"Porphyromonas macacae strain 7728-L6C 16S ribosomal RNA, partial sequence",Porphyromonas macacae,211,211,99%,1e-54,81.89,1473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_025908.1?report=genbank&log$=nucltop&blast_rank=85&RID=44RWUJPW013"",""NR_025908.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,211,211,99%,1e-54,82.03,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=86&RID=44RWUJPW013"",""NR_026136.1"")"
