Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Pontibacter jeungdoensis strain HMD3125 16S ribosomal RNA, partial sequence",Pontibacter jeungdoensis,246,246,100%,4e-65,84.50,1399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_132696.1?report=genbank&log$=nucltop&blast_rank=22&RID=44S26TUS013"",""NR_132696.1"")"
"Paraprevotella clara strain JCM 14859 16S ribosomal RNA, partial sequence",Paraprevotella clara,244,244,100%,1e-64,84.25,1480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113077.1?report=genbank&log$=nucltop&blast_rank=23&RID=44S26TUS013"",""NR_113077.1"")"
"Paraprevotella clara YIT 11840 16S ribosomal RNA, partial sequence",Paraprevotella clara YIT 11840,244,244,100%,1e-64,84.25,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041626.1?report=genbank&log$=nucltop&blast_rank=24&RID=44S26TUS013"",""NR_041626.1"")"
"Pontibacter toksunensis strain ZLD-7 16S ribosomal RNA, partial sequence",Pontibacter toksunensis,241,241,100%,2e-63,84.11,1412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_135706.1?report=genbank&log$=nucltop&blast_rank=25&RID=44S26TUS013"",""NR_135706.1"")"
"Falsiporphyromonas endometrii strain LMM 40 16S ribosomal RNA, partial sequence",Falsiporphyromonas endometrii,241,241,100%,2e-63,84.05,1459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133742.1?report=genbank&log$=nucltop&blast_rank=26&RID=44S26TUS013"",""NR_133742.1"")"
"Pedobacter nanyangensis strain Q-4 16S ribosomal RNA, partial sequence",Pedobacter nanyangensis,241,241,100%,2e-63,83.92,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_137392.1?report=genbank&log$=nucltop&blast_rank=27&RID=44S26TUS013"",""NR_137392.1"")"
"Porphyromonas cangingivalis strain JCM 15983 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,241,241,100%,2e-63,83.98,1493,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113080.1?report=genbank&log$=nucltop&blast_rank=28&RID=44S26TUS013"",""NR_113080.1"")"
"Paraprevotella xylaniphila strain JCM 14860 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila,239,239,100%,6e-63,83.86,1488,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113078.1?report=genbank&log$=nucltop&blast_rank=29&RID=44S26TUS013"",""NR_113078.1"")"
"Paraprevotella xylaniphila YIT 11841 16S ribosomal RNA, partial sequence",Paraprevotella xylaniphila YIT 11841,239,239,100%,6e-63,83.86,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041627.1?report=genbank&log$=nucltop&blast_rank=30&RID=44S26TUS013"",""NR_041627.1"")"
"Porphyromonas cangingivalis strain VPB 4874 16S ribosomal RNA, partial sequence",Porphyromonas cangingivalis,237,237,100%,2e-62,83.59,1484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026136.1?report=genbank&log$=nucltop&blast_rank=31&RID=44S26TUS013"",""NR_026136.1"")"
"Parabacteroides merdae ATCC 43184 16S ribosomal RNA, partial sequence",Parabacteroides merdae ATCC 43184,235,235,100%,8e-62,83.53,1405,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_119166.1?report=genbank&log$=nucltop&blast_rank=32&RID=44S26TUS013"",""NR_119166.1"")"
"Pontibacter beigongshangensis strain T6-1 16S ribosomal RNA, partial sequence",Pontibacter beigongshangensis,235,235,100%,8e-62,83.59,1443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_165736.1?report=genbank&log$=nucltop&blast_rank=33&RID=44S26TUS013"",""NR_165736.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,235,235,100%,8e-62,83.53,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040839.1?report=genbank&log$=nucltop&blast_rank=34&RID=44S26TUS013"",""NR_040839.1"")"
"Parapedobacter lycopersici strain T16R-256 16S ribosomal RNA, partial sequence",Parapedobacter lycopersici,235,235,100%,8e-62,83.59,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_158085.1?report=genbank&log$=nucltop&blast_rank=35&RID=44S26TUS013"",""NR_158085.1"")"
"Bacteroides stercoris ATCC 43183 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,235,235,100%,8e-62,83.46,1342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_027196.1?report=genbank&log$=nucltop&blast_rank=36&RID=44S26TUS013"",""NR_027196.1"")"
"Parabacteroides chartae strain NS31-3 16S ribosomal RNA, partial sequence",Parabacteroides chartae,235,235,100%,8e-62,83.53,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_109439.1?report=genbank&log$=nucltop&blast_rank=37&RID=44S26TUS013"",""NR_109439.1"")"
"Bacteroides caecigallinarum strain C13EG111 16S ribosomal RNA, partial sequence",Bacteroides caecigallinarum,235,235,100%,8e-62,83.53,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_145844.1?report=genbank&log$=nucltop&blast_rank=38&RID=44S26TUS013"",""NR_145844.1"")"
"Porphyromonas gingivicanis strain NUM 301 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,235,235,100%,8e-62,83.66,1457,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104833.1?report=genbank&log$=nucltop&blast_rank=39&RID=44S26TUS013"",""NR_104833.1"")"
"Coprobacter fastidiosus NSB1 16S ribosomal RNA, partial sequence",Coprobacter fastidiosus NSB1,235,235,100%,8e-62,83.53,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_118316.1?report=genbank&log$=nucltop&blast_rank=40&RID=44S26TUS013"",""NR_118316.1"")"
"Tannerella forsythia strain ATCC 43037 16S ribosomal RNA, partial sequence",Tannerella forsythia,235,235,100%,8e-62,83.53,1451,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_074140.1?report=genbank&log$=nucltop&blast_rank=41&RID=44S26TUS013"",""NR_074140.1"")"
"Parabacteroides chinchillae strain JCM 17104 16S ribosomal RNA, partial sequence",Parabacteroides chinchillae,235,235,100%,8e-62,83.53,1489,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113208.1?report=genbank&log$=nucltop&blast_rank=42&RID=44S26TUS013"",""NR_113208.1"")"
"Macellibacteroides fermentans strain LIND7H 16S ribosomal RNA, partial sequence",Macellibacteroides fermentans,235,235,100%,8e-62,83.53,1502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_117913.1?report=genbank&log$=nucltop&blast_rank=43&RID=44S26TUS013"",""NR_117913.1"")"
"Porphyromonas somerae DSM 23386 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,235,235,100%,8e-62,83.59,1466,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043312.1?report=genbank&log$=nucltop&blast_rank=44&RID=44S26TUS013"",""NR_043312.1"")"
"Parabacteroides merdae strain JCM 9497 16S ribosomal RNA, partial sequence",Parabacteroides merdae,235,235,100%,8e-62,83.53,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041343.1?report=genbank&log$=nucltop&blast_rank=45&RID=44S26TUS013"",""NR_041343.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,235,235,100%,8e-62,83.66,1228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115855.1?report=genbank&log$=nucltop&blast_rank=46&RID=44S26TUS013"",""NR_115855.1"")"
"Parapedobacter koreensis strain Jip14 16S ribosomal RNA, partial sequence",Parapedobacter koreensis,235,235,100%,8e-62,83.66,1481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_043933.1?report=genbank&log$=nucltop&blast_rank=47&RID=44S26TUS013"",""NR_043933.1"")"
"Tannerella forsythia strain JCM 10827 16S ribosomal RNA, partial sequence",Tannerella forsythia,235,235,100%,8e-62,83.53,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113125.1?report=genbank&log$=nucltop&blast_rank=48&RID=44S26TUS013"",""NR_113125.1"")"
"Porphyromonas somerae DSM 23386 strain JCM 13867 16S ribosomal RNA, partial sequence",Porphyromonas somerae DSM 23386,235,235,100%,8e-62,83.59,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113090.1?report=genbank&log$=nucltop&blast_rank=49&RID=44S26TUS013"",""NR_113090.1"")"
"Porphyromonas gingivicanis strain JCM 15907 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,235,235,100%,8e-62,83.66,1494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113087.1?report=genbank&log$=nucltop&blast_rank=50&RID=44S26TUS013"",""NR_113087.1"")"
"Bacteroides stercoris ATCC 43183 strain JCM 9496 16S ribosomal RNA, partial sequence",Bacteroides stercoris ATCC 43183,235,235,100%,8e-62,83.46,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112943.1?report=genbank&log$=nucltop&blast_rank=51&RID=44S26TUS013"",""NR_112943.1"")"
"Porphyromonas gingivicanis strain ATCC 55562 16S ribosomal RNA, partial sequence",Porphyromonas gingivicanis,235,235,100%,8e-62,83.66,1423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_112782.1?report=genbank&log$=nucltop&blast_rank=52&RID=44S26TUS013"",""NR_112782.1"")"
"Pontibacter ruber strain JC213 16S ribosomal RNA, partial sequence",Pontibacter ruber,230,230,100%,4e-60,83.33,1355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133823.1?report=genbank&log$=nucltop&blast_rank=53&RID=44S26TUS013"",""NR_133823.1"")"
"Pontibacter diazotrophicus strain H4X 16S ribosomal RNA, partial sequence",Pontibacter diazotrophicus,230,230,100%,4e-60,83.33,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_126288.1?report=genbank&log$=nucltop&blast_rank=54&RID=44S26TUS013"",""NR_126288.1"")"
"Pontibacter chitinilyticus strain 17gy-14 16S ribosomal RNA, partial sequence",Pontibacter chitinilyticus,230,230,100%,4e-60,83.40,1487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164952.1?report=genbank&log$=nucltop&blast_rank=55&RID=44S26TUS013"",""NR_164952.1"")"
"Dysgonomonas massiliensis strain Marseille-P4356 16S ribosomal RNA, partial sequence",Dysgonomonas massiliensis,230,230,100%,4e-60,83.20,1519,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_164950.1?report=genbank&log$=nucltop&blast_rank=56&RID=44S26TUS013"",""NR_164950.1"")"
"Parapedobacter defluvii strain WY-1 16S ribosomal RNA, partial sequence",Parapedobacter defluvii,230,230,100%,4e-60,83.20,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_159131.1?report=genbank&log$=nucltop&blast_rank=57&RID=44S26TUS013"",""NR_159131.1"")"
"Parapedobacter deserti strain N5SSJ16 16S ribosomal RNA, partial sequence",Parapedobacter deserti,230,230,100%,4e-60,83.27,1413,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_157620.1?report=genbank&log$=nucltop&blast_rank=58&RID=44S26TUS013"",""NR_157620.1"")"
"Nubsella zeaxanthinifaciens strain NBRC 102579 16S ribosomal RNA, partial sequence",Nubsella zeaxanthinifaciens,230,230,100%,4e-60,83.14,1445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_114146.1?report=genbank&log$=nucltop&blast_rank=59&RID=44S26TUS013"",""NR_114146.1"")"
"Pontibacter mucosus strain PB3 16S ribosomal RNA, partial sequence",Pontibacter mucosus,230,230,100%,4e-60,83.33,1432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_149281.1?report=genbank&log$=nucltop&blast_rank=60&RID=44S26TUS013"",""NR_149281.1"")"
"Rufibacter glacialis strain MDT1-10-3 16S ribosomal RNA, partial sequence",Rufibacter glacialis,230,230,100%,4e-60,83.40,1460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_147754.1?report=genbank&log$=nucltop&blast_rank=61&RID=44S26TUS013"",""NR_147754.1"")"
"Porphyromonas crevioricanis strain NUM 402 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,230,230,100%,4e-60,83.20,1454,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104834.1?report=genbank&log$=nucltop&blast_rank=62&RID=44S26TUS013"",""NR_104834.1"")"
"Pontibacter chinhatensis strain LP51 16S ribosomal RNA, partial sequence",Pontibacter chinhatensis,230,230,100%,4e-60,83.33,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_136486.1?report=genbank&log$=nucltop&blast_rank=63&RID=44S26TUS013"",""NR_136486.1"")"
"Pontibacter humi strain SWU8 16S ribosomal RNA, partial sequence",Pontibacter humi,230,230,100%,4e-60,83.46,1447,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134791.1?report=genbank&log$=nucltop&blast_rank=64&RID=44S26TUS013"",""NR_134791.1"")"
"Porphyromonas endodontalis strain ATCC 35406 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,230,230,100%,4e-60,83.20,1441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_042803.1?report=genbank&log$=nucltop&blast_rank=65&RID=44S26TUS013"",""NR_042803.1"")"
"Pedobacter rhizosphaerae strain 01-96 16S ribosomal RNA, partial sequence",Pedobacter rhizosphaerae,230,230,100%,4e-60,83.14,1486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_122096.1?report=genbank&log$=nucltop&blast_rank=66&RID=44S26TUS013"",""NR_122096.1"")"
"Porphyromonas crevioricanis strain ATCC 55563 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,230,230,100%,4e-60,83.20,1261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_115856.1?report=genbank&log$=nucltop&blast_rank=67&RID=44S26TUS013"",""NR_115856.1"")"
"Paludibacter jiangxiensis strain NM7 16S ribosomal RNA, partial sequence",Paludibacter jiangxiensis,230,230,100%,4e-60,83.07,1469,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_146018.1?report=genbank&log$=nucltop&blast_rank=68&RID=44S26TUS013"",""NR_146018.1"")"
"Prevotella shahii strain EHS11 16S ribosomal RNA, partial sequence",Prevotella shahii,230,230,100%,4e-60,83.46,1490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_024815.1?report=genbank&log$=nucltop&blast_rank=69&RID=44S26TUS013"",""NR_024815.1"")"
"Porphyromonas crevioricanis strain VPB 4875 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,230,230,100%,4e-60,83.20,1483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_026137.1?report=genbank&log$=nucltop&blast_rank=70&RID=44S26TUS013"",""NR_026137.1"")"
"Nubsella zeaxanthinifaciens strain TDMA-5 16S ribosomal RNA, partial sequence",Nubsella zeaxanthinifaciens,230,230,100%,4e-60,83.14,1422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041478.1?report=genbank&log$=nucltop&blast_rank=71&RID=44S26TUS013"",""NR_041478.1"")"
"Parabacteroides johnsonii strain M-165 16S ribosomal RNA, partial sequence",Parabacteroides johnsonii,230,230,100%,4e-60,83.07,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_041464.1?report=genbank&log$=nucltop&blast_rank=72&RID=44S26TUS013"",""NR_041464.1"")"
"Parapedobacter soli strain DCY14 16S ribosomal RNA, partial sequence",Parapedobacter soli,230,230,100%,4e-60,83.27,1468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044119.1?report=genbank&log$=nucltop&blast_rank=73&RID=44S26TUS013"",""NR_044119.1"")"
"Porphyromonas endodontalis strain JCM 8526 16S ribosomal RNA, partial sequence",Porphyromonas endodontalis,230,230,100%,4e-60,83.20,1435,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113085.1?report=genbank&log$=nucltop&blast_rank=74&RID=44S26TUS013"",""NR_113085.1"")"
"Porphyromonas crevioricanis strain JCM 15906 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,230,230,100%,4e-60,83.20,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113084.1?report=genbank&log$=nucltop&blast_rank=75&RID=44S26TUS013"",""NR_113084.1"")"
"Porphyromonas circumdentaria strain JCM 13864 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,230,230,100%,4e-60,83.27,1476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113083.1?report=genbank&log$=nucltop&blast_rank=76&RID=44S26TUS013"",""NR_113083.1"")"
"Porphyromonas crevioricanis strain JCM 13913 16S ribosomal RNA, partial sequence",Porphyromonas crevioricanis,230,230,100%,4e-60,83.20,1492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_113081.1?report=genbank&log$=nucltop&blast_rank=77&RID=44S26TUS013"",""NR_113081.1"")"
"Pontibacter niistensis strain NII-0905 16S ribosomal RNA, partial sequence",Pontibacter niistensis,230,230,100%,4e-60,83.33,1439,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_116852.1?report=genbank&log$=nucltop&blast_rank=78&RID=44S26TUS013"",""NR_116852.1"")"
"Parapedobacter luteus strain 4M29 16S ribosomal RNA, partial sequence",Parapedobacter luteus,230,230,100%,4e-60,83.27,1463,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_104534.1?report=genbank&log$=nucltop&blast_rank=79&RID=44S26TUS013"",""NR_104534.1"")"
"Porphyromonas circumdentaria strain NCTC 12469 16S ribosomal RNA, partial sequence",Porphyromonas circumdentaria,226,226,100%,5e-59,82.88,1470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_044639.1?report=genbank&log$=nucltop&blast_rank=80&RID=44S26TUS013"",""NR_044639.1"")"
"Parabacteroides faecis strain 157 16S ribosomal RNA, partial sequence",Parabacteroides faecis,226,226,96%,5e-59,83.33,1442,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_134785.1?report=genbank&log$=nucltop&blast_rank=81&RID=44S26TUS013"",""NR_134785.1"")"
"Pontibacter locisalis strain Sy30 16S ribosomal RNA, partial sequence",Pontibacter locisalis,226,226,99%,5e-59,83.20,1446,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_146703.1?report=genbank&log$=nucltop&blast_rank=82&RID=44S26TUS013"",""NR_146703.1"")"
"Bacteroides eggerthii strain DSM 20697 16S ribosomal RNA, partial sequence",Bacteroides eggerthii,224,224,100%,2e-58,82.88,1425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040864.1?report=genbank&log$=nucltop&blast_rank=83&RID=44S26TUS013"",""NR_040864.1"")"
"Porphyromonas gingivalis ATCC 33277 16S ribosomal RNA, partial sequence",Porphyromonas gingivalis ATCC 33277,224,224,100%,2e-58,82.81,1472,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_040838.1?report=genbank&log$=nucltop&blast_rank=84&RID=44S26TUS013"",""NR_040838.1"")"
"Rufibacter ruber strain CCM 8646 16S ribosomal RNA, partial sequence",Rufibacter ruber,224,224,100%,2e-58,83.01,1500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_152665.1?report=genbank&log$=nucltop&blast_rank=85&RID=44S26TUS013"",""NR_152665.1"")"
"Pontibacter deserti strain JC215 16S ribosomal RNA, partial sequence",Pontibacter deserti,224,224,100%,2e-58,83.01,1369,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_133822.1?report=genbank&log$=nucltop&blast_rank=86&RID=44S26TUS013"",""NR_133822.1"")"
"Bacteroides timonensis AP1 16S ribosomal RNA, partial sequence",Bacteroides timonensis AP1,224,224,100%,2e-58,82.75,1315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/NR_144704.1?report=genbank&log$=nucltop&blast_rank=87&RID=44S26TUS013"",""NR_144704.1"")"
